Title_A,Authors_A,ISBN13_A,Pages_A,Rating_A,Ratings_Count_A,Publisher_A,Publish_Date_A,Title_B,Authors_B,ISBN13_B,Pages_B,Rating_B,Ratings_Count_B,Publisher_B,Publish_Date_B,Gold
"History, Historians, and Autobiography",Jeremy D. Popkin,9780226675435.0,328,3.0,1,University Of Chicago Press,May 9th 2005,In My Own Way: An Autobiography,Alan Watts,9781577319931.0,,4.2,4.0,New World Library,06/01/2007,0
Naked Through the Gate: A Spiritual Autobiography,Joel Morwood,9780962038709.0,262,4.25,4,Center for Sacred Sciences,May 1st 1988,The Autobiography Of Abbie Hoffman,Abbie Hoffman,9781568581972.0,332.0,4.0,2.0,Da Capo Press,11/01/2000,0
An Unfinished Autobiography,Indira Goswami,9788120711730.0,199,4.0,18,Stosius Inc/Advent Books Division,December 1st 1990,Jessica: The autobiography of an infant,Jeffrey Von Glahn Ph D,9780595808618.0,260.0,,,"iUniverse, Incorporated",02/09/2006,0
Stirred But Not Shaken: The Autobiography,Keith Floyd,9780283071058.0,348,3.76,88,Sidgwick & Jackson Ltd,December 1st 2009,An Autobiography: The Story of My Experiments with Truth,Mohandas K. Gandhi,9780807059098.0,560.0,4.4,20.0,Beacon Press,11/28/1993,0
"Josyp Terelya, Witness to Apparitions and Persecution in the USSR: An Autobiography","Josyp Terelya, Michael H. Brown",9781877678172.0,324,3.58,12,Faith Publishing Company,October 1st 1992,"Autobiography and Letters of Orville Dewey, D. D (Classic Reprint)",Orville Dewey,9781330331330.0,374.0,,,FB &amp;c Ltd,06/16/2015,0
Head On - Ian Botham: The Autobiography,Ian Botham,,400,3.82,11,,,Roy of the Rovers: The Official Autobiography of Roy of the Rovers,Roy Race,9781473506800.0,320.0,,,Random House Adult Trade Publishing Group,10/09/2014,0
Betty: The Autobiography,"Betty Driver, Daran Little",9780233997803.0,0,2.67,3,Andre Deutsch,May 1st 2000,James Galway: An Autobiography,James Galway,9780312439651.0,181.0,,,St. Martin's Press,08/01/1979,0
Autobiography of Brook Farm,Henry W. Sams,9780844640563.0,0,2.83,6,Peter Smith Publisher,July 1st 1980,Milton Berle: An Autobiography,Milton Berle,9781557835857.0,338.0,,,Hal Leonard Corporation,11/01/2002,0
WORLD ELSEWHERE: AN AUTOBIOGRAPHY,Michael Hordern,9781854791887.0,224,4.0,1,"MICHAEL O'MARA BOOKS LTD          ""]",January 1st 1993,The Dance of Reality: A Psychomagical Autobiography,Alejandro Jodorowsky,9781620552810.0,424.0,,,Inner Traditions/Bear &amp; Company,06/06/2014,0
Come What May: The Autobiography,Dónal Óg Cusack,,304,3.0,3,,,The Autobiography of St Ignatius,Ignatius of Loyola,9781511845298.0,64.0,,,CreateSpace Publishing,04/22/2015,0
Autobiography,Moley,9780824096922.0,0,0.0,0,Dissertations-G,,Midnight Son: An Autobiography,Jason Everett Miller,9781515347828.0,396.0,,,CreateSpace Publishing,08/03/2015,0
Time and Space: A Poetic Autobiography,"Juan Ramón Jiménez, Antonio de Nicolas",9780595002627.0,204,3.78,9,iUniverse,July 1st 2000,The Autobiography Of A Blind Minister: Including Sketches Of The Men And Events Of His Time,Timothy Woodbridge,2940027397296.0,,,,"Boston, J. P. Jewett and company; New York, Sheldon, Blakeman and company; [etc., etc.]",,0
Zeffirelli: The Autobiography of Franco Zeffirelli,Franco Zeffirelli,9781555840228.0,358,3.67,24,Grove/Atlantic,September 1st 1986,The Road Home: A Spiritual Autobiography,Nadine Louise,9780931761737.0,373.0,,,"Beckham Publications Group, Inc.",03/29/2006,0
"John G. Paton, Missionary to the New Hebrides: An Autobiography (1889)",John G. Paton,9780548750957.0,408,4.48,209,Kessinger Publishing,November 1st 2007,Autobiography of Lorenzo Waugh,Lorenzo Waugh,2940017364338.0,,5.0,1.0,"San Francisco, Methodist Book Concern",,0
The Autobiography Of Denis Zachaire,Unknown Author 416,9781558181427.0,0,0.0,0,Holmes Pub Grou Llc,November 1st 2001,MY AUTOBIOGRAPHY,Mussolini,9780837142944.0,318.0,,,"Greenwood Publishing Group, Incorporated",01/01/1928,0
China to Me: A Partial Autobiography,Emily Hahn,,429,4.28,68,The Blakiston Company,1944,"Silver-knife, or, The hunters of the Rocky Mountains : an autobiography",J. H. Robinson,2940020893795.0,,,,Boston : William V. Spencer,,0
Autobiography,Edward J. O'Brien,,0,0.0,0,B&R Samizdat Express,March 1st 2010,Lives of Labor - Lives of Love: Fragments of Friendly Autobiographies,Sheldon Glueck,9780682486323.0,222.0,,,"Exposition-Phoenix Press, Incorporated",01/01/1977,0
Telling and Keeping: A Writer's Autobiography,Maureen Lawrence,9780704341487.0,169,5.0,2,Rodale Books,March 1st 1990,"Tower Stories: The Autobiography of September 11, 2001",Damon Dimarco,9780974868455.0,396.0,5.0,4.0,"Revolution Books, LLC",09/01/2004,0
"Super Bowl Diary: The Autobiography Of Ken ""The Snake"" Stabler",Ken Stabler,9780523401232.0,0,3.25,4,,,A Dog's Life: The Autobiography of a Stray,Ann M. Martin,9780439717007.0,192.0,4.7,156.0,"Scholastic, Inc.",01/01/2007,0
Let's Get to the Nitty Gritty: The Autobiography of Horace Silver,"Horace Silver, Phil Pastras, Joe Zawinul",9780520243743.0,282,3.48,25,University of California Press,March 15th 2006,Autobiography of George Muller,George Muller,9781603741767.0,,4.7,4.0,Whitaker House,09/11/2009,0
Uncovered: The Autobiography of Pat Cash,Pat Cash,9781903267080.0,333,3.24,17,Greenwater Publishing,June 27th 2002,"Autobiography of REV. A.B. Wright: Of Holston Conference, M.E. Church",Wright Absalom B. 1826-1893,9781314130959.0,470.0,,,HardPress Publishing,01/28/2013,0
The Autobiography,Paula Yates,9780722532966.0,256,3.9,63,HarperCollins Publishers Ltd,July 8th 1996,"Autobiography and Letters of Orville Dewey, D. D (Classic Reprint)",Orville Dewey,9781330331330.0,374.0,,,FB &amp;c Ltd,06/16/2015,0
Life In The Quaker Lane: An Autobiography,Seth B Hinshaw,9780942585162.0,0,0.0,0,,,Daughter of the East : An Autobiography,Benazir Bhutto,9781847370754.0,464.0,,,Gardners Books,04/02/2007,0
The Autobiography of Calvin Coolidge,Calvin Coolidge,9781410216229.0,272,3.78,99,University Press of the Pacific,September 13th 2004,"Miracles of Life: Shanghai to Shepperton, An Autobiography",J. G. Ballard,9780871404206.0,272.0,,,Liveright Publishing Corporation,02/04/2013,0
The Eagle: The Autobiography of Santa Anna,"Santa Anna, Ann Fears Crawford",9780938349297.0,299,3.6,10,State House Press,December 1988,Time and Space: A Poetic Autobiography,Juan Ramón Jiménez,9781462087334.0,204.0,,,"iUniverse, Incorporated",04/28/2000,0
Gareth Edwards: The Autobiography,Gareth Edwards,9780747261629.0,320,3.5,10,Headline,September 7th 2000,"Annals Of The Twenty-Ninth Century; Or, The Autobiography Of The Tenth President Of The World-Republic. Vol. II.",Andrew Blair,9781446021248.0,254.0,,,Read Books Design,06/05/2010,0
"Smokin' Joe: The Autobiography of a Heavyweight Champion of the World, Smokin' Joe Frazier","Joe Frazier, Phil Berger",9780028608471.0,213,3.92,49,MacMillan Publishing Company,March 15th 1996,"Wellington's men, some soldier autobiographies: Kincaid's Adventures in the Rifle brigade; Rifleman Harris; Anton's Military life; Mercer's Waterloo",W. H. Fitchett,2940023227191.0,,,,London G. Bell,,0
They Shall Not Pass: The Autobiography of La Pasionaria,Dolores Ibárruri,9780717804689.0,360,4.11,9,International Publishers,June 1st 1976,Life and labours of the Rev. Wm. McClure [microform] : for more than forty years a minister of the Methodist New Connexion : chiefly an autobiography,William McClure,2940028790607.0,,,,Toronto : J. Campbell,,0
In Search of Identity: An Autobiography,Anwar Sadat,9780061320712.0,0,4.0,3,HarperCollins Publishers,September 1st 1987,"The Autobiography of Malcolm X,",Malcolm X & Alex Haley Summary & Study Guide,2940013228962.0,,,,BookRags.com,11/01/2011,0
The Rags Of Time: A Fragment Of Autobiography,William Buchan,9780907675914.0,278,0.0,0,Ashfor,,"Life of James Croil, Montreal [microform] : an autobiography, 1821-1916",James Croil,2940029073334.0,,,,Montral? : s.n,,0
"Looking Forward, Looking Back: An Autobiography",Dulcie Gray,9780340520802.0,50,5.0,3,Trafalgar Square Publishing,January 1st 1992,"Autobiography of Samuel S. Hildebrand, the renowned Missouri bushwhacker ... being his complete confession",Samuel S. Hildebrand,2940017763568.0,,,,"Jefferson City, Mo., State Times Printing House",,0
An Autobiography: The Story of My Life and Work,Booker T. Washington,,233,5.0,1,Heraklion Press,October 8th 2013,The Unbelonger : The Autobiography of a Half-Jewish Girl in Hitler's Berlin,"Ellen Ubelaker, Brian Wynn",9781925177015.0,,,,Australian eBook Publisher,02/10/2015,0
The Test: My Autobiography,Brian O'Driscoll,9780241962688.0,320,4.2,5,Penguin Ireland,June 30th 2015,"Death valley in '49. Important chapter of California pioneer history. The autobiography of a pioneer, detailing his life from a humble home in the Green mountains to the gold mines of California; and particularly reciting the sufferings of the band of men",William Lewis Manly,2940019226030.0,,2.0,1.0,"San José, Cal., Pacific Tree and Vine Co.",,0
The Only One Living to Tell: The Autobiography of a Yavapai Indian,"Mike Burns, Gregory McNamee",9780816501205.0,176,4.0,3,University of Arizona Press,April 1st 2012,Journal of a Soul: The Autobiography of Pope John XXIII,Pope John XXIII,9780385497541.0,544.0,,,Crown Religion/Business/Forum,11/28/1999,0
My People Shall Live: Autobiography Of A Revolutionary,Leila Khaled,9780919600294.0,229,4.24,46,,,Against the Odds: An Autobiography,Bob,9780091748784.0,224.0,,,Random House Adult Trade Publishing Group,11/15/1991,0
I Dreamed I Was a Very Clean Tramp: An Autobiography,Richard Hell,9780062190840.0,304,3.5,953,Ecco,February 18th 2014,"Autobiography, Sigmund Freud",Sigmund Freud,9781447425694.0,114.0,,,Read Books Design,09/14/2011,0
Elizabeth of Toro: The Odyssey of an African Princess: An Autobiography,Elizabeth Nyabongo,9780671673963.0,287,3.75,4,Simon & Schuster,January 1st 1989,"Still Running: The Autobiography of Kentucky's Nate Northington, the First African American Football Player in the Southeastern Conference",Nathaniel Northington,9781491745922.0,258.0,3.0,1.0,"iUniverse, Incorporated",09/30/2014,0
Recipe for Life: The Autobiography,Mary Berry,9781405912846.0,368,4.24,291,Michael Joseph,September 12th 2013,The One and Only Autobiography of Ralph Miller: The Dog Who Knew He Was a Boy,David Melton,9780933849051.0,90.0,,,"Landmark House, Limited",12/28/1986,0
Circle of Light: The Autobiography of Kiranjit Ahluwalia,"Kiranjit Ahluwalia, Rahila Gupta",9780006383291.0,1,3.94,18,HarperCollins Publishers,,"History: Best Seller! The Great War ( autobiography, diary, journal, life, life story, memoir, picture, profile, sketch, confessions, experience, letter, life history, personal account )","History Books, World War, History",2940149993321.0,,5.0,1.0,Resounding Wind Publishing,12/16/2014,0
The Autobiography of a Slave/Autobiografia De UN Esclavo (Latin American Literature and Culture Series),"Juan Francisco Manzano, Iván A. Schulman",9780814325377.0,135,3.44,80,Wayne State University Press,January 1st 1996,"Play On: Now, Then, and Fleetwood Mac: The Autobiography","Mick Fleetwood, Anthony Bozza",9780316403429.0,352.0,,,"Little, Brown and Company",10/28/2014,0
All In My Head: The Autobiography,Lar Corbett,9781448152216.0,304,3.43,7,Transworld Digital,October 25th 2012,"BORN, RAISED, BRED, AND FLED- THE FIRST FIFTY YEARS or THE AUTOBIOGRAPHY OF LEW HOPSON",Mr Lewis B Hopson,9781502368256.0,186.0,,,CreateSpace Publishing,01/06/2015,0
Thank Heaven: My Autobiography,Leslie Caron,9781906779245.0,272,3.36,154,Aurum,January 1st 2010,Phases of opinion and experience during a long life [microform] : an autobiography,Charles Bray,2940030739205.0,,,,"London : Longmans, Green",,0
An Autobiography of Prayer,Albert Day,,0,0.0,0,,,"Autobiography, Letters and Literary Remains of Mrs. Piozzi (Thrale)",Hester Lynch Piozzi,2940026673575.0,,,,Ticknor &amp; Fields,,0
Stranger to the Game: 2the Autobiography of Bob Gibson,"Bob Gibson, Lonnie Wheeler",9780670847945.0,0,3.87,95,Viking Books,September 1st 1994,The Call of Isis: A Spiritual Autobiography,Olivia Robertson,9781484132616.0,138.0,,,CreateSpace Independent Publishing Platform,07/29/2013,0
Bio of an Ogre: The Autobiography of Piers Anthony to Age 50,Piers Anthony,9780441062249.0,297,3.57,813,Ace Hardcover,May 1st 1988,The Long Lane-Lost Child: Autobiography,B.W. Knight,9781312622975.0,330.0,,,Revival Waves of Glory Ministries,10/31/2014,0
"Scotland: The Autobiography 2,000 Years of Scottish History By Those Who Saw It Happen",Rosemary Goring,9781590200735.0,512,3.78,94,Overlook Books,July 3rd 2008,The Story I Tell Myself: A Venture in Existentialist Autobiography,Hazel E. Barnes,9780226037349.0,370.0,,,University of Chicago Press,04/15/2008,0
The Autobiography of Malcom X (Bloom's Reviews),Harold Bloom,9780791041116.0,0,4.15,313,Chelsea House Publications,December 1st 1998,"The Autobiography And Correspondence Of Mrs. Delaney, Rev. From Lady Llanover's Edition, Volume 2",Mrs. Delany (Mary),9781296855215.0,518.0,,,Andesite Press,08/13/2015,0
Turned Towards The Sun: An Autobiography,Michael Burn,9780859553087.0,283,0.0,0,Michael Russell Publishing Ltd,May 31st 2007,Constance Sherwood: An Autobiography of the Sixteenth Century,Georgiana Fullerton,9781105938382.0,,,,Lulu.com,07/08/2012,0
An Autobiography,Amos Kendall,9780781248273.0,700,0.0,0,Reprint Services Corporation,March 1st 1993,Overturned Chariot: The Autobiography of Phan-Boi-Chau,"Phan Boi Chau, Boi Chau Phan",2900824818752.0,,,,"University of Hawaii Press, The",01/01/1999,0
"A Victorian Son: An Autobiography, 1897-1922",Stuart Cloete,9780381982348.0,319,4.86,7,J. Day Co,January 28th 1973,Autobiography of Archibald Hamilton Rowan,Archibald Hamilton Rowan,9780716500117.0,475.0,,,Irish Academic Press,01/28/1972,0
Patterns Of Experience In Autobiography,Susanna Egan,9780807815816.0,240,2.0,1,University of North Carolina Press,August 13th 1984,Without Stopping: An Autobiography,Paul Bowles,9780061137419.0,400.0,,,HarperCollins Publishers,10/31/2006,0
"Autobiography,The",Seán Óg Ó hAilpín,9780241955918.0,320,0.0,0,Penguin Ireland,July 1st 2014,Philosopher at Large: An Intellectual Autobiography,Mortimer Jerome Adler,9780025004900.0,349.0,,,"Macmillan Publishing Company, Incorporated",08/01/1977,0
"An Autobiography, Vols 1-2",Herbert Spencer,,0,3.0,1,,,Afrika My Music: An Autobiography 1957-1983,Ezekiel Mphahlele,2900869754848.0,260.0,,,Ohio University Press,12/01/1995,0
Getting Physical: The Autobiography of Scott Gibbs,Scott  Gibbs,9780091871307.0,224,3.5,2,Random Hous,April 4th 2000,Musui's Story: The Autobiography of a Tokugawa Samurai / Edition 1,Kokichi Katsu,9780816512560.0,178.0,,,University of Arizona Press,07/01/1991,0
"Me, Alice: The Autobiography of Alice Cooper","Alice Cooper, Steven Gaines",9780399115356.0,254,3.77,78,Putnam,January 1st 1976,The Autobiography,Benjamin Franklin,2940026618460.0,,,,The Pocket Library,,0
The Importance of Being Awkward: The Autobiography of Tam Dalyell,Tam Dalyell,9781841589930.0,288,3.67,3,Birlinn Ltd,August 1st 2011,Deep Scars: The Autobiography of Kaycie Davis,Davis Kaycie Davis,9781426923784.0,68.0,4.5,25.0,Trafford Publishing,01/28/2010,0
I Could Never Be So Lucky Again: An Autobiography,"James Harold Doolittle, Carroll V. Glines, Barry M. Goldwater",9780553584646.0,560,4.25,387,Bantam,April 24th 2001,Autobiography and Questions of Gender,Shirley Neuman,9781138941274.0,222.0,,,Taylor &amp; Francis,08/26/2015,0
Terry Thomas Tells Tales: An Autobiography,"Terry-Thomas, Terry Daum",9780860517955.0,224,3.67,6,Robson Book Ltd,October 1st 1993,An Archaeological Autobiography,Leslie V. Grinsell,9780862996581.0,144.0,,,"History Press Limited, The",02/28/1993,0
NEVER A NORMAL MAN: AN AUTOBIOGRAPHY,Daniel Farson,9780002555005.0,448,4.5,4,HARPERCOLLINS PUBLISHERS LTD,January 1st 1997,The Turning Point: The Autobiography of Klaus Mann,Klaus Mann,9780910129145.0,412.0,,,"Wiener, Markus Publishers, Incorporated",01/01/1984,0
Sonata for Jukebox: An Autobiography of My Ears,Geoffrey O'Brien,9781582433295.0,336,3.91,22,Counterpoint,April 6th 2005,"Autobiography of Dr. William Henry Johnson, Respectfully Dedicated to His Adopted Home, the Capital City of the Empire State",William Henry Johnson,9781290165303.0,,,,HardPress Publishing,01/10/2012,0
"If I Can Forgive, So Can You: My Autobiography of How I Overcame My Past and Healed My Life",Denise Linn,9781401908881.0,304,4.67,21,Hay House,December 15th 2005,Dig,"Grand, an Autobiography (Classic Reprint)",9781330122884.0,396.0,,,FB &amp;c Ltd,07/23/2015,0
The Autobiography of Santa Claus (The Christmas Chronicles),Jeff Guinn,9781585424481.0,289,3.61,2301,Tarcher,October 19th 2006,No Choice: Autobiography of an Arabian-American Lady,Fadwa Kassis Naser,9781477172612.0,130.0,,,Xlibris US,11/08/1999,0
Killer: Autobiography of a Mafia Hit Man,"Joey, David Fisher",9780671806392.0,0,3.3,27,Pocket Books,,Autobiography - Russian - Self Realization Fellowship Pub,"Paramahansa Yogananda, Self Realization Fellowship Pub",9780876120996.0,608.0,,,Self-Realization Fellowship,10/13/2009,0
My Journey to Betterment: An Autobiography,George MacOn Shuffer,9780533126545.0,190,3.0,2,Vantage Press,January 1st 1999,Failure: An Autobiography,Joshua Gidding,9781905736218.0,282.0,,,Cyan Communications,05/28/2007,0
The Autobiography of Jack Ketch (1835),Jack Ketch,9781104479015.0,300,4.0,1,Kessinger Publishing,May 1st 2009,The Autobiography of Peter Cartwright,Peter Cartwright,2940150168954.0,,,,Jawbone Digital,12/13/2014,0
Autobiography of John Stuart Mill,John Jacob Coss,9781406753516.0,248,0.0,0,Coss Press,March 1st 2007,The History of England: Vol. 2 in 6 Volumes of 1860 Edition (Illustrated and Bundled with Autobiography,David Hume),2940151637367.0,,,,www.WealthOfNation.com,03/29/2015,0
"Hummingbirds to Elephants and Other Tales; Autobiography of Murray E. Fowler, DVM",Murray E. Fowler,9780964661882.0,0,4.2,5,,,"The Literature of Ancient Egypt: An Anthology of Stories, Instructions, Stelae, Autobiographies, and Poetry / Edition 3",William Kelley Simpson,9780300099201.0,624.0,,,Yale University Press,06/20/2003,0
