ID,Title,Authors,ISBN13,Pages,Rating,Ratings_Count,Publisher,Publish_Date
3581,Sonata for Jukebox: An Autobiography of My Ears,Geoffrey O'Brien,9781582433295,336,3.91,22,Counterpoint,April 6th 2005
3582,Pelé: The Autobiography,Pelé,9780743275828,368,3.89,707,Simon & Schuster Ltd,May 15th 2006
3583,Crazy Days: My Autobiography,Sadie Frost,9781843581833,262,2.85,41,John Blake,October 15th 2010
3584,The Autobiography of Giambattista Vico,"Giambattista Vico, Max H. Fisch, Thomas G. Bergin",9780801490880,240,3.78,32,Cornell University Press,January 31st 1963
3585,Joseph Conrad and the Fiction of Autobiography,Edward W. Said,9780674483507,233,4.09,11,Harvard University Press,October 28th 1966
3586,J. Hudson Taylor: An Autobiography,James Hudson Taylor,9781611043303,106,4.25,2162,Readaclassic.com,December 10th 2010
3587,Trials of the Earth: The Autobiography of Mary Hamilton,"Helen D. Davis, Helen D. Davis",9780878056712,286,4.15,46,University Press of Mississippi,January 7th 1993
3588,The Autobiography of Bertrand Russell 1914-44,Bertrand Russell,9780671203580,376,4.0,37,Littl,October 27th 1969
3589,"Autobiographies (The Collected Works of W.B. Yeats, Volume 3)","W.B. Yeats, William H. O'Donnell, Douglas N. Archibald",9780684853383,560,4.0,40,Touchstone,March 1st 1999
3590,Blitzed!: The Autobiography of Steve Strange,Steve Strange,9780752849362,256,3.35,48,Orion,March 1st 2002
3591,Sammy Sosa: An Autobiography,"Sammy Sosa, Marcos Bret?n",9780446527354,224,2.87,38,Grand Central Publishing,May 4th 2000
3592,Annie Besant: An Autobiography,Annie Besant,9781426457951,248,3.67,24,BiblioLife,October 11th 2007
3593,Black Beauty: The Autobiography of a Horse,Anna Sewell,9780812504286,208,3.93,163764,Aerie,August 15th 1989
3594,Unbowed: My Autobiography,Wangari Maathai,9780099493099,0,4.02,2269,Arrow,March 6th 2008
3595,Just As I Am: The Autobiography of Billy Graham,Billy Graham,9780060633875,760,4.23,2527,HarperOne,April 10th 1997
3596,Still Standing: The Autobiography of Kerry Katona,Kerry Katona,9781409127406,304,4.14,51,Orion,November 2012
3597,Child Star: An Autobiography,Shirley Temple Black,9780070055322,546,3.94,1471,McGraw-Hill Companies,October 1st 1988
3598,Red Flower of China: An Autobiography,Zhai Zhenhua,9781569470091,245,3.27,40,Soho Press,July 1st 2003
3599,"No Attachments, No Aversions: The Autobiography of a Master",Lester Levenson,9780971175518,150,4.17,23,Lawrence Crane Enterprise,January 1st 2003
3600,The Romantic Egoists: A Pictorial Autobiography from the Scrapbooks and Albums of F. Scott and Zelda Fitzgerald,"Matthew J. Bruccoli, Scottie Fitzgerald Smith, Joan P. Kerr",9781570035296,244,4.34,173,University of South Carolina Press,December 8th 2003
3601,Autobiographies,Kathleen Raine,9781871438413,372,4.17,6,Skoob Books (GB),May 1st 2002
3602,The Autobiography,Seán Óg Ó hAilpín,9781844882748,320,3.7,10,Penguin Ireland,2013
3603,Peter Shilton: The Autobiography of Peter Shilton: My Autobiography,Peter Shilton,9780752865720,312,3.2,20,Orion Books,June 2nd 2005
3604,Queen's Confession: A Fictional Autobiography,Victoria Holt,9780385082761,574,3.89,1446,Doubleday Books,June 1st 1968
3605,"Mud, Sweat, and Tears: The Autobiography",Bear Grylls,,445,4.13,4311,William Morrow,May 1st 2012
3606,I Stooged to Conquer: The Autobiography of the Leader of the Three Stooges,Moe Howard,9781613747698,256,4.02,103,Chicago Review Press,July 1st 2013
3607,The Struggle and the Triumph: An Autobiography,Lech Wałęsa,9781559702218,330,3.76,17,Arcade Publishing,January 19th 1994
3608,A Kentish Lad: The Autobiography of Frank Muir,Frank  Muir,9780552141376,427,3.53,58,Corgi,1998
3609,The Life of Shabkar: Autobiography of a Tibetan Yogin,"Shabkar Tsogdruk Rangdrol, Dalai Lama XIV, Dilgo Khyentse Rinpoche",9781559391542,712,4.15,33,Snow Lion,February 6th 2001
3610,Sowing: An Autobiography Of The Years 1880 To 1904 (Autobiography of Leonard Woolf #1),Leonard Woolf,9780156839457,210,3.64,42,Mariner Books,October 18th 1989
3611,Running My Life: The Autobiography,Sebastian Coe,9781444732528,496,4.0,33,Hodder & Stoughton,November 1st 2012
3612,The Way It Was: My Autobiography,Stanley Matthews,9780747264279,629,3.76,34,Headline Book Publishing,June 1st 2001
3613,The World Of Yesterday: An Autobiography,Stefan Zweig,9780304314362,0,4.43,3155,,
3614,"The Crippled Tree (China : Autobiography, History, Book 1)",Han Suyin,9780586038369,0,4.1,69,Triad Books,August 1st 1972
3615,The Autobiography and Other Writings,"Benjamin Franklin, Kenneth A. Silverman",9780140390520,304,3.78,1180,Penguin Classics,January 7th 1986
3616,Kitty: An Autobiography,Kitty Carlisle Hart,9780312033736,0,3.83,24,St. Martin's Press,
3617,Midge Ure: If I Was...: The Autobiography,Midge Ure,9781852271442,256,4.17,41,Virgin Books,November 1st 2004
3618,Didier Drogba: The Autobiography,"Didier Drogba, José Mourinho",9781845134389,256,4.33,21,Aurum Press,August 25th 2009
3619,Autobiography of Swami Sivananda,Sivananda Saraswati,9788170520290,176,4.52,27,Divine Life Society,August 30th 2009
3620,An Accidental Autobiography: The Selected Letters,"Gregory Corso, Bill Morgan, Patti Smith",9780811215350,444,4.19,26,New Directions,April 17th 2003
3621,"Bill Bruford - The Autobiography: Yes, King Crimson, Earthworks and More",Bill Bruford,9781906002237,352,4.08,186,Jawbone Press,February 1st 2009
3622,An Autobiography,James Galway,9780903443302,0,2.89,9,,
3623,Grace Abounding: With Other Spiritual Autobiographies,"John Bunyan, John Stachniewski, Anita Pacheco",9780192821324,336,4.03,35,Oxford University Pres,November 19th 1998
3624,Climbing the Bookshelves: The Autobiography of Shirley Williams,Shirley Williams,9781844084760,432,3.8,64,Virago UK,September 1st 2009
3625,Pilgrim Souls: A Collection of Spiritual Autobiography,Elizabeth Powers,9780684843117,544,3.94,33,Touchstone,May 12th 1999
3626,Keane: The Autobiography: First Edition,"Roy Keane, Eamon Dunphy",9780141009810,304,3.78,1789,Penguin Global,September 1st 2004
3627,The Wheel of Life: The Autobiography of a Western Buddhist,"John Blofeld, Huston Smith",9780877730347,316,4.07,41,Shambhala,November 28th 1988
3628,My Autobiography,A.P. McCoy,9781409131663,342,3.83,23,Orion Publishing,December 1st 2011
3629,The Elephant To Hollywoodthe Autobiography,Michael Caine,9781444713305,0,3.74,1807,Hodder &amp; Stoughton,2010
3630,Witness: The Autobiography Of John Bennett,J.G. Bennett,9780934254052,0,4.33,40,,
3631,1966 And All That: My Autobiography,Geoff Hurst,9780747241751,308,3.56,34,Headline Book Publishing,August 23rd 2001
3632,Five Autobiographies and a Fiction,Lucius Shepard,,368,3.92,13,Subterranean Press,April 2013
3633,Autobiography of a Modern Prophet,Harold Klemp,9781570431630,468,4.32,31,Eckankar,November 10th 2003
3634,The Wind Spirit: An Autobiography,"Michel Tournier, Arthur Goldhammer",9780807070406,259,3.86,21,Beacon Press (MA),January 1st 1988
3635,The Breaks Are Off: My Autobiography,Graeme Swann,9781444727388,352,3.48,40,Hodder & Stoughton,January 1st 2012
3636,Ordeal: An Autobiography,"Linda Lovelace, Mike McGrady",9780491029032,206,3.59,1140,W.H. Allen,1981
3637,Sharon Osbourne Extreme: My Autobiography,"Sharon Osbourne, Penelope Dening",9780821280140,365,3.84,2150,Springboard Press,October 11th 2006
3638,Sean O'Casey - Autobiographies,Seán O'Casey,9780333582503,672,4.29,28,Papermac,May 1st 1992
3639,Philosopher at Large: An Intellectual Autobiography,Mortimer J. Adler,9780025004900,363,3.65,26,MacMillan Publishing Company (NYC),July 1977
3640,Dear Reader: The Unauthorized Autobiography of Kim Jong Il,Michael Malice,9781495283253,420,4.02,45,CreateSpace Independent Publishing Platform,January 25th 2014
3641,"Sammy: The Autobiography of Sammy Davis, Jr.","Sammy Davis Jr., Burt Boyar",9780374293550,480,4.3,46,Farra,December 8th 2000
3642,Autobiography of a spy,Mary Bancroft,9780688020194,0,3.77,13,Morrow,January 1st 1983
3643,Seve: The Autobiography,Severiano Ballesteros,9780224082570,304,3.78,18,Yellow Jersey,July 3rd 2008
3644,The Magician: Together with a Fragment of Autobiography,W. Somerset Maugham,9780140185959,200,3.56,2000,Penguin Classics,November 1st 1992
3645,Triggs: The Autobiography of Roy Keane's Dog,Triggs,9781409144991,400,3.53,47,Orion Publishing Group,June 14th 2012
3646,A Nation of Lords: The Autobiography of the Vice Lords,David Dawley,9780881336283,205,4.04,23,Waveland Press,March 1st 1992
3647,The Autobiography of St. Margaret Mary,Margaret Mary Alacoque,9780895552952,0,4.14,22,TAN Books & Publishers,January 1st 1995
3648,"Moi, Malala, je lutte pour l'éducation et je résiste aux talibans (Biographies, Autobiographies)","Malala Yousafzai, Christina Lamb, Pascal Loubet",,0,3.98,100585,Calmann-Lévy,October 9th 2013
3649,Making It Happen: The Autobiography,Carl Hester,9781409147671,274,4.16,32,Not Avail,May 2nd 2014
3650,Journey to Mindfulness: The Autobiography of Bhante G.,"Henepola Gunaratana, Jeanne Malmgren",9780861713479,272,3.98,46,Wisdom Publications,October 1st 1998
3651,Theodore Roosevelt: The Rough Riders and an Autobiography,"Theodore Roosevelt, Louis Auchincloss",9781931082655,864,3.68,1406,Library of America,October 7th 2004
3652,An Enterprising Life: An Autobiography,Jay Van Andel,9780887309977,234,4.19,32,Collins,September 1st 1998
3653,Abba Eban: An autobiography,Abba Eban,9780394493022,640,4.07,29,Random Hous,January 1st 1977
3654,Every Man A King: The Autobiography Of Huey P. Long,"Huey Pierce Long, T. Harry Williams",9780306806957,412,3.62,73,Da Capo Press,March 22nd 1996
3655,When Memory Speaks: Exploring the Art of Autobiography,Jill Ker Conway,9780679766452,224,3.73,56,Vintage,February 22nd 1999
3656,Madeleine: An Autobiography,Persea Books,9780892551088,368,4.18,17,Persea Books,September 1st 2004
3657,Hello: The Autobiography,Leslie Phillips,9780752868899,406,3.6,20,Orion,January 3rd 2006
3658,The Autobiography of Methuselah,John Kendrick Bangs,9781606643259,104,3.35,17,Aegypan,February 1st 2009
3659,The Collected Autobiographies of Maya Angelou,Maya Angelou,9780679643258,1184,4.62,784,Modern Library,September 21st 2004
3660,Out of Revolution: Autobiography of Western Man,Eugen Rosenstock-Huessy,9780854964000,0,4.47,15,Berg Publishers,December 1st 1993
3661,Out of Revolution: Autobiography of Western Man,Eugen Rosenstock-Huessy,9780854964000,0,4.47,15,Berg Publishers,December 1st 1993
3662,The Autobiography,Marie Helvin,9780297853114,280,2.89,9,Orion Publishing,September 20th 2007
3663,"The Literature of Ancient Egypt: An Anthology of Stories, Instructions, Stelae, Autobiographies, and Poetry","William Kelly Simpson, Vincent A. Tobin, Robert K. Ritner",9780300099201,624,3.96,71,Yale University Press,October 11th 2003
3664,Children of the Storm: The Autobiography of Natasha Vins,Natasha Vins,9781579248543,135,3.96,53,JourneyForth,June 1st 2002
3665,Father Of The Blues: An Autobiography,W.C. Handy,9780306804212,340,3.33,18,Da Capo Press,March 22nd 1991
3666,Over the Moon: My Autobiography,David Essex,9780753540336,320,4.2,35,Virgin Books,March 1st 2012
3667,"On the Street Where I Lived, The Autobiography of a Child",Roberta Weiner Markbriet,9781592998548,264,4.0,3,Inkwater Press,October 19th 2012
3668,"I Toto: The Autobiography of Terry, the Dog who was Toto",Willard Carroll,9781584791119,96,3.99,73,Stewar,September 15th 2001
3669,The Life & Mimes (& Zombie Apocalypse) of Ripper the Clown: The Autobiography of an Unconventional Zombie,"Jake Aurelian, Ripper the Clown",9781497306172,292,4.5,4,Createspace,July 7th 2014
3670,The Autobiography of Jack the Ripper,James Carnac,9780552165396,432,3.3,442,Corgi,October 11th 2012
3671,A Journey: The Autobiography of Apolo Anton Ono,"Apolo  Anton Ohno, Nancy Richardson Fischer",9780689856082,153,3.78,45,"Simon & Schuster Children's Publishing          ""]",October 1st 2002
3672,Vanity Will Get You Somewhere: An Autobiography,Joseph Cotten,9780595091331,280,3.67,40,iUniverse,July 1st 2000
3673,The Autobiography of Margaret Oliphant,Margaret Oliphant,9781551112763,221,3.32,22,Broadview Press,January 8th 2002
3674,The Autobiography of the British Soldier,James Lewis-Stempel,9780755315819,486,3.83,23,Headline Publishing Group,2007
3675,A Mountainous Journey: An Autobiography,"Fadwa Tuqan, Olive Kenny, Naomi Shihab Nye",9781555971380,241,3.88,16,Graywolf Press,October 18th 2013
3676,Mark Twain's Burlesque Autobiography,Mark Twain,,24,3.49,39,,
3677,Buck 'Em!: The Autobiography of Buck Owens,"Randy Poe, Buck Owens",9781480330641,333,4.37,43,Backbeat Books,November 1st 2013
3678,Autobiography: The Big Sea (The Collected Works of Langston Hughes #13),"Langston Hughes, Joseph McLaren",9780826214102,288,4.14,835,University of Missouri,September 16th 2002
3679,"Newspaper Days, 1899-1906 : Volume 2 of Mencken's Autobiography (H. L. Mencken's Autobiography #2)",H.L. Mencken,9780801853401,336,4.24,89,The Johns Hopkins University Press,July 30th 1996
3680,My life and struggle; autobiography of Badshah Khan,Khan Abdul Ghaffar Khan,,248,4.64,11,Hind Pocket Books,1969
3681,Blue Plate Special: An Autobiography of My Appetites,Kate Christensen,9780385536264,368,3.34,1774,Doubleday,July 9th 2013
3682,Soul Survivors: The Official Autobiography of Destiny's Child,"Beyoncé Knowles, Kelendria Rowland, Michelle  Williams",9780060094171,288,4.35,49,HarperEntertainment,April 16th 2002
3683,"A Life Without Limits: Chrissie Wellington, The Autobiography",Chrissie Wellington,,289,4.06,2953,Constable,February 23rd 2012
3684,Born to Ride: The Autobiography of Stephen Roche,Stephen Roche,9780224091909,320,3.34,47,Yellow Jersey,June 7th 2012
3685,My Escape: An Autobiography,Benoîte Groult,9781590515433,384,3.41,29,Other Press,October 23rd 2012
3686,All Out! An Autobiography,Albert Ellis,9781591024521,668,3.33,12,Prometheus Books,October 30th 2009
3687,Autobiography of my Body,David Guy,9780451172525,400,3.17,42,Signet,June 2nd 1992
3688,Mark Twain's Own Autobiography: The Chapters from the North American Review,"Mark Twain, Michael J. Kiskis, Sheila Leary",9780299234744,392,3.91,87,University of Wisconsin Press,February 25th 2010
3689,Man Enough To Be Woman: The Autobiography of Jayne County,"Jayne County, Rupert Smith",9781852423384,184,4.21,78,"Serpent's Tail          ""]",April 1st 1996
3690,Steve Jobs Bio: The Unauthorized Autobiography,J.T. Owens,,0,4.64,22,Smashwords Edition,September 28th 2014
3691,Lay Bare the Heart: An Autobiography of the Civil Rights Movement,"James Farmer, Don Carleton",9780875651880,370,4.25,56,Texas Christian University Press,June 1st 1998
3692,Shooter: The Autobiography of the Top-Ranked Marine Sniper,"Jack Coughlin, Donald A. Davis, Casey Kuhlman",9780312336851,304,3.94,3242,"St. Martin's Press          ""]",May 1st 2005
3693,A Song of Ascents: A Spiritual Autobiography,"E. Stanley Jones, James K. Mathews",9780687097920,404,4.22,27,Abingdon Press,December 19th 1968
3694,Mr Nastase: The Autobiography,Ilie Nastase,9780007336975,434,3.7,37,HarperCollins Publishers,August 1st 2009
3695,Brilliant Idiot: An Autobiography Of A Dyslexic,Abraham Schmitt,9781561481088,179,3.91,23,Good Books,January 1st 1994
3696,"Women, Autobiography, Theory: A Reader","Sidonie Smith, Julia   Watson, Julia Watson",9780299158446,544,4.36,22,University of Wisconsin Press,July 27th 1998
3697,Time to Declare: My Autobiography,Michael Vaughan,9780340919323,480,3.4,40,Hodder & Stoughton,October 1st 2009
3698,A Journey to Waco: Autobiography of a Branch Davidian,"Clive Doyle, Catherine Wessinger, Matthew Wittmer",9781442208858,298,3.24,17,Rowman & Littlefield Publishers,August 17th 2012
3699,Burlesque Autobiography & Diary Written in the Provincial Lunatic Asylum,Mark Twain,,0,3.73,66,,
3700,"Autobiography of Malcolm X as told to Alex Haley, The (MAXNotes Literature Guides)","Anita J. Aboulafia, Alex Haley, Research & Education Association",9780878910045,104,4.31,70,Research & Education Association,May 2nd 1996
3701,Destined for Destiny: The Unauthorized Autobiography of George W. Bush,"Scott Dikkers, Peter Hilleren, George W. Bush",9780743299664,192,3.44,88,Scribner Book Company,October 17th 2006
3702,Stranger to the Game: 2the Autobiography of Bob Gibson,"Bob Gibson, Lonnie Wheeler",9780670847945,0,3.87,95,Viking Books,September 1st 1994
3703,Nobody Nowhere: the Extraordinary Autobiography of an Autistic,Donna Williams,9780380722174,219,3.92,1429,Avon,February 1st 1994
3704,From the Holocaust to Hogan's Heroes: The Autobiography of Robert Clary,Robert Clary,9781568332284,248,4.22,68,Madison Books,December 4th 2001
3705,Autobiography of God,Lloyd John Ogilvie,9780830707911,324,4.27,11,Regal Books,July 1st 1981
3706,Footballeur: An Autobiography,Robert Pires,9780224069809,192,3.21,19,Yellow Jersey,February 6th 2003
3707,Religious Autobiographies,Gary L. Comstock,9780534526412,0,3.0,8,Cengage Learning,October 31st 2003
3708,Dalo: The Autobiography,Anthony Daly,9781448152513,0,4.06,18,Transworld Digital,October 30th 2014
3709,Pretty Good for a Girl: The Autobiography of a Snowboarding Pioneer,"Tina Basich, Kathleen Gasperini",9780060532208,240,3.75,60,Dey Street Books,September 30th 2003
3710,It Wasn't All Velvet: An Autobiography,Mel Torme,9780821728628,16,3.55,29,Zebra,January 1st 1990
3711,Travels in Dreams: An Autobiography,Bill Mollison,9780908228119,863,4.13,15,Tagari Publications,August 1st 1997
3712,The Autobiography of B. H. Roberts,"B.H. Roberts, Sterling M. McMurrin",9781560850052,284,4.0,28,Signature Books,March 15th 1990
3713,The Lost Library: The Autobiography of a Culture,Walter Mehring,,290,3.69,13,The Bobbs-Merrill Compan,1951
