Title_A,Author_A,Price_A,ISBN13_A,Publisher_A,Publication_Date_A,Pages_A,Dimensions_A,Title_B,Author_B,Price_B,ISBN13_B,Publisher_B,Publication_Date_B,Pages_B,Dimensions_B,Gold
Night World #7-9: Huntress; Black Dawn; Witchlight,L. J. Smith,$9.99 ,9781416974529,Simon Pulse,4/7/09,752.0,5.58(w) x 8.30(h) x 1.81(d),Keeping the Moon,Sarah Dessen,$9.89,9780142401767,Speak,"May. 11th, 2004",228,5.60 x 8.44 x 0.66 inches,0
The Isle of Blood,Rick Yancey,$6.19 ,9781481425506,Saga Press,6/30/15,576.0,4.10(w) x 6.90(h) x 1.60(d),The King's of Clonmel(Ranger's Apprentice (Quality)),John Flanagan,$9.91,9780142418574,Puffin Books,"Sep. 6th, 2011",400,5.00 x 7.75 x 1.00 inches,0
Cress (Lunar Chronicles Series #3),Marissa Meyer,$8.27 ,9781250007223,Square Fish,1/27/15,592.0,5.40(w) x 8.20(h) x 1.70(d),Clockwork Prince(Infernal Devices),Cassandra Clare,$8.00,9781416975892,Margaret K. McElderry Books,"Mar. 19th, 2013",528,,0
Messy,Heather Cocks,$9.00 ,9780316098281,"Little, Brown Books for Young Readers",7/2/13,359.0,5.82(w) x 8.08(h) x 0.98(d),Under the Blood-Red Sun,Graham Salisbury,,9780440411390,Yearling Books,"Nov. 1st, 1995",256,5.21 x 7.64 x 0.64 inches,0
"I'd Tell You I Love You, but Then I'd Have to Kill You (Gallagher Girls Series #1)",Ally Carter,$9.99 ,9781423100041,Disney-Hyperion,3/20/07,288.0,5.50(w) x 8.10(h) x 0.60(d),Parallel Journeys,Eleanor H. Ayer,$9.16,9780689832369,Aladdin Paperbacks,"Mar. 1st, 2000",244,5.26 x 7.68 x 0.74 inches,0
"Out of Sight, Out of Time (Gallagher Girls Series #5)",Ally Carter,$9.99 ,9781423148043,Disney-Hyperion,1/8/13,320.0,5.40(w) x 8.20(h) x 0.70(d),Seventeen Presents... 500 Beauty Tips,Kristen Oldham,$112.13,9781588166425,Hearst Books,"Nov. 1st, 2009",528,4.06 x 5.00 x 1.19 inches,0
Anna and the French Kiss,Stephanie Perkins,$8.77 ,9780142419403,Penguin Young Readers Group,8/4/11,400.0,5.60(w) x 8.20(h) x 1.30(d),Artemis Fowl(Artemis Fowl (Graphic Novels)),Eoin Colfer,$12.74,9780786848829,Hyperion Books for Children,"Oct. 2nd, 2007",263,6.14 x 8.94 x 0.33 inches,0
Timebound,Rysa Walker,$9.14 ,9781477848159,Amazon Childrens Publishing,1/1/14,374.0,5.40(w) x 8.10(h) x 1.00(d),Dreadnought(H.I.V.E.),Mark Walden,$8.59,9781442413689,Simon & Schuster Books for Young Readers,"Jun. 5th, 2012",297,5.10 x 7.40 x 1.00 inches,0
Teenage Love Affair,Ni-Ni Simone,$8.15 ,9780758241894,Kensington,4/1/10,240.0,5.50(w) x 8.20(h) x 1.00(d),Dead Is a Battlefield(Dead Is (Paper)),Marlene Perez,$8.25,9780547607344,Graphia Books,"Mar. 6th, 2012",240,5.00 x 6.90 x 0.60 inches,0
"Breathe, Annie, Breathe (Hundred Oaks Series #5)",Miranda Kenneally,$9.99 ,9781492608660,Sourcebooks,4/7/15,336.0,5.00(w) x 7.90(h) x 1.00(d),Harry Potter and the Sorcerer's Stone(Harry Potter (Paperback)),J. K. Rowling,$10.97,9780590353427,Arthur A. Levine Books,"Oct. 1st, 1999",312,5.20 x 7.50 x 0.80 inches,0
City of the Beasts (Alexander Cold Series #1),Isabel Allende,$7.99 ,9780060535032,HarperCollins Publishers,4/27/04,432.0,5.12(w) x 7.62(h) x 0.86(d),Letters to a Young Brother,Hill Harper,$14.81,9781592402496,Gotham Books,"May. 1st, 2007",176,5.35 x 8.04 x 0.51 inches,0
Eleanor & Park (Spanish Edition),Rainbow Rowell,$16.20 ,9786071128645,Santillana USA Publishing Company,5/30/14,425.0,5.60(w) x 8.50(h) x 1.00(d),I Am J,Cris Beam,$12.08,9780316053600,"Little, Brown Books for Young Readers","Nov. 13th, 2012",352,,0
I Will Plant You a Lilac Tree: A Memoir of a Schindler's List Survivor,Laura Hillman,$5.95 ,9781416953661,Simon Pulse,2/19/08,288.0,4.20(w) x 7.00(h) x 0.80(d),"Homecoming(Tillerman Cycle, the Tillerman Cycle)",Cynthia Voigt,$9.37,9780689851322,Simon Pulse,"Aug. 1st, 2002",416,4.13 x 7.04 x 1.11 inches,0
"House of Night TP boxed set (books 5-8): Hunted, Tempted, Burned, Awakened",P. C. Cast,$26.19 ,9781250023582,St. Martin's Press,10/2/12,1312.0,5.70(w) x 8.40(h) x 3.70(d),Keep Jumping/No Hating(Cheer Drama),Stephanie Perry Moore,$16.22,9781616518851,"Saddleback Educational Publishing, Inc.","Sep. 1st, 2012",245,4.90 x 7.70 x 1.00 inches,0
Beneath My Mother's Feet,Amjed Qamar,$7.85 ,9781442414518,Atheneum Books for Young Readers,4/19/11,208.0,5.40(w) x 8.20(h) x 0.70(d),"September 11, 2001",Wilborn Hampton,$109.87,9780763636357,Candlewick Press (MA),"Aug. 31st, 2007",145,7.48 x 8.92 x 0.44 inches,0
Avalon,Mindee Arnett,$9.99 ,9780062235602,HarperCollins Publishers,1/20/15,448.0,5.20(w) x 7.80(h) x 1.20(d),Raven's Gate(Gatekeepers (Paperback)),Anthony Horowitz,$8.93,9780439680097,Scholastic Paperbacks,"Apr. 1st, 2009",254,5.00 x 7.70 x 0.80 inches,0
Midnight (Vampire Diaries: The Return Series #3),L. J. Smith,$9.99 ,9780061720864,HarperCollins Publishers,3/13/12,592.0,5.30(w) x 7.90(h) x 1.60(d),The Keys to the Kingdom #2(Keys to the Kingdom (Quality)),Garth Nix,,9780439436557,Scholastic Paperbacks,"Jan. 1st, 2004",336,5.34 x 7.60 x 0.81 inches,0
If I Stay Movie Tie-In,Gayle Forman,$9.01 ,9780147514530,Penguin Young Readers Group,7/8/14,304.0,5.40(w) x 8.20(h) x 0.90(d),The Warriors,Joseph Bruchac,$7.01,9781581960228,Darby Creek Publishing,"Sep. 1st, 2004",127,5.50 x 7.30 x 0.40 inches,0
Artemis Fowl; The Arctic Incident,Eoin Colfer,$8.99 ,9781423124542,Disney-Hyperion,6/23/09,304.0,5.20(w) x 7.50(h) x 1.00(d),Fade Out(Morganville Vampires (Mass Market)),Rachel Caine,$8.43,9780451228666,Signet Book,"Nov. 3rd, 2009",256,4.10 x 6.60 x 0.70 inches,0
The Assassin's Blade: The Throne of Glass Novellas,Sarah J. Maas,$8.44 ,9781619635173,Bloomsbury USA,3/3/15,464.0,5.40(w) x 8.10(h) x 1.30(d),Dust & Decay(Rot & Ruin),Jonathan Maberry,$9.90,9781442402362,Simon & Schuster Books for Young Readers,"Sep. 11th, 2012",544,,0
Facing the Lion (Abridged Edition): Memoirs of a Young Girl in Nazi Europe,Simone Arnold Liebster,$8.95 ,9781937188009,"Milakovich, George, Associates, Inc.",6/1/11,192.0,4.20(w) x 6.90(h) x 0.60(d),The Named(Guardians of Time),Marianne Curley,$113.08,9781582349138,Bloomsbury Publishing PLC,"May. 31st, 2005",336,5.00 x 7.75 x 0.91 inches,0
Habibi,Naomi Shihab Nye,$7.99 ,9780689825231,Simon Pulse,6/28/99,272.0,4.30(w) x 7.00(h) x 0.80(d),Empty,Suzanne Weyn,$9.70,9780545172790,Scholastic Paperbacks,"Feb. 1st, 2012",183,5.32 x 7.99 x 0.40 inches,0
"Blue Bloods Box Set, Books 1 - 3 (Blue Bloods Series)",Melissa de la Cruz,$19.88 ,9781423125952,Disney-Hyperion,10/13/09,944.0,5.60(w) x 8.46(h) x 2.14(d),Ink Exchange(Wicked Lovely (Paper)),Melissa Marr,$10.71,9780061214707,HarperCollins,"Mar. 31st, 2009",325,5.36 x 8.06 x 0.72 inches,0
The Sky Is Everywhere,Jandy Nelson,$9.99 ,9780142417805,Penguin Young Readers Group,3/22/11,320.0,5.56(w) x 8.22(h) x 0.87(d),Revenge of the Whale,Nathaniel Philbrick,$9.95,9780142400685,Puffin Books,"Mar. 30th, 2004",164,5.06 x 7.72 x 0.58 inches,0
I Am Number Four (Lorien Legacies Series #1),Pittacus Lore,$9.99 ,9780061969577,HarperCollins Publishers,8/23/11,496.0,5.20(w) x 7.80(h) x 1.30(d),The Lightning Thief(Percy Jackson & the Olympians (Paperback)),Rick Riordan,$13.49,9781423134947,Hyperion Books,"Jan. 31st, 2010",377,7.32 x 7.64 x 0.93 inches,0
Untold (Lynburn Legacy Series #2),Sarah Rees Brennan,$9.99 ,9780375871047,Random House Children's Books,8/26/14,400.0,5.40(w) x 8.10(h) x 1.00(d),Wicked Whodunits,Jim Sukach,$120.06,9781402727931,Sterling Publishing (NY),"Aug. 31st, 2005",96,5.42 x 8.16 x 0.30 inches,0
Isla and the Happily Ever After,Stephanie Perkins,$8.27 ,9780142426272,Penguin Young Readers Group,8/4/15,368.0,5.50(w) x 8.20(h) x 1.00(d),Financial Literacy for Teens,Rising Books,$5.79,9780964445635,Rising Books,Unknown,192,6.44 x 8.98 x 0.28 inches,0
The Contender,Robert Lipsyte,$8.99 ,9780064470391,HarperCollins Publishers,3/28/03,240.0,6.70(w) x 4.18(h) x 0.70(d),"Tomorrow, When the War Began(Tomorrow)",John Marsden,$10.43,9780439829106,Scholastic Paperbacks,"Jun. 1st, 2006",277,5.20 x 8.00 x 0.60 inches,0
Emblaze (Jessica Shirvington's Embrace Series #3),Jessica Shirvington,$9.99 ,9781402271311,Sourcebooks,9/3/13,464.0,5.30(w) x 8.20(h) x 1.30(d),The Last Wilderness(Seekers (Quality)),Erin Hunter,$8.56,9780060871338,HarperCollins,"Jan. 4th, 2011",265,5.30 x 7.59 x 0.65 inches,0
Janie Face to Face,Caroline B. Cooney,$7.99 ,9780385742078,Random House Children's Books,1/7/14,352.0,5.40(w) x 8.10(h) x 0.90(d),To Be a Slave,Julius Lester,$7.95,9780142403860,Puffin Books,"Jan. 1st, 2006",160,5.02 x 7.04 x 0.49 inches,0
The Host with Bonus Chapter,Stephenie Meyer,$13.75 ,9780316068055,"Little, Brown and Company",4/13/10,619.0,5.54(w) x 8.06(h) x 1.78(d),The Lightning Thief(Percy Jackson & the Olympians (Paperback)),Rick Riordan,$9.27,9780786838653,Miramax Books,"Mar. 1st, 2006",377,5.20 x 7.60 x 1.00 inches,0
Prophecy of the Sisters (Prophecy of the Sisters Series #1),Michelle Zink,$8.99 ,9780316027410,"Little, Brown Books for Young Readers",7/1/10,343.0,5.40(w) x 8.20(h) x 1.10(d),The Last Little Blue Envelope,Maureen Johnson,$9.16,9780061976810,Harper Teen,"Apr. 24th, 2012",288,5.29 x 7.99 x 0.71 inches,0
"Book of Shadows / The Coven / Blood Witch (Sweep Series #1, #2, & #3)",Cate Tiernan,$8.99 ,9780142417171,Penguin Young Readers Group,9/2/10,592.0,5.00(w) x 7.15(h) x 1.11(d),The Watsons Go to Birmingham - 1963,Christopher Paul Curtis,$9.15,9780440414124,Yearling Books,"Sep. 8th, 1997",224,5.16 x 7.60 x 0.61 inches,0
Pendragon (Pendragon Cycle Series #4),Stephen R. Lawhead,$7.99 ,9780380717576,HarperCollins Publishers,8/28/08,448.0,4.18(w) x 6.75(h) x 1.12(d),Letters to a Young Brother,Hill Harper,$14.81,9781592402496,Gotham Books,"May. 1st, 2007",176,5.35 x 8.04 x 0.51 inches,0
Embrace (Jessica Shirvington's Embrace Series #1),Jessica Shirvington,$9.99 ,9781402271250,Sourcebooks,9/1/12,384.0,5.20(w) x 7.90(h) x 1.20(d),Notes from the Dog,Gary Paulsen,$7.94,9780375855429,Wendy Lamb Books,"Jan. 25th, 2011",133,5.58 x 8.18 x 0.36 inches,0
Exit Here.,Jason Myers,$9.99 ,9781416917489,Simon Pulse,5/22/07,464.0,5.20(w) x 6.90(h) x 1.30(d),Gossip Girl(Gossip Girl Novels (Paperback)),Cecily Von Ziegesar,$11.99,9780316910330,Poppy Books,"Apr. 1st, 2002",208,5.35 x 8.03 x 0.62 inches,0
The Rest of Us Just Live Here,Patrick Ness,$8.38 ,9780062415639,Harper Teen,10/28/15,336.0,,Give a Boy a Gun,Todd Strasser,$8.79,9780689848933,Simon Pulse,"Apr. 1st, 2002",208,4.56 x 6.78 x 0.52 inches,0
I Am Mordred (Tale of Camelot Series #1),Nancy Springer,$5.64 ,9780698118416,Penguin Young Readers Group,1/28/02,192.0,4.30(w) x 7.10(h) x 0.43(d),Skulduggery Pleasant(Skulduggery Pleasant (Paperback)),Derek Landy,$9.68,9780061240904,HarperCollins,"Aug. 25th, 2009",416,5.14 x 7.60 x 1.02 inches,0
"The Earth, My Butt, and Other Big Round Things",Carolyn Mackler,$8.99 ,9780763659790,Candlewick Press,2/14/12,256.0,5.40(w) x 7.90(h) x 0.90(d),Middle School(Chicken Soup for the Soul (Chicken Soup for the Soul)),Jack Canfield,$14.39,9781935096269,Chicken Soup for the Soul,"Nov. 1st, 2008",403,5.54 x 8.42 x 1.03 inches,0
Children of the River,Linda Crew,$6.99 ,9780440210221,Random House Children's Books,8/28/91,240.0,4.18(w) x 6.88(h) x 0.63(d),While I Live(Ellie Chronicles (Quality)),John Marsden,$152.44,9780439783231,Scholastic,"Aug. 1st, 2008",299,5.45 x 8.08 x 0.65 inches,0
High Heat,Carl Deuker,$6.51 ,9780544439559,Houghton Mifflin Harcourt,4/7/15,288.0,5.50(w) x 8.25(h) x 0.75(d),"Inheritance Cycle 4-Book Trade Paperback Boxed Set (Eragon, Eldest, Brisingr, Inheritance)",Christopher Paolini,$48.53,9780449813225,Alfred A. Knopf Books for Young Readers,"Oct. 23rd, 2012",880,,0
Make Lemonade (Make Lemonade Trilogy #1),Virginia Euwer Wolff,$8.99 ,9780805080704,Square Fish,5/2/06,208.0,5.19(w) x 7.70(h) x 0.60(d),Foretold(Demon Trappers),Jana Oliver,$10.20,9781250021847,St. Martin's Griffin,"Feb. 19th, 2013",352,,0
Beloved,Toni Morrison,$9.52 ,9781400033416,Knopf Doubleday Publishing Group,6/8/04,352.0,5.10(w) x 7.90(h) x 0.90(d),Kissed by an Angel,Elizabeth Chandler,$13.05,9781416978831,Simon Pulse,"Dec. 16th, 2008",235,5.20 x 7.60 x 1.90 inches,0
Steck-Vaughn Core Skills Mathematics: Workbook Grade 7,Houghton Mifflin Harcourt,$9.99 ,9780544268258,Houghton Mifflin Harcourt,10/29/13,160.0,8.10(w) x 10.60(h) x 0.50(d),Seventeen Ultimate Guide to Beauty,Ann Shoket,$11.00,9780762445240,Running Press Book s,"Jul. 10th, 2012",192,9.30 x 10.50 x 0.50 inches,0
Half Bad (Half Bad Trilogy Series #1),Sally Green,$9.99 ,9780147511461,Penguin Young Readers Group,1/13/15,432.0,5.40(w) x 8.20(h) x 1.10(d),"Dicey's Song(Tillerman Cycle, the Tillerman Cycle)",Cynthia Voigt,$9.64,9780689863622,Aladdin Paperbacks,"Jul. 31st, 2003",368,5.18 x 7.62 x 1.00 inches,0
Janie Face to Face,Caroline B. Cooney,$7.99 ,9780385742078,Random House Children's Books,1/7/14,352.0,5.40(w) x 8.10(h) x 0.90(d),"Homecoming(Tillerman Cycle, the Tillerman Cycle)",Cynthia Voigt,$115.65,9780689863615,Aladdin Paperbacks,"Jul. 1st, 2003",402,5.14 x 7.64 x 1.09 inches,0
Chain Reaction (Perfect Chemistry Series #3),Simone Elkeles,$9.99 ,9781619637030,Bloomsbury USA,1/6/15,336.0,5.40(w) x 8.10(h) x 0.90(d),The Other Side of Dawn(Tomorrow),John Marsden,$156.49,9780439858052,Scholastic Paperbacks,"Feb. 1st, 2007",319,5.20 x 8.00 x 0.70 inches,0
Warm Bodies,Isaac Marion,$11.63 ,9781476717463,Atria/Emily Bestler Books,12/25/12,256.0,5.20(w) x 8.20(h) x 0.80(d),Tintin in America(Adventures of Tintin (Paperback)),Herge,$11.41,9780316358521,"Little, Brown Books for Young Readers","Nov. 30th, 1979",62,8.88 x 11.69 x 0.25 inches,0
Blood of My Blood,Barry Lyga,$8.50 ,9780316198714,"Little, Brown Books for Young Readers",10/6/15,496.0,5.50(w) x 8.25(h) x 1.25(d),Masquerade(Blue Blood Novels (Paperback)),Melissa de La Cruz,$10.88,9781423101277,Hyperion Books for Children,"Jul. 1st, 2008",304,5.78 x 8.28 x 0.72 inches,0
Back and Deader Than Ever (Monster High Series #4),Lisi Harrison,$7.47 ,9780316186674,"Little, Brown Books for Young Readers",5/14/13,237.0,5.50(w) x 8.25(h) x 0.75(d),Harry Potter and the Goblet of Fire(Harry Potter (Paperback)),J. K. Rowling,$12.67,9780439139601,Scholastic Paperbacks,"Sep. 1st, 2002",752,5.30 x 7.61 x 1.77 inches,0
Dreamland,Sarah Dessen,$9.99 ,9780142401750,Penguin Young Readers Group,5/11/04,272.0,5.30(w) x 8.30(h) x 0.70(d),The Pool of Fire(Tripods (Paperback)),John Christopher,$9.17,9780689856693,Simon Pulse,"Apr. 1st, 2003",224,4.22 x 7.18 x 0.62 inches,0
Thirst No. 4: The Shadow of Death,Christopher Pike,$10.99 ,9781442413191,Simon Pulse,8/9/11,528.0,5.50(w) x 8.20(h) x 1.40(d),Ray & Me(Baseball Card Adventures (Paperback)),Dan Gutman,$7.73,9780061234835,Harper,"Feb. 22nd, 2011",173,5.33 x 7.61 x 0.45 inches,0
Halo (Halo Trilogy #1),Alexandra Adornetto,$9.99 ,9780312674366,Square Fish,8/30/11,512.0,5.50(w) x 8.10(h) x 1.50(d),Dark Whispers(Unicorn Chronicles),Bruce Coville,$129.76,9780590459525,Scholastic Inc.,"Feb. 1st, 2010",462,5.30 x 7.72 x 1.17 inches,0
The Wishsong of Shannara (Shannara Series #3),Terry Brooks,$7.99 ,9780345356369,Random House Publishing Group,7/28/88,512.0,6.86(w) x 4.16(h) x 1.36(d),The Success Principles for Teens,Jack Canfield,$14.39,9780757307270,Health Communications,"Apr. 15th, 2008",250,6.05 x 8.54 x 0.64 inches,0
Time Enough for Drums,Ann Rinaldi,$6.99 ,9780440228509,Random House Children's Books,5/1/00,256.0,4.22(w) x 6.84(h) x 0.72(d),The Shadow Thieves(Cronus Chronicles Trilogy (Paperback)),Anne Ursu,$9.28,9781416905882,Atheneum Books for Young Readers,"Apr. 1st, 2007",432,5.30 x 7.60 x 1.16 inches,0
Quicksilver,Stephanie Spinner,$6.99 ,9780440238454,Random House Children's Books,12/12/06,240.0,4.12(w) x 6.90(h) x 0.52(d),The Westing Game(Puffin Classics (Paperback)),Ellen Raskin,$8.65,9780142401200,Puffin Books,"Apr. 12th, 2004",182,4.90 x 6.90 x 0.60 inches,0
The Eternity Cure (Blood of Eden Series #2),Julie Kagawa,$9.99 ,9780373211135,Harlequin,2/25/14,416.0,5.40(w) x 8.10(h) x 1.30(d),Gandhi(DK Biography (Paperback)),Amy Pastan,$7.97,9780756621117,DK Publishing (Dorling Kindersley),"Aug. 1st, 2006",128,5.00 x 8.00 x 0.75 inches,0
Wings (Laurel Series #1),Aprilynne Pike,$8.99 ,9780061668050,HarperCollins Publishers,4/6/10,294.0,5.20(w) x 7.90(h) x 0.90(d),Abhorsen(Abhorsen Trilogy (Paperback)),Garth Nix,$10.60,9780061474330,Eos,"Apr. 22nd, 2008",340,5.80 x 8.06 x 0.92 inches,0
The Compound,S. A. Bodeen,$9.99 ,9780312578602,Square Fish,9/1/09,272.0,5.40(w) x 8.20(h) x 1.00(d),How to Rock Braces and Glasses(How to Rock),Meg Haston,$6.60,9780316068246,Poppy Books,"Sep. 4th, 2012",352,,0
Persepolis 2: The Story of a Return,Marjane Satrapi,$10.48 ,9780375714665,Knopf Doubleday Publishing Group,8/2/05,192.0,6.00(w) x 8.87(h) x 0.58(d),At First Sight(Romantic Comedies (Mass Market)),Catherine Hapka,$5.79,9781416998853,Simon Pulse,"Apr. 30th, 2010",272,4.22 x 7.04 x 0.71 inches,0
MindWar,Andrew Klavan,$7.16 ,9781401688943,"Nelson, Thomas, Inc.",3/24/15,336.0,5.40(w) x 8.50(h) x 0.90(d),Night of the Black Bear(Mysteries in Our National Parks (Unnumbered)),Gloria Skurzynski,$6.69,9781426300943,National Geographic Society,"May. 8th, 2007",157,5.29 x 7.63 x 0.42 inches,0
"Spectrum Science, Grade 7",Spectrum,$9.65 ,9781483811710,"Carson-Dellosa Publishing Company, Incorporated",8/15/14,176.0,8.30(w) x 10.80(h) x 0.40(d),Keeping You a Secret,Julie Anne Peters,$10.70,9780316009850,Megan Tingley Books,"May. 4th, 2005",250,5.58 x 8.28 x 0.76 inches,0
The Wizard Heir (The Heir Series #2),Cinda Williams Chima,$9.99 ,9781423104889,Disney-Hyperion,6/10/08,480.0,5.50(w) x 8.20(h) x 1.10(d),The Face on the Milk Carton,Caroline B. Cooney,,9780440220657,Laurel Leaf Library,"Apr. 1st, 1991",208,4.19 x 6.91 x 0.61 inches,0
King of the Mild Frontier: An Ill-Advised Autobiography,Chris Crutcher,$8.05 ,9780060502515,HarperCollins Publishers,10/5/04,272.0,5.31(w) x 8.00(h) x 0.61(d),Silverfin(Young Bond (Paperback)),Charlie Higson,$10.27,9781423122623,Hyperion Books,"Mar. 10th, 2009",335,5.54 x 8.28 x 0.77 inches,0
Suicide Notes,Michael Thomas Ford,$9.99 ,9780060737573,HarperCollins Publishers,9/7/10,295.0,5.20(w) x 7.90(h) x 0.80(d),Mexican Whiteboy,Matt de La Pena,$9.97,9780440239383,Delacorte Press,"Jan. 12th, 2010",249,6.84 x 8.02 x 0.56 inches,0
Cujo,Stephen King,$7.99 ,9780451161352,Penguin Publishing Group,8/28/82,320.0,4.10(w) x 6.80(h) x 1.00(d),Last Breath(Morganville Vampires),Rachel Caine,$11.27,9780451235800,New American Library,"Apr. 3rd, 2012",368,5.54 x 8.19 x 0.81 inches,0
"Spectrum Writing, Grade 6",School Specialty Publishing,$9.95 ,9780769652863,"Carson-Dellosa Publishing Company, Incorporated",12/11/06,136.0,8.40(w) x 10.80(h) x 0.40(d),Black Ships Before Troy,Rosemary Sutcliff,$8.43,9780553494839,Laurel Leaf Library,"Dec. 13th, 2005",151,4.20 x 6.80 x 0.50 inches,0
The Van Alen Legacy (Blue Bloods Series #4),Melissa de la Cruz,$8.99 ,9781423102274,Disney-Hyperion,7/20/10,384.0,8.30(w) x 5.68(h) x 0.81(d),Chicken Soup for the Teenage Soul Journal(Chicken Soup for the Soul (Paperback Health Communications)),Jack Canfield,,9781558746374,Chicken Soup for the Soul,"Oct. 14th, 1998",300,5.38 x 8.68 x 0.84 inches,0
Cold Burn of Magic (Black Blade Series #1),Jennifer Estep,$9.95 ,9781617738241,Kensington,4/28/15,368.0,8.20(w) x 5.50(h) x 1.20(d),"The Chronicles of Chrestomanci, Volume 1(Chronicles of Chrestomanci)",Diana Wynne Jones,$10.00,9780064472685,HarperTrophy,"Jan. 9th, 2001",608,4.38 x 6.80 x 1.57 inches,0
Daily Reflections for Highly Effective Teens,Sean Covey,$10.97 ,9780684870601,Touchstone,11/16/99,384.0,4.00(w) x 6.00(h) x 0.90(d),Abarat,Clive Barker,,9780064407335,HarperTrophy,Unknown,388,6.40 x 9.26 x 1.01 inches,0
Ashfall (Ashfall Series #1),Mike Mullin,$9.36 ,9781933718743,Tanglewood Press IN,10/16/12,476.0,5.40(w) x 8.40(h) x 0.60(d),An Acquaintance with Darkness(Great Episodes (Paperback)),Ann Rinaldi,$9.98,9780152053871,Gulliver Books,"Mar. 1st, 2005",374,4.56 x 7.03 x 0.95 inches,0
Harry Potter y el prisionero de Azkaban (Harry Potter #3),J. K. Rowling,$14.03 ,9788498386967,Salamandra,6/1/15,360.0,5.10(w) x 7.70(h) x 0.90(d),Code Talker,Joseph Bruchac,$8.61,9780142405963,Puffin Books,"Jul. 6th, 2006",231,5.50 x 8.20 x 0.70 inches,0
Schindler's List,Thomas Keneally,$13.65 ,9780671880316,Touchstone,12/1/93,400.0,5.50(w) x 8.30(h) x 1.10(d),Mud City,Deborah Ellis,$8.26,9780888995421,Groundwood Books,"Sep. 1st, 2004",164,5.07 x 7.47 x 0.42 inches,0
Fools' Gold (Order of Darkness Series #3),Philippa Gregory,$9.99 ,9781442476912,Simon Pulse,7/8/14,384.0,5.50(w) x 8.25(h) x 1.20(d),Bright Island,Mabel L. Robinson,$9.33,9780375971365,Yearling Books,"Oct. 23rd, 2012",288,,0
Dead Girls Don't Lie,Jennifer Shaw Wolf,$8.99 ,9780802737533,Bloomsbury USA,10/21/14,368.0,5.50(w) x 8.20(h) x 1.00(d),Always a Witch,Carolyn MacCullough,$5.79,9780547721972,Graphia Books,"Aug. 7th, 2012",288,5.40 x 8.20 x 0.80 inches,0
Hunters of the Dusk (Cirque Du Freak Series #7),Darren Shan,$7.56 ,9780316602112,"Little, Brown Books for Young Readers",5/11/05,224.0,5.12(w) x 7.62(h) x 0.75(d),Basher Science: Human Body(Basher),Simon Basher,$10.29,9780753465011,Kingfisher,"Mar. 15th, 2011",128,6.90 x 6.90 x 0.50 inches,0
The Tempest (Dover Thrift Editions),William Shakespeare,$2.25 ,9780486406589,Dover Publications,10/13/98,96.0,5.18(w) x 8.22(h) x 0.21(d),Tracker,Gary Paulsen,$8.42,9781416939405,Aladdin Paperbacks,"Jun. 26th, 2007",90,6.62 x 7.62 x 0.26 inches,0
The Adventures of Tom Sawyer,Mark Twain,$4.05 ,9780486400778,Dover Publications,1/27/98,192.0,5.24(w) x 8.36(h) x 0.47(d),Camp Out!,Lynn Brunelle,$13.99,9780761141228,Workman Publishing,"Jul. 1st, 2007",376,8.00 x 8.00 x 0.90 inches,0
Death Sentence: Escape from Furnace 3,Alexander Gordon Smith,$9.99 ,9780312674410,Square Fish,2/14/12,288.0,5.40(w) x 8.20(h) x 1.00(d),The Giver,Lois Lowry,$120.66,9780385732550,Delacorte Press Books for Young Readers,"Jan. 24th, 2006",179,5.32 x 8.00 x 0.58 inches,0
Star Wars The Hand of Thrawn #2: Vision of the Future,Timothy Zahn,$7.99 ,9780553578799,Random House Publishing Group,9/1/99,720.0,4.20(w) x 6.90(h) x 1.20(d),First Semester(Kimani TRU),"Cecil R., II Cross",$10.58,9780373830824,Harlequin Books,"Aug. 31st, 2007",250,5.14 x 7.96 x 0.69 inches,0
The Loners (Quarantine Series #1),Lex Thomas,$9.27 ,9781606844380,Lerner Publishing Group,6/11/13,432.0,5.36(w) x 7.86(h) x 0.92(d),Curse of the Bane(Last Apprentice (Paperback)),Joseph Delaney,$11.00,9780060766238,Greenwillow Books,"Jul. 24th, 2007",455,5.40 x 8.00 x 1.20 inches,0
