Tag_A,Title_A,Authors_A,Month_A,Year_A,JournalRef_A,Tag_B,Title_B,Authors_B,Month_B,Year_B,JournalRef_B,Gold
Mai_2016_CVPR,Composition-Preserving Deep Photo Aesthetics Assessment,"Mai, Long and Jin, Hailin and Liu, Feng",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 497-506",arXiv:1807.03120,Towards Radiologist-Level Accurate Deep Learning System for Pulmonary Screening,"Mrinal Haloi, K. Raja Rajalakshmi, Pradeep Walia",June,2018,,0
Ofir_2016_CVPR,Fast Detection of Curved Edges at Low SNR,"Ofir, Nati and Galun, Meirav and Nadler, Boaz and Basri, Ronen",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 213-221",arXiv:1712.09213,Aircraft Fuselage Defect Detection using Deep Neural Networks,"Touba Malekzadeh, Milad Abdollahzadeh, Hossein Nejati, Ngai-Man Cheung",December,2017,,0
Chen_2016_CVPR,Full Flow: Optical Flow Estimation By Global Optimization Over Regular Grids,"Chen, Qifeng and Koltun, Vladlen",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 4706-4714",arXiv:1805.07582,Fast Object Classification in Single-pixel Imaging,Shuming Jiao,May,2018,,0
Cho_2014_CVPR,Finding Matches in a Haystack: A Max-Pooling Strategy for Graph Matching in the Presence of Outliers,"Cho, Minsu and Sun, Jian and Duchenne, Olivier and Ponce, Jean",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 2083-2090",arXiv:1805.02459,Deep Ordinal Hashing with Spatial Attention,"Lu Jin, Xiangbo Shu, Kai Li, Zechao Li, Guo-Jun Qi, Jinhui Tang",May,2018,,0
Soomro_2016_CVPR,Predicting the Where and What of Actors and Actions Through Online Action Localization,"Soomro, Khurram and Idrees, Haroon and Shah, Mubarak",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 2648-2657",arXiv:1811.05804,Creatures great and SMAL: Recovering the shape and motion of animals from video,"Benjamin Biggs, Thomas Roddick, Andrew Fitzgibbon, Roberto Cipolla",November,2018,,0
Tai_2017_CVPR,Image Super-Resolution via Deep Recursive Residual Network,"Tai, Ying and Yang, Jian and Liu, Xiaoming",July,2017,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2017, pp. 3147-3155",arXiv:1803.08840,Effective deep learning training for single-image super-resolution in endomicroscopy exploiting video-registration-based reconstruction,"Daniele Rav, Agnieszka Barbara Szczotka, Dzhoshkun Ismail Shakir, Stephen P Pereira, Tom Vercauteren",March,2018,,0
Gong_2018_CVPR,Learning Compositional Visual Concepts With Mutual Consistency,"Gong, Yunye and Karanam, Srikrishna and Wu, Ziyan and Peng, Kuan-Chuan and Ernst, Jan and Doerschuk, Peter C.",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 8659-8668",arXiv:1810.10974,Decoding Brain Representations by Multimodal Learning of Neural Activity and Visual Features,"Simone Palazzo, Concetto Spampinato, Isaak Kavasidis, Daniela Giordano, Mubarak Shah",October,2018,,0
Zhang_2014_CVPR,Compact Representation for Image Classification: To Choose or to Compress?,"Zhang, Yu and Wu, Jianxin and Cai, Jianfei",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 907-914",arXiv:1803.08018,Monocular Depth Estimation by Learning from Heterogeneous Datasets,"Akhil Gurram, Onay Urfalioglu, Ibrahim Halfaoui, Fahd Bouzaraa, Antonio M. Lopez",September,2018,,0
Xia_2018_CVPR,DOTA: A Large-Scale Dataset for Object Detection in Aerial Images,"Xia, Gui-Song and Bai, Xiang and Ding, Jian and Zhu, Zhen and Belongie, Serge and Luo, Jiebo and Datcu, Mihai and Pelillo, Marcello and Zhang, Liangpei",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 3974-3983",arXiv:1804.11031,Towards Deeper Generative Architectures for GANs using Dense connections,"Samarth Tripathi, Renbo Tu",November,2018,,0
Rematas_2016_CVPR,Deep Reflectance Maps,"Rematas, Konstantinos and Ritschel, Tobias and Fritz, Mario and Gavves, Efstratios and Tuytelaars, Tinne",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 4508-4516",arXiv:1806.03724,Learning Answer Embeddings for Visual Question Answering,"Hexiang Hu, Wei-Lun Chao, Fei Sha",June,2018,,0
Blaha_2016_CVPR,Large-Scale Semantic 3D Reconstruction: An Adaptive Multi-Resolution Model for Multi-Class Volumetric Labeling,"Blaha, Maros and Vogel, Christoph and Richard, Audrey and Wegner, Jan D. and Pock, Thomas and Schindler, Konrad",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 3176-3184",arXiv:1807.10573,LiDAR and Camera Detection Fusion in a Real Time Industrial Multi-Sensor Collision Avoidance System,"Pan Wei, Lucas Cagle, Tasmia Reza, John Ball, James Gafford",July,2018,"MDPI journal Electronics, 7(6), 84, May, 2018",0
Li_2018_CVPR,Learning a Discriminative Prior for Blind Image Deblurring,"Li, Lerenhan and Pan, Jinshan and Lai, Wei-Sheng and Gao, Changxin and Sang, Nong and Yang, Ming-Hsuan",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 6616-6625",arXiv:1712.06492,Guiding human gaze with convolutional neural networks,"Leon A. Gatys, Matthias Kmmerer, Thomas S. A. Wallis, Matthias Bethge",December,2017,,0
Gu_2018_CVPR,Arbitrary Style Transfer With Deep Feature Reshuffle,"Gu, Shuyang and Chen, Congliang and Liao, Jing and Yuan, Lu",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 8222-8231",arXiv:1808.02194,Quantized Densely Connected U-Nets for Efficient Landmark Localization,"Zhiqiang Tang, Xi Peng, Shijie Geng, Lingfei Wu, Shaoting Zhang, Dimitris Metaxas",August,2018,,0
Bansal_2016_CVPR,Marr Revisited: 2D-3D Alignment via Surface Normal Prediction,"Bansal, Aayush and Russell, Bryan and Gupta, Abhinav",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 5965-5974",arXiv:1807.06956,Method for motion artifact reduction using a convolutional neural network for dynamic contrast enhanced MRI of the liver,"Daiki Tamada, Marie-Luise Kromrey, Hiroshi Onishi, Utaroh Motosugi",October,2018,,0
Mildenhall_2018_CVPR,Burst Denoising With Kernel Prediction Networks,"Mildenhall, Ben and Barron, Jonathan T. and Chen, Jiawen and Sharlet, Dillon and Ng, Ren and Carroll, Robert",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 2502-2510",arXiv:1803.06898,A Mixture of Views Network with Applications to the Classification of Breast Microcalcifications,"Yaniv Shachor, Hayit Greenspan, Jacob Goldberger",March,2018,,0
Bagherinezhad_2017_CVPR,LCNN: Lookup-Based Convolutional Neural Network,"Bagherinezhad, Hessam and Rastegari, Mohammad and Farhadi, Ali",July,2017,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2017, pp. 7120-7129",arXiv:1802.03605,Combinets: Creativity via Recombination of Neural Networks,"Matthew Guzdial, Mark O. Riedl",September,2018,,0
Honari_2018_CVPR,Improving Landmark Localization With Semi-Supervised Learning,"Honari, Sina and Molchanov, Pavlo and Tyree, Stephen and Vincent, Pascal and Pal, Christopher and Kautz, Jan",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 1546-1555",arXiv:1808.08685,HMS-Net: Hierarchical Multi-scale Sparsity-invariant Network for Sparse Depth Completion,"Zixuan Huang, Junming Fan, Shuai Yi, Xiaogang Wang, Hongsheng Li",August,2018,,0
Balzer_2014_CVPR,Second-Order Shape Optimization for Geometric Inverse Problems in Vision,"Balzer, Jonathan and Soatto, Stefano",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 3850-3857",arXiv:1712.00123,Label Efficient Learning of Transferable Representations across Domains and Tasks,"Zelun Luo, Yuliang Zou, Judy Hoffman, Li Fei-Fei",November,2017,,0
Belagiannis_2014_CVPR,3D Pictorial Structures for Multiple Human Pose Estimation,"Belagiannis, Vasileios and Amin, Sikandar and Andriluka, Mykhaylo and Schiele, Bernt and Navab, Nassir and Ilic, Slobodan",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 1669-1676",arXiv:1803.03857,Learning from Noisy Web Data with Category-level Supervision,"Li Niu, Qingtao Tang, Ashok Veeraraghavan, Ashu Sabharwal",May,2018,,0
Bansal_2016_CVPR,Marr Revisited: 2D-3D Alignment via Surface Normal Prediction,"Bansal, Aayush and Russell, Bryan and Gupta, Abhinav",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 5965-5974",arXiv:1812.07996,Mining Interpretable AOG Representations from Convolutional Networks via Active Question Answering,"Quanshi Zhang, Ruiming Cao, Ying Nian Wu, Song-Chun Zhu",December,2018,,0
Chandraker_2014_CVPR,What Camera Motion Reveals About Shape With Unknown BRDF,"Chandraker, Manmohan",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 2171-2178",arXiv:1810.05922,Porosity Amount Estimation in Stones Based on Combination of One Dimensional Local Binary Patterns and Image Normalization Technique,Shervan Fekri-Ershad,October,2018,,0
Balakrishnan_2018_CVPR,Synthesizing Images of Humans in Unseen Poses,"Balakrishnan, Guha and Zhao, Amy and Dalca, Adrian V. and Durand, Frdo and Guttag, John",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 8340-8348",arXiv:1810.09805,Action and intention recognition of pedestrians in urban traffic,"Dimitrios Varytimidis, Fernando Alonso-Fernandez, Boris Duran, Cristofer Englund",October,2018,,0
Lee_2017_CVPR,Contour-Constrained Superpixels for Image and Video Processing,"Lee, Se-Ho and Jang, Won-Dong and Kim, Chang-Su",July,2017,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2017, pp. 2443-2451",arXiv:1804.00499,Semantic Adversarial Examples,"Hossein Hosseini, Radha Poovendran",March,2018,,0
Hasan_2016_CVPR,Learning Temporal Regularity in Video Sequences,"Hasan, Mahmudul and Choi, Jonghyun and Neumann, Jan and Roy-Chowdhury, Amit K. and Davis, Larry S.",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 733-742",arXiv:1711.03179,Multi-stage Suture Detection for Robot Assisted Anastomosis based on Deep Learning,"Yang Hu, Yun Gu, Jie Yang, Guang-Zhong Yang",November,2017,,0
Cho_2016_CVPR,Improving Person Re-Identification via Pose-Aware Multi-Shot Matching,"Cho, Yeong-Jun and Yoon, Kuk-Jin",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 1354-1362",arXiv:1807.08179,Inductive Visual Localisation: Factorised Training for Superior Generalisation,"Ankush Gupta, Andrea Vedaldi, Andrew Zisserman",July,2018,,0
Yellin_2018_CVPR,Multi-Cell Detection and Classification Using a Generative Convolutional Model,"Yellin, Florence and Haeffele, Benjamin D. and Roth, Sophie and Vidal, Ren",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 8953-8961",arXiv:1812.10256,A Whole Slide Image Grading Benchmark and Tissue Classification for Cervical Cancer Precursor Lesions with Inter-Observer Variability,"Abdulkadir Albayrak, Asli Unlu, Nurullah Calik, Abdulkerim Capar, Gokhan Bilgin, Behcet Ugur Toreyin, Bahar Muezzinoglu, Ilknur Turkmen, Lutfiye Durak-Ata",December,2018,,0
Mohan_2018_CVPR,Divide and Conquer for Full-Resolution Light Field Deblurring,"Mahesh Mohan, M. R. and Rajagopalan, A. N.",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 6421-6429",arXiv:1711.06616,Superpixels Based Segmentation and SVM Based Classification Method to Distinguish Five Diseases from Normal Regions in Wireless Capsule Endoscopy,Omid Haji Maghsoudi,November,2017,,0
Bao_2014_CVPR,Fast Edge-Preserving PatchMatch for Large Displacement Optical Flow,"Bao, Linchao and Yang, Qingxiong and Jin, Hailin",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 3534-3541",arXiv:1809.08696,A Learning Theory Approach to a Computationally Efficient Parameter Selection for the Elastic Net,"Ernesto de Vito, Zeljko Kereta, Valeria Naumova",September,2018,,0
Wigness_2015_CVPR,Efficient Label Collection for Unlabeled Image Datasets,"Wigness, Maggie and Draper, Bruce A. and Ross Beveridge, J.",June,2015,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2015, pp. 4594-4602",arXiv:1812.01335,From biological vision to unsupervised hierarchical sparse coding,"Victor Boutin, Angelo Franciosini, Franck Ruffier, Laurent. U Perrinet",December,2018,,0
Luo_2018_CVPR,Smooth Neighbors on Teacher Graphs for Semi-Supervised Learning,"Luo, Yucen and Zhu, Jun and Li, Mengxi and Ren, Yong and Zhang, Bo",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 8896-8905",arXiv:1810.11690,3D Terrain Segmentation in the SWIR Spectrum,"Dalton Rosario, Anthony Ortiz, Olac Fuentes",October,2018,,0
Andreas_2016_CVPR,Neural Module Networks,"Andreas, Jacob and Rohrbach, Marcus and Darrell, Trevor and Klein, Dan",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 39-48",arXiv:1806.05662,GLoMo: Unsupervisedly Learned Relational Graphs as Transferable Representations,"Zhilin Yang, Jake Zhao, Bhuwan Dhingra, Kaiming He, William W. Cohen, Ruslan Salakhutdinov, Yann LeCun",July,2018,,0
Fernando_2015_CVPR,Modeling Video Evolution for Action Recognition,"Fernando, Basura and Gavves, Efstratios and Oramas, Jose M. and Ghodrati, Amir and Tuytelaars, Tinne",June,2015,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2015, pp. 5378-5387",arXiv:1807.01452,Semantic Instance Meets Salient Object: Study on Video Semantic Salient Instance Segmentation,"Trung-Nghia Le, Akihiro Sugimoto",November,2018,,0
Chang_2016_CVPR,They Are Not Equally Reliable: Semantic Event Search Using Differentiated Concept Classifiers,"Chang, Xiaojun and Yu, Yao-Liang and Yang, Yi and Xing, Eric P.",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 1884-1893",arXiv:1810.03790,Visual Localization of Key Positions for Visually Impaired People,"Ruiqi Cheng, Kaiwei Wang, Longqing Lin, Kailun Yang",October,2018,,0
Oh_2016_CVPR,Do It Yourself Hyperspectral Imaging With Everyday Digital Cameras,"Wug Oh, Seoung and Brown, Michael S. and Pollefeys, Marc and Joo Kim, Seon",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 2461-2469",arXiv:1805.05029,Multi-view Common Component Discriminant Analysis for Cross-view Classification,"Xinge You, Jiamiao Xu, Wei Yuan, Xiao-Yuan Jing, Dacheng Tao, Taiping Zhang",May,2018,,0
Wang_2018_CVPR,Multi-Scale Location-Aware Kernel Representation for Object Detection,"Wang, Hao and Wang, Qilong and Gao, Mingqi and Li, Peihua and Zuo, Wangmeng",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 1248-1257",arXiv:1811.06410,LinkNet: Relational Embedding for Scene Graph,"Sanghyun Woo, Dahun Kim, Donghyeon Cho, In So Kweon",November,2018,,0
Gordon_2018_CVPR,MorphNet: Fast & Simple Resource-Constrained Structure Learning of Deep Networks,"Gordon, Ariel and Eban, Elad and Nachum, Ofir and Chen, Bo and Wu, Hao and Yang, Tien-Ju and Choi, Edward",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 1586-1595",arXiv:1810.03234,Exposition and Interpretation of the Topology of Neural Networks,"Rickard Brel Gabrielsson, Gunnar Carlsson",November,2018,,0
Roy_2018_CVPR,Geometry Aware Constrained Optimization Techniques for Deep Learning,"Kumar Roy, Soumava and Mhammedi, Zakaria and Harandi, Mehrtash",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 4460-4469",arXiv:1803.02380,Fast Cylinder and Plane Extraction from Depth Cameras for Visual Odometry,"Pedro F. Proena, Yang Gao",July,2018,,0
Talmi_2017_CVPR,Template Matching With Deformable Diversity Similarity,"Talmi, Itamar and Mechrez, Roey and Zelnik-Manor, Lihi",July,2017,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2017, pp. 175-183",arXiv:1710.10891,Open Set Logo Detection and Retrieval,"Andras Tzk, Christian Herrmann, Daniel Manger, Jrgen Beyerer",October,2017,,0
Chao_2015_CVPR,Mining Semantic Affordances of Visual Object Categories,"Chao, Yu-Wei and Wang, Zhan and Mihalcea, Rada and Deng, Jia",June,2015,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2015, pp. 4259-4267",arXiv:1802.09424,Classification of breast cancer histology images using transfer learning,"Sulaiman Vesal, Nishant Ravikumar, AmirAbbas Davari, Stephan Ellmann, Andreas Maier",February,2018,,0
Lu_2018_CVPR,Neural Baby Talk,"Lu, Jiasen and Yang, Jianwei and Batra, Dhruv and Parikh, Devi",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 7219-7228",arXiv:1802.02297,A comprehensive review of 3D point cloud descriptors,"Xian-Feng Hana, Jesse S. Jin, Juan Xie, Ming-Jie Wang, Wei Jiang",February,2018,,0
Kong_2017_CVPR,Low-Rank Bilinear Pooling for Fine-Grained Classification,"Kong, Shu and Fowlkes, Charless",July,2017,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2017, pp. 365-374",arXiv:1802.00421,Deep-Temporal LSTM for Daily Living Action Recognition,"Srijan Das, Michal Koperski, Francois Bremond, Gianpiero Francesca",June,2018,,0
Huang_2018_CVPR,DeepMVS: Learning Multi-View Stereopsis,"Huang, Po-Han and Matzen, Kevin and Kopf, Johannes and Ahuja, Narendra and Huang, Jia-Bin",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 2821-2830",arXiv:1808.01102,Agnostic Domain Generalization,"Fabio M. Carlucci, Paolo Russo, Tatiana Tommasi, Barbara Caputo",August,2018,,0
Zhang_2016_CVPR,Collaborative Quantization for Cross-Modal Similarity Search,"Zhang, Ting and Wang, Jingdong",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 2036-2045",arXiv:1805.06298,SAVERS: SAR ATR with Verification Support Based on Convolutional Neural Network,Hidetoshi Furukawa,May,2018,"IEICE Technical Report, vol.118, no.28, SANE2018-5, pp.23-28, May 2018",0
