Title_A,Time_A,Director_A,Year_A,Cast_A,Title_B,Time_B,Director_B,Year_B,Cast_B,Gold
Total Recall (Mastered in 4K) (Single-Disc Blu-ray + UltraViolet Digital Copy) , 118 minutes ,Len Wiseman,2013,Colin Farrell,Street Kings,1 hr. 49 min.,David Ayer,2008,"Keanu Reeves, Forest Whitaker, Hugh Laurie, Chris Evans, Cedric the Entertain..., Jay Mohr",0
The Family Stone    ,"1 hour, 44 minutes",Thomas Bezucha,2005,"Claire Danes, Diane Keaton",The Perks of Being a Wallflower,1 hr. 43 min.,Stephen Chbosky,2012,"Logan Lerman, Emma Watson, Ezra Miller, Mae Whitman, Kate Walsh, Dylan McDermott",0
Liberator    ,19 minutes,Aaron Pope,2012,"Lou Ferrigno, Peta Wilson",Harry Potter and the Deathly Hallows - Part 2,2 hr. 11 min.,David Yates,2011,"Daniel Radcliffe, Rupert Grint, Emma Watson, Ralph Fiennes, Michael Gambon, Alan Rickman",0
Witness (1985) (BD) [Blu-ray] ,,Peter Weir,2015,Harrison Ford,The Mule,1 hr. 37 min.,Angus Sampson,2014,"Hugo Weaving, Angus Sampson, John Noble, Leigh Whannell, Ewen Leslie, Geoff Morrell",0
300: Rise of an Empire (Blu-ray+DVD+UltraViolet Combo Pack) , 102 minutes ,Noam Murro,2014,Eva Green,Allies,,Dominic Burns,2014,"Julian Ovenden, Chris Reilly, Matt Willis, Edmund Kingsley, Leon Vickers",0
The City of Lost Children , 112 minutes ,Marc Caro,1999,Briac Barthelemy,My American Cousin,1 hr. 34 min.,Sandy Wilson,1985,"Margaret Langrick, John Wildman, Richard Donat, Jane Mortifee, T.J. Scott, Camille Henderson",0
Lawless , 116 minutes ,John Hillcoat,2012,Tom Hardy,Cold in July,1 hr. 49 min.,Jim Mickle,2014,"Michael C. Hall, Sam Shepard, Vinessa Shaw, Nick Damici, Wyatt Russell, Don Johnson",0
The D.I. , 106 minutes ,Jack Webb,2009,Don Dubbins,Mortdecai,1 hr. 46 min.,David Koepp,2015,"Johnny Depp, Gwyneth Paltrow, Ewan McGregor, Olivia Munn, Jeff Goldblum, Paul Bettany",0
Stargate Atlantis   ,50 minutes,Andy Mikita,2008,"Joe Flanigan, Rachel Luttrell",Cold Comes The Night,1 hr. 31 min.,Tze Chun,2014,"Alice Eve, Bryan Cranston, Logan Marshall-Green, Ursula Parker, Leo Fitzpatrick",0
Invasion U.S.A. , 107 minutes ,Joseph Zito,2001,Chuck Norris,Freezer,1 hr. 22 min.,Mikael Salomon,2014,"Dylan McDermott, Peter Facinelli, Yuliya Snigir, Pascal Petardi, Andrey Ivchenko, Markus Parilo",0
Bottle Rocket , 92 minutes ,Wes Anderson,1998,Robert Musgrave,5 Days Of War,1 hr. 53 min.,Renny Harlin,2011,"Rupert Friend, Richard Coyle, Emmanuelle Chriqui, Heather Graham, Johnathon Schaech, Rade Serbedzija",0
Nothing But Trouble (1991) , 94 minutes ,Dan Aykroyd,2004,Chevy Chase,Already Dead,1 hr. 33 min.,Joe Otting,2008,"Ron Eldard, Christopher Plummer, Geoffrey Pierson, Patrick Kilpatrick, Til Schweiger, Marisa Coughlan",0
My Fellow Americans , 104 minutes ,Peter Segal,2004,Jack Lemmon,Tracker,1 hr. 42 min.,Ian Sharp,2011,"Ray Winstone, Temuera Morrison, Andy Anderson",0
Doomsday [Blu-ray] , 113 minutes ,Neil Marshall,2008,Rhona Mitra,Angels Around Me,1 hr. 33 min.,Derrick Hammond,2013,"Carl Clemons, Leland Bernard Marti..., Scott Neufville, Stephen Stix Josey, Derrick Hammond, Tony Hinds",0
Over the Edge (1979) , 95 minutes ,Jonathan S. Kaplan,2005,Vincent Spano,"Mickey, Donald, Goofy: The Three Musketeers",1 hr. 8 min.,Donovan Cook,2004,"Wayne Allwine, Tony Anselmo, Bill Farmer, Russi Taylor, Tress MacNeille, Jim Cummings",0
Eight Below    ,"2 hours, 1 minute",Frank Marshall,2006,"Paul Walker, Bruce Greenwood",Ironclad: Battle for Blood,1 hr. 48 min.,Jonathan English,2014,"Michelle Fairley, Tom Austen, Tom Harries, Roxanne McKee, Rosie Day, Andy Beckwith",0
Beasts of the Southern Wild    ,"1 hour, 34 minutes",Benh Zeitlin,2012,"Quvenzhané Wallis, Dwight Henry",Long nga (Legendary Assassin),1 hr. 28 min.,Chung Chi Li,2008,"Wu Jing, Celina Jade, Noriko Aoyama, Alex Fong Chung Shun, Ronald Cheng, Sammy Leung",0
The Bridge on the River Kwai , 167 minutes ,David Lean,2000,James Donald,Doom,1 hr. 44 min.,Andrzej Bartkowiak,2005,"Dwayne The Rock Jo..., Karl Urban, Rosamund Pike, Razaaq Adoti, Deobia Oparei, Ben Daniels",0
True Grit /The Searchers (BD) (Double Feature) [Blu-ray] , 247 minutes ,Various,2013,Various,Shorts: The Adventures of the Wishing Rock,1 hr. 29 min.,Robert Rodriquez,2009,"Jimmy Bennett, Jake Short, Kat Dennings, Trevor Gagnon, Devon Gearhart, Jolie Vanier",0
Northmen: A Viking Saga    ,"1 hour, 38 minutes",Claudio Fäh,2015,"Ed Skrein, Ryan Kwanten",The Wild Geese,2 hr. 12 min.,Andrew V. McLaglen,1978,"Richard Burton, Richard Harris, Roger Moore, Hardy Kruger, Stewart Granger, Jack Watson",0
Conqueror Of The Orient    ,"1 hour, 15 minutes",Tanio Boccia,2007,"Gianna Maria Canale, Rik Battaglia",Almighty Thor,1 hr. 31 min.,Christopher Olen Ray,2011,"Cody Deal, Patricia Velasquez, Kevin Nash, Richard Grieco, Gerald Webb",0
The Enchanted Cottage , 92 minutes ,John Cromwell,2006,Dorothy McGuire,Frank,1 hr. 35 min.,Lenny Abrahamson,2014,"Michael Fassbender, Domhnall Gleeson, Maggie Gyllenhaal, Scoot McNairy, Carla Azar, FranÌ¤ois Civil",0
The Eagle Has Landed    ,"2 hours, 12 minutes",John Sturges,2001,"Michael Caine, Donald Sutherland",Game Change,1 hr. 58 min.,Jay Roach,2012,"Ed Harris, Julianne Moore, Woody Harrelson, Peter MacNicol, Jamey Sheridan, Sarah Paulson",0
Runaway Bride (1999) , 116 minutes ,Various,2000,Various,Undocumented,1 hr. 36 min.,Chris Peckover,2011,"Scott Mechlowicz, Alona Tal, Peter Stormare, Yancey Arias, Kevin Weisman, Greg Serano",0
The Inheritance , 95 minutes ,Bobby Roth,2004,Cari Shayne,A Walk Among the Tombstones,1 hr. 54 min.,Scott Frank,2014,"Liam Neeson, Dan Stevens (IV), David Harbour, Robert Boyd Holbrook, Patrick F. McDade, Luciano Acuna, Jr.,65,54,Frank's film is much more of a noir outing than a straight action feature",0
Flight Of The Intruder (1991) , 115 minutes ,Various,2013,Various,Lost Everything,1 hr. 37 min.,Kim St. Leon,2010,"Henry Dittman, Mark Whittington, Kyle Lupo, Leif Holt, Karin Slater, Raphael Sanchez",0
Harry Potter and the Half Blood Prince    ,"2 hours, 34 minutes",David Yates,2009,"Daniel Radcliffe, Michael Gambon",Hansel and Gretel: Witch Hunters,1 hr. 27 min.,Tommy Wirkola,2013,"Gemma Arterton, Jeremy Renner, Famke Janssen, Peter Stormare, Ingrid Bolso Berdal, Derek Mears",0
3 Days in Havana    ,"1 hour, 23 minutes",Gil Bellows,2015,"Oluniké Adeliyi, Gil Bellows",Street Law,1 hr. 38 min.,Min Byung Jin,1974,"Franco Nero, Barbara Bach, Renzo Palmer, Giancarlo Prete, Franco Borelli, Massimo Vanni",0
The Counselor (Unrated Extended Cut) [Blu-ray] , 118 minutes ,Ridley Scott,2014,Michael Fassbender,Deadheads,1 hr. 36 min.,Brett Pierce,2011,"Michael McKiddy, Ross Kidder, Markus Taylor, Thomas Galasso, Natalie Victoria, Ben Webster",0
Murder at 1600 (Snap Case Packaging) , 107 minutes ,Dwight H. Little,1997,Wesley Snipes,Spike Island,1 hr. 36 min.,Mat Whitecross,2015,"Elliott Tittensor, Emilia Clarke, Chris Coghill, Matthew McNulty, Nico Mirallegro, Rob James-Collier",0
Step Up 2 The Streets , 98 minutes ,Jon M. Chu,2008,Robert Hoffman,Catch .44,1 hr. 33 min.,Aaron Harvey,2011,"Forest Whitaker, Bruce Willis, Malin Akerman, Nikki Reed, Deborah Ann Woll, Michael Rosenbaum",0
The Craft    ,"1 hour, 41 minutes",Andrew Fleming,1996,"Robin Tunney, Fairuza Balk",The Command,1 hr. 34 min.,David Butler,1954,"Guy Madison, Joan Weldon, James Whitmore, Harvey Lembeck, Carl Benton Reid, Ray Teal",0
Full Metal Jacket , 116 minutes ,Stanley Kubrick,2007,Matthew Modine,The High Cost of Living,1 hr. 32 min.,Deborah Chow,2011,"Zach Braff, Isabelle Blais, Patrick LabbÌ©, Julian Lo",0
Seal Team Six: The Raid On Osama Bin Laden , 90 minutes ,John Stockwell,2013,Cam Gigandet,Testament Of Youth,2 hr. 9 min.,James Kent,2015,"Alicia Vikander, Kit Harington, Dominic West, Emily Watson, Hayley Atwell, Taron Egerton",0
Jackie Brown (Two-Disc Collector's Edition) , 154 minutes ,Quentin Tarantino,2011,Pam Grier,Atlas in the Land of the Cyclops,1 hr. 40 min.,Antonio Leonviola,1961,"Gordon Mitchell, Chelo Alonso, Vira Silenti, Tullio Altamura, Paul Wynter, Dante DiPaolo",0
Crackie    ,"1 hour, 33 minutes",Sherry White,2006,"Mary Walsh, Meghan Greeley",Tu Xia Chuan Qi (Legend of Kung Fu Rabbit),1 hr. 30 min.,Sun Lijun,2011,"Jon Heder, Tom Arnold, Michael Clarke Dunca..., Rebecca Black, Claire Geare",0
The Hobbit: An Unexpected Journey (plus bonus features)    ,"3 hours, 51 minutes",Peter Jackson,2012,"Ian McKellen, Martin Freeman",Jumper,1 hr. 28 min.,Doug Liman,2008,"Hayden Christensen, Jamie Bell, Samuel L. Jackson, Rachel Bilson, Diane Lane, Michael Rooker",0
How To Steal A Million    ,"2 hours, 4 minutes",William Wyler,1966,"Audrey Hepburn, Peter O'Toole",Stalingrad,2 hr. 15 min.,Fyodor Bondarchuk,2014,"Thomas Kretschmann, Yanina Studilina, Phillippe Reinhardt, Heiner Lauterbach, Pyotr Fydorov",0
(500) Days Of Summer    ,"1 hour, 36 minutes",Marc Webb,2009,"Joseph Gordon-Levitt, Zooey Deschanel",From The Rough,1 hr. 37 min.,Pierre Bagley,2014,"Michael Clarke Dunca..., Taraji P. Henson, Tom Felton, Justin Chon, Henry Simmons, Letoya Luckett",0
Harold and Maude , 91 minutes ,Hal Ashby,2000,Ruth Gordon,Qurbani,2 hr. 18 min.,Feroz Khan,1980,"Feroz Khan, Vinod Khanna, Amjad Khan, Zeenat Aman, Kader Khan, Tun Tun",0
The Fugitive (20th Anniversary Edition) [Blu-ray] , 130 minutes ,Andrew Davis,2013,Harrison Ford,Indiana Jones and the Kingdom of the Crystal Skull,2 hr. 2 min.,Steven Spielberg,2008,"Harrison Ford, Shia LaBeouf, Cate Blanchett, Karen Allen, John Hurt, Ray Winstone",0
Nell    ,"1 hour, 53 minutes",Michael Apted,1994,"Jodie Foster, Liam Neeson",An Assassin,1 hr. 44 min.,GÌ« Ohara,2011,"Ryoma Baba, Yuki Kubota, Sayuri Iwata, Hiroshi Watari, Hassei Takano, Raper Sato",0
Vanilla Sky w/ Alternate Ending (2001) [Blu-ray] , 136 minutes ,Various,2015,Various,12 Rounds,1 hr. 47 min.,Renny Harlin,2009,"John Cena, Ashley Scott, Aidan Gillen, Brian J. White, Taylor Cole, Steve Harris",0
Bullhead (English Subtitled)   ,"2 hours, 9 minutes",Michaël R. Roskam,2012,"Matthias Schoenaerts, Jeroen Perceval",The Bang Bang Club,1 hr. 46 min.,Steven Silver,2011,"Ryan Phillippe, Taylor Kitsch, Malin Akerman, Frank Rautenbach, Neels VanJaarsveld",0
Heaven's Gate (Criterion Collection) [Blu-ray] , 216 minutes ,Michael Cimino,2012,Kris Kristofferson,River of Darkness,1 hr. 45 min.,Bruce Koehler,2010,"Bill Laing, Kevin Nash, Kurt Angle, S. William Hinzman, 'Sycho' Sid Eudy, Alan Rowe Kelly",0
Time After Time    ,"1 hour, 52 minutes",Nicholas Meyer,1979,"Malcolm McDowell, David Warner",Firepower,1 hr. 44 min.,Michael Winner,1979,"Sophia Loren, James Coburn, O.J. Simpson, Eli Wallach, Anthony Franciosa, George Grizzard",0
Joy Ride (Special Edition) , 97 minutes ,John Dahl,2002,Matthew Kimbrough,Chinese Odyssey 2002,1 hr. 45 min.,Jeffrey Lau,2002,"Faye Wong, Wei Zhao, Chen Chang, Rebecca Pan, Athena Chu, Eric Kot",0
Family Guy: Freakin' Sweet Party Pack - The Complete Collection , 2427 minutes ,Pete Michels,2008,Seth MacFarlane,Albert Nobbs,1 hr. 53 min.,Rodrigo GarcÌ_a,2012,"Glenn Close, Mia Wasikowska, Janet McTeer, Brendan Gleeson, Aaron Taylor-Johnson, Pauline Collins",0
Shaka Zulu    ,"1 hour, 35 minutes",Joshua Sinclair,2001,"David Hasselhoff, Karen Allen",Drive Hard,1 hr. 36 min.,Brian Trenchard-Smith,2014,"John Cusack, Thomas Jane, Christopher Morris I..., Zoe Ventoura, Yesse Spence, Damien Garvey",0
Always , 123 minutes ,Steven Spielberg,1999,Richard Dreyfuss,White Lightning,1 hr. 40 min.,Joseph Sargent,1973,"Burt Reynolds, Jennifer Billingsley, Ned Beatty, Bo Hopkins, Matt Clark, Louise Latham",0
Bill & Ted's Bogus Journey , 93 minutes ,Peter Hewitt,2001,Keanu Reeves,Those Magnificent Men in Their Flying Machines,2 hr. 12 min.,Ken Annakin,1965,"James Fox, Sarah Miles, Stuart Whitman, Jean-Pierre Cassel, Alberto Sordi, Robert Morley",0
Man On Fire    ,"2 hours, 27 minutes",Tony Scott,2004,"Denzel Washington, Dakota Fanning",The Words,1 hr. 36 min.,Lee Sternthal,2012,"Bradley Cooper, Jeremy Irons, Dennis Quaid, Zoe Saldana, Olivia Wilde, Ben Barnes",0
Star Trek: The Original Series - Season 1 [Blu-ray] , 1460 minutes ,Don McDougall,2009,William Shatner,The Frogmen,1 hr. 36 min.,Lloyd Bacon,1951,"Richard Widmark, Dana Andrews, Gary Merrill, Jeffrey Hunter, Warren Stevens, Robert Wagner",0
Naomi (With English Subtitles)   ,"1 hour, 39 minutes",Eitan Tzur,2010,"Suhel Haddad, Rami Heuberger",Uncle Kent,1 hr. 12 min.,Joe Swanberg,2010,"Kent Osborne, Jennifer Prediger, Kevin Bewersdorf, Joe Swanberg, Josephine Decker",0
Certain Prey    ,"1 hour, 29 minutes",Chris Gerolmo,2011,"Mark Harmon,Tatiana Maslany",Terraferma,1 hr. 28 min.,Emanuele Crialese,2013,"Donatella Finocchiar..., Beppe Fiorello, Mimmo Cuticchio, Giuseppe Fiorello, Martina Codecasa, Filippo Pucillo",0
Blade (1998)    ,"2 hours, 1 minute",Stephen Norrington,1998,"Wesley Snipes, Stephen Dorff",KyÌÈketsu ShÌ«jo tai ShÌ«jo Furanken (Vampire Girl vs. Frankenstein Girl),1 hr. 25 min.,Yoshihiro Nishimura,2009,"Yukie Kawamura, Takumi Saitoh, Eri Otoguro, Kanji Tsuda, Eihi Shiina",0
Colombiana (Blu-ray + UltraViolet Digital Copy) , 111 minutes ,Olivier Megaton,2011,Zoe Saldana,Nicotina,1 hr. 33 min.,Hugo RodrÌ_guez,2004,"Diego Luna, Marta Belaustegui, Lucas Crespi, JesÌ¼s Ochoa, Rafael InclÌÁn, Rosa Maria Bianchi",0
Relic , 111 minutes ,Various,1999,Various,All Relative,1 hr. 25 min.,J.C. Khoury,2014,"Connie Nielsen, Jonathan Sadowski, Sara Paxton, Al Thompson, Sarah Steele, David Aaron Baker",0
The Surface    ,"1 hour, 27 minutes",Gil Cates Jr.,2015,"Sean Astin,Chris Mulkey",A Song to Remember,1 hr. 53 min.,Charles Vidor,1945,"Cornel Wilde, Paul Muni, Merle Oberon, Nina Foch, Stephen Bekassy, George Coulouris",0
Person of Interest   ,44 minutes,David Semel,2011,"Jim Caviezel, Taraji P. Henson",Without a Paddle: Nature's Calling,1 hr. 30 min.,Ellory Elkayem,2009,"Kristopher Turner, Oliver James, Oilver James, Rik Young, Amber McDonald, Jerry Rice",0
The Hunger Games Featurettes:    ,15 minutes,Gary Ross,2012,"Jennifer Lawrence,Josh Hutcherson",Direct Action,1 hr. 37 min.,Sidney J. Furie,2005,"Dolph Lundgren, Polly Shannon, Donald Burda, Rothaford Gray, Conrad Dunn, Walter Alza",0
Shining Through    ,"2 hours, 13 minutes",David Seltzer,1992,"Michael Douglas, Melanie Griffith",Fantastic Four: Rise of the Silver Surfer,1 hr. 32 min.,Tim Story,2007,"Ioan Gruffudd, Jessica Alba, Chris Evans, Michael Chiklis, Julian McMahon, Kerry Washington",0
Passenger 57 (Keep Case Packaging) , 84 minutes ,Kevin Hooks,2009,Wesley Snipes,Java Heat,1 hr. 44 min.,Conor Allyn,2013,"Mickey Rourke, Kellan Lutz, Ario Bayu, Atiqah Hasiholan, Frans Tumbuan, Tio Pakusadewo",0
Burlesque    ,"2 hours, 0 minutes",Steve Antin,2010,"Cher, Christina Aguilera",Raising Izzie,1 hr. 28 min.,Roger M. Bobb,2012,"Rockmond Dunbar, Vanessa L. Williams, Han Soto, Rick Reitz, Victoria Elizabeth S..., Rodney Perry",0
Harold & Kumar Go to White Castle (Unrated)    ,"1 hour, 29 minutes",Danny Leiner,2004,"John Cho, Ethan Embry",Cold in July,1 hr. 49 min.,Jim Mickle,2014,"Michael C. Hall, Sam Shepard, Vinessa Shaw, Nick Damici, Wyatt Russell, Don Johnson",0
The Hunter    ,"1 hour, 38 minutes",Buzz Kulik,1980,"Steve McQueen, Eli Wallach",Battle Royale 3D,1 hr. 54 min.,Kinji Fukasaku,2000,"Aki Maeda, Taro Yamamoto, Ai Iwamura, Chiaki Kuriyama, Tatsuya Fujiwara, Yamamoto Taru",0
Mi Vida Loca (My Crazy Life) , 92 minutes ,Allison Anders,2005,Angel Aviles,The Outrage,1 hr. 35 min.,Martin Ritt,1964,"Paul Newman, Laurence Harvey, Claire Bloom, William Shatner, Edward G. Robinson, Howard Da Silva",0
Dragon Blade    ,"1 hour, 44 minutes",Daniel Lee,2015,"Jackie Chan,John Cusack",The Wicked Lady,1 hr. 39 min.,Michael Winner,1983,"Faye Dunaway, Alan Bates, John Gielgud, Denholm Elliott, Prunella Scales, Oliver Tobias",0
Drop Dead Fred , 103 minutes ,Ate de Jong,2003,Phoebe Cates,A Christmas Wish,1 hr. 30 min.,Craig Clyde,2011,"Kristy Swanson, Tess Harper, Edward Herrmann, Bart Johnson, K.C. Clyde, Danielle Chuchran",0
Hanna    ,"1 hour, 52 minutes",Joe Wright,2011,"Saoirse Ronan, Eric Bana",Cherry Bomb,1 hr. 30 min.,Kyle Day,2011,"Julin, Nick Manning, John Gabriel Rodriqu..., John Rodriguez, Allen Hackley, Jeremy James",0
Taken (Single-Disc Extended Edition) , 93 minutes ,Pierre Morel,2009,Liam Neeson,GETT: The Trial of Viviane Amsalem,1 hr. 55 min.,Shlomi Elkabetz,2015,"Ronit Elkabetz, Menasheh Noy, Simon Abkarian, Sasson Gabay, Eli Gornstein, Gabi Amrani",0
Blissful Lies    ,"2 hours, 21 minutes",Jennifer Brown-Thomas,2012,"Leann Hunley, Zach Rose",Raging Phoenix (Deu suay doo),1 hr. 52 min.,Rashane Limtrakul,2009,"Yanin Vismitananda, Patrick Tang, Nui Sandang, Sompong Leartvimolka..., Boonprasert Salangam, Roongtawan Jindasing",0
The D Train    ,"1 hour, 42 minutes",Andrew Mogel,2015,"Jack Black, James Marsden",We Bought a Zoo,2 hr. 6 min.,Cameron Crowe,2011,"Matt Damon, Scarlett Johansson, Thomas Haden Church, Colin Ford, Maggie Elizabeth Jon..., Angus Macfadyen",0
Taken    ,"1 hour, 31 minutes",Pierre Morel,2009,"Liam Neeson, Maggie Grace",The Maze Runner,1 hr. 54 min.,Wes Ball,2014,"Dylan O'Brien, Kaya Scodelario, Will Poulter, Aml Ameen, Thomas Sangster, Ki Hong Lee",0
An Unfinished Life , 108 minutes ,Lasse Hallström,2011,Jennifer Lopez,As Dreamers Do,1 hr. 30 min.,Eric Stacey,2014,"Olan Rogers, Mark Stuart, Lincoln Cissell, Ryan Dunlap, Jonathan Schneck, William Haynes",0
Miracle Maker: A Christmas Tale , 90 minutes ,John Lyde,2015,Jake Stormoen,Apostle Peter and the Last Supper,1 hr. 28 min.,Gabriel Sabloff,2012,"Robert Loggia, Bruce Marchiano, Laurence Fuller, Ryan Alosio, Sarah Prikryl, Emilio Doorgasingh",0
Sex Drive , 109 minutes ,Sean Anders,2010,Josh Zuckerman,Devil Winds,1 hr. 30 min.,Gilbert M. Shilton,2003,"Joe Lando, Erica Parker, Peter Graham-Gaudrea..., Garwin Sanford, Nicole Eggert, Gerard Plunkett",0
Last Holiday (2006) , 112 minutes ,Various,2006,Various,24: Redemption,1 hr. 40 min.,Jon Cassar,2008,"Kiefer Sutherland, Robert Carlyle, Cherry Jones, Jon Voight, Gil Bellows",0
The Matrix Reloaded    ,"2 hours, 19 minutes",Andy Wachowski,2003,"Ray Anthony, Christine Anu",Cowboys & Aliens,1 hr. 59 min.,Jon Favreau,2011,"Daniel Craig, Olivia Wilde, Harrison Ford, Sam Rockwell, Brendan Wayne, Buck Taylor",0
The Scarlet and the Black , 143 minutes ,Jerry London,2003,Gregory Peck,Hellbound,1 hr. 35 min.,Aaron Norris,1994,"Chuck Norris, Christopher Neame, Calvin Levels, Sheree J. Wilson, Jack Adalist, Ori Levy",0
Macgyver - The Complete Fourth Season , 916 minutes ,Dana Elcar,2005,Richard Dean Anderson,Cyberbully,1 hr. 27 min.,Charles BinamÌ©,2011,"Emily Osment, Kay Panabaker, Kelly Rowan, Jon McLaren, Meaghan Rath, Jade HassounÌ©",0
Catch And Release    ,"1 hour, 52 minutes",Susannah Grant,2007,"Jennifer Garner, Timothy Olyphant",Dog Pound,1 hr. 28 min.,Kim Chapiron,2013,"Adam Butcher, Shane Kippel, Mateo Morales, Slim Twig, Taylor Poulin, Dewshane Williams",0
Hulk [Blu-ray] , 138 minutes ,Ang Lee,2008,Eric Bana,The Presence,1 hr. 26 min.,Tom Provost,2010,"Justin Kirk, Mira Sorvino, Tony Curran, Shane West, Muse Watson, Deobia Oparei",0
Jane Austen's Emma    ,"1 hour, 52 minutes",Diarmuid Lawrence,1997,"Kate Beckinsale, Bernard Hepton",5 Flights Up,1 hr. 32 min.,Richard Loncraine,2015,"Morgan Freeman, Diane Keaton, Cynthia Nixon, Korey Jackson, Claire van der Boom",0
"Time Machine, The (BD) [Blu-ray] ", 103 minutes ,Various,2014,Various,Soldiers of Change,1 hr. 37 min.,Joshua D. Rose,2006,"Heath Freeman, Stacey Dash, Charles Shaughnessy, Cody Dorkin, Clifton Davis, Debbie Allen",0
Blood Diamond    ,"2 hours, 24 minutes",Edward Zwick,2006,"Leonardo DiCaprio, Djimon Hounsou",John Wick,1 hr. 36 min.,David Leitch,2014,"Keanu Reeves, Michael Nyqvist, Alfie Allen, Adrianne Palicki, Bridget Moynahan, Dean Winters",0
The Librarians   ,58 minutes,Dean Devlin,2014,"Rebecca Romijn, Christian Kane",Serenade,2 hr. 1 min.,Anthony Mann,2000,"Mario Lanza, Joan Fontaine, Sarita Montiel, Vincent Price, Joseph Calleia, Harry Bellaver",0
Miracle (2004)    ,"2 hours, 16 minutes",Gavin O'Connor,2004,"Kurt Russell, Patricia Clarkson",The Odd Angry Shot,1 hr. 30 min.,Tom Jeffrey,1979,"Graham Kennedy, John Hargreaves, John Jarratt, Bryan Brown, Graeme Blundell, Richard Moir",0
Last Resort    ,"1 hour, 30 minutes",Lyman Dayton,2012,"Dave Buzzotta, Stephanie Dicker",Poseidon,1 hr. 39 min.,Wolfgang Petersen,2006,"Kurt Russell, Josh Lucas, Richard Dreyfuss, Andre Braugher, Mia Maestro, Jacinda Barrett",0
Rock of Ages , 123 minutes ,Adam Shankman,2012,Julianne Hough,Night at the Museum: Secret of the Tomb,1 hr. 30 min.,Shawn Levy,2014,"Ben Stiller, Robin Williams, Owen Wilson, Steve Coogan, Ricky Gervais, Dan Stevens (IV)",0
Augustus Part II    ,"1 hour, 28 minutes",Roger Young,2003,"Peter O'Toole,Charlotte Rampling",Fantastic Mr. Fox,1 hr. 27 min.,Wes Anderson,2009,"George Clooney, Meryl Streep, Jason Schwartzman, Bill Murray, Wallace Wolodarsky, Eric Chase Anderson",0
Spider-Man    ,"2 hours, 2 minutes",Sam Raimi,2002,"Tobey Maguire, Willem Dafoe",Terminal Invasion,1 hr. 24 min.,Sean S. Cunningham,2002,"Bruce Campbell, Chase Masterson, Hannah Lochner, Andrew Tarbet, Stephen Joffe, Jason Jones",0
Waitress    ,"1 hour, 48 minutes",Adrienne Shelly,2007,"Keri Russell, Nathan Fillion",No Man of Her Own,1 hr. 38 min.,Mitchell Leisen,1950,"Barbara Stanwyck, John Lund, Richard Denning, Phyllis Thaxter, Jane Cowl, Lyle Bettger",0
Fried Green Tomatoes / Coal Miner's Daughter Double Feature , 262 minutes ,Michael Apted,2013,Kathy Bates,The Big Shakedown,1 hr. 4 min.,John Francis Dillon,1934,"Charles Farrell, Bette Davis, Ricardo Cortez, Allen Jenkins, Glenda Farrell, Henry O'Neill",0
The Stallion (English Subtitled)   ,53 minutes,Not Available,2005,Not Available,Walking Tall: Lone Justice,1 hr. 34 min.,Tripp Reed,2007,"Kevin Sorbo, Yvette Nipar, Jennifer Sipes, Haley Ramm, Benjamin J. Burdick, Rodrigo De La Rosa",0
