Title_A,Year_A,Directors_A,Actors_A,Content_Rating_A,Genre_A,Duration_A,Title_B,Year_B,Directors_B,Actors_B,Content_Rating_B,Genre_B,Duration_B,Gold
Silent Light,2009.0,,"Cornelio Wall,Miriam Toews,Maria Pankratz,Peter Wall,Elisabeth Fehr,Jacobo Klassen",4.0,"Drama, Foreign, Indie",142 minutes,Dirty Ho,1976,Chia-Liang Liu,"Yue Wong, Chia-Hui Liu, Lieh Lo",7.4,"Action, Drama",103 min ,0
Digging for Fire,2015.0,Joe Swanberg,"Jake Johnson,Rosemarie DeWitt,Orlando Bloom,Brie Larson,Sam Rockwell,Mike Birbiglia,Anna Kendrick,Chris Messina",3.0,Drama,85 minutes,Green Lantern,2011,Martin Campbell,"Ryan Reynolds, Blake Lively, Peter Sarsgaard",5.7,"Action, Adventure, Romance",114 min ,0
Spider-Man 3,2007.0,,"Tobey Maguire,Kirsten Dunst,James Franco,Thomas Haden Church,Topher Grace,J.K. Simmons,James Cromwell,Willem Dafoe",2.0,"Action, Drama, Fantasy, Science Fiction, Thriller",139 minutes,Gone with the Bullets,2014,Wen Jiang,"Zhang Wen, Zhiwen Wang, Huang Hung",5.9,"Action, Comedy, Drama",140 min ,0
La France,2007.0,Serge Bozon,"Sylvie Testud,Pascal Greggory,Guillaume Verdier,Guillaume Depardieu,Jean-Christophe Bouvet",2.5,"Drama, Foreign",,The Stunt Man,1980,Richard Rush,"Peter O'Toole, Steve Railsback, Barbara Hershey",7.3,"Action, Comedy, Drama",131 min ,0
The Central Park Five,2012.0,"Ken Burns,David McMahon,Sarah Burns",,3.5,Documentary,119 minutes,Death Dimension,1978,Al Adamson,"Jim Kelly, Harold Sakata, George Lazenby",2.9,"Action, Sci-Fi",90 min ,0
The Artist and the Model,2013.0,Fernando Trueba,"Claudia Cardinale,Götz Otto,Jean Rochefort,Chus Lampreave,Aida Folch,Christian Sinniger,Martin Gamet,Mateo Deluz",3.0,,104 minutes,Meri Biwi Ka Jawab Nahin,2004,Pankaj Parashar,,3.9,"Action, Comedy",150 min ,0
The Loneliest Planet,2013.0,,,2.0,Drama,113 minutes,The Young Master,1980,Jackie Chan,"Jackie Chan, Pai Wei, Biao Yuen",7.3,"Action, Adventure, Comedy",101 min ,0
Contact,1997.0,Robert Zemeckis,"Jodie Foster,Matthew McConaughey,James Woods,John Hurt,Tom Skerritt,William Fichtner,David Morse,Angela Bassett,Rob Lowe",4.0,"Drama, Mystery, Science Fiction",150 minutes,District 9,2009,Neill Blomkamp,"Sharlto Copley, David James, Jason Cope",8.0,"Action, Sci-Fi, Thriller",112 min ,0
The Other Boleyn Girl,2008.0,Justin Chadwick,"Natalie Portman,Scarlett Johansson,Eric Bana,Jim Sturgess,Mark Rylance,Kristin Scott Thomas",2.5,"Drama, Foreign, History, Romance",115 minutes,Jack Brooks: Monster Slayer,2007,Jon Knautz,"Robert Englund, Trevor Matthews, Daniel Kash",6.0,"Action, Comedy, Horror",85 min ,0
Chapter 27,2008.0,,"Jared Leto,Lindsay Lohan,Judah Friedlander,Mark Lindsay Chapman",0.5,"Drama, Indie",84 minutes,Kuruvi,2008,Dharani,,3.6,"Action, Comedy, Drama",150 min ,0
The Bicycle Thief,1949.0,Vittorio De Sica,"Lamberto Maggiorani,Enzo Staiola,Lianella Carell",4.0,"Drama, Foreign",93 minutes,Asphalt Angels,2014,Christopher Krueger,"Justine Renee, John C. Epperson, Jenna Rains",3.3,Action,75 min ,0
Lore,2013.0,,"Saskia Rosendahl,Kai Malina,Nele Trebs,Ursina Lardi,Andre Frid",4.0,"Drama, War",108 minutes,Snipes,2001,Rich Murray,"Sam Jones III, Nelly, Zoe Saldana",6.0,"Action, Drama, Music",113 min ,0
"Yoo-Hoo, Mrs. Goldberg",2009.0,,,3.0,,,Somewhere in Sonora,1933,Mack V. Wright,"John Wayne, Duke, Henry B. Walthall",5.5,"Action, Comedy, Drama",59 min ,0
"Moscow, Belgium",2009.0,Christophe van Rompaey,"Barbara Sarafian,Jurgen Delnaet,Johan Hildenbergh,Anemone Valcke",3.0,"Comedy, Drama, Foreign, Romance",102 minutes,Fireball 500,1966,William Asher,"Frankie Avalon, Annette Funicello, Fabian",5.1,"Action, Comedy, Drama",92 min ,0
A.I. Artificial Intelligence,2001.0,,"Haley Joel Osment,Jude Law,William Hurt,Frances O'Connor,Sam Robards,Brendan Gleeson",4.0,"Drama, Horror, Science Fiction",145 minutes,The Fatal Encounter,2014,J.Q. Lee,"Hyun Bin, Jae-yeong Jeong, Jung-suk Jo",6.9,"Action, Drama",135 min ,0
Girlhood,2015.0,Céline Sciamma,"Tatiana Rojo,Rabah Nait Oufella,Diabate Idrissa,Karidja Touré,Idrissa Diabaté",3.5,Drama,112 minutes,Masters of the Universe,1987,Gary Goddard,"Dolph Lundgren, Frank Langella, Meg Foster",5.3,"Action, Adventure, Fantasy",106 min ,0
Psycho,1960.0,Alfred Hitchcock,"Anthony Perkins,Vera Miles",4.0,"Drama, Horror, Thriller",109 minutes,The Great Locomotive Chase,1956,Francis D. Lyon,"Fess Parker, Jeffrey Hunter, Jeff York",7.1,"Action, Adventure, Family",85 min ,0
The Night of the Hunter,1955.0,,"Robert Mitchum,Shelley Winters,Lillian Gish,Billy Chapin,Sally Jane Bruce,James Gleason,Evelyn Varden,Peter Graves,Don Beddoe",4.0,"Drama, Film Noir, Suspense, Thriller",93 minutes,Krodhi,1981,Subhash Ghai,"Dharmendra, Shashi Kapoor, Zeenat Aman",6.7,"Action, Thriller",159 min ,0
Hellboy II: The Golden Army,2008.0,Guillermo Del Toro,"Ron Perlman,Selma Blair,Doug Jones,John Alexander/James Dodd,Anna Walton,Luke Goss,Jeffrey Tambor",3.5,"Action, Adventure, Comedy, Fantasy, Science Fiction, Thriller",120 minutes,The Transporter,2002,Louis Leterrier,"Jason Statham, Qi Shu, Matt Schulze",6.8,"Action, Crime, Thriller",92 min ,0
Fanny and Alexander,1983.0,,"Pernilla Allwin,Bertil Guve,Jan Malmsjo,Erland Josephson,Kabi Laretei,Gunn Wallgren,Ewa Froling,Gunnar Bjornstrand",4.0,"Drama, Fantasy, Foreign, Mystery",188 minutes,5 Days of War,2011,Renny Harlin,"Rupert Friend, Emmanuelle Chriqui, Richard Coyle",5.6,"Action, Drama, War",113 min ,0
Life of Riley,2014.0,Alain Resnais,"Sabine Azema,Hippolyte Girardot,Caroline Sihol,Michel Vuillermoz,Andre Dussollier",4.0,Drama,108 minutes,Strategic Command,1997,Rick Jacobson,"Michael Dudikoff, Paul Winfield, Richard Norton",4.0,"Action, Drama, Thriller",90 min ,0
Stonehearst Asylum,2014.0,Brad Anderson,"Kate Beckinsale,Michael Caine,Jim Sturgess,Ben Kingsley,Brendan Gleeson,David Thewlis,Jason Flemyng",2.0,Thriller,112 minutes,Blackhawk: Fearless Champion of Freedom,1952,Spencer Gordon Bennet,"Kirk Alyn, Carol Forman, John Crawford",6.7,"Adventure, Action",242 min ,0
Harry Potter and the Order of the Phoenix,2007.0,David Yates,"Daniel Radcliffe,Rupert Grint,Emma Watson,Maggie Smith,Michael Gambon,Alan Rickman,Imelda Staunton,Helena Bonham-Carter,Robbie Coltrane,Ralph Fiennes,Gary Oldman,Brendan Gleeson,Richard Griffiths,Jason Isaacs",2.5,"Adventure, Family, Fantasy, Science Fiction",138 minutes,The Pandora Project,1998,John Terlesky,"Daniel Baldwin, Erika Eleniak, Richard Tyson",3.6,"Action, Thriller",89 min ,0
Lucky Them,2014.0,Megan Griffiths,"Toni Collette,Thomas Haden Church,Oliver Platt,Ryan Eggold,Ahna O'Reilly,Amy Seimetz,Joanne Woodward,Lynn Shelton",3.0,Romance,97 minutes,The Sky Has Fallen,2009,Doug Roos,"Carey MacLaren, Laurel Kemper, Cory Knisely",6.7,"Action, Drama, Horror",80 min ,0
Kingsman: The Secret Service,2015.0,Matthew Vaughn,"Colin Firth,Mark Strong,Samuel L. Jackson,Michael Caine,Jack Davenport,Taron Egerton",2.0,"Action, Adventure, Comedy, Crime",129 minutes,The Purge: Anarchy,2014,James DeMonaco,"Frank Grillo, Carmen Ejogo, Zach Gilford",6.5,"Action, Horror, Sci-Fi",103 min ,0
Little Miss Sunshine,2006.0,"Jonathan Dayton,Valerie Farris","Greg Kinnear,Steve Carell,Toni Collette,Alan Arkin,Abigail Breslin,Paul Dano",3.5,"Comedy, Drama, Indie",102 minutes,Bomb Squad,2011,Nick Chamberlin,"Craig Beeman, Andrew Chamberlin, Bob Diven",3.5,Action,83 min ,0
Capitalism: A Love Story,2009.0,,,3.5,"Comedy, Documentary",120 minutes,Undead,2003,Michael Spierig,"Felicity Mason, Mungo McKay, Rob Jenkins",5.5,"Action, Comedy, Horror",97 min ,0
Street Kings,2008.0,David Ayer,"Keanu Reeves,Forest Whitaker,Hugh Laurie,Chris Evans,Cedric The Entertainer",1.5,"Action, Crime, Drama, Thriller",109 minutes,Wolf Creek 2,2013,Greg McLean,"John Jarratt, Ryan Corr, Shannon Ashlyn",6.1,"Action, Horror, Thriller",106 min ,0
Spirited Away,2002.0,,"Daveigh Chase,Suzanne Pleshette,Jason Marsden,David Ogden Stiers,Lauren Holly,John Ratzenberger",4.0,"Adventure, Animation, Family, Foreign",124 minutes,Kapitan Nemo,1975,Vasili Levin,"Vladimir Basov, N. Bazanova, Viktor Demertash",6.9,"Fantasy, Adventure, Action",203 min ,0
A Place at the Table,2013.0,,,3.0,,84 minutes,Cadillac Ranch,1996,Lisa Gottlieb,"Jim Metzler, Joe Stevens, Bill Wise",5.3,"Action, Adventure, Comedy",100 min ,0
Finding Home,2009.0,,,0.0,"Action, Drama, Family, Western",88 minutes,No Code of Conduct,1998,Bret Michaels,"Charlie Sheen, Martin Sheen, Mark Dacascos",4.9,"Action, Crime, Drama",95 min ,0
Bedtime Stories,2008.0,Adam Shankman,"Adam Sandler,Guy Pearce,Russell Brand,Richard Griffiths,Courteney Cox,Keri Russell,Jonathan Morgan Heit,Laura Ann Kesling",2.5,"Comedy, Family, Fantasy, Science Fiction",99 minutes,Centurion AD,2014,Brian Reed Garvin,"Katherine Randolph, Brian Reed Garvin, Martin Horsey",6.9,"Action, Adventure, Sci-Fi",102 min ,0
Revenge of the Electric Car,2011.0,,,3.0,Documentary,90 minutes,Cangaceiro,1953,Lima Barreto,"Alberto Ruschel, Marisa Prado, Milton Ribeiro",7.2,"Action, Drama, History",91 min ,0
The Maze Runner,2014.0,Wes Ball,"Will Poulter,Aml Ameen,Ki Hong Lee,Thomas Sangster,Will Poulter,Dexter Darden,Kaya Scodelario,Chris Sheffield,Joe Adler,Dylan O'Brien,Patricia Clarkson,Jacob Latimore",2.5,"Mystery, Science Fiction, Thriller",113 minutes,Dorothy and the Witches of Oz,2012,Leigh Scott,"Paulie Redding, Eliza Swenson, Billy Boyd",4.4,"Action, Family, Fantasy",101 min ,0
Higher Ground,2011.0,Vera Farmiga,"Vera Farmiga,Joshua Leonard,Dagmara Dominczyk,John Hawkes,Norbert Leo Butz,Bill Irwin,Donna Murphy,Taissa Farmiga,McKenzie Turner",3.5,"Drama, Indie, Thriller",109 minutes,American Ninja 2: The Confrontation,1987,Sam Firstenberg,"Michael Dudikoff, Steve James, Larry Poindexter",4.7,"Action, Drama",90 min ,0
The Last Picture Show,1971.0,Peter Bogdanovich,,4.0,Drama,118 minutes,The Way of the Gun,2000,Christopher McQuarrie,"Ryan Phillippe, Benicio Del Toro, Juliette Lewis",6.7,"Action, Crime, Drama",119 min ,0
Chennai Express,2013.0,Rohit Shetty,"Deepika Padukone,Shahrukh Khan,Sathyaraj,Nikitin Dheer",3.0,,,The Kidnapping of the President,1980,George Mendeluk,"William Shatner, Hal Holbrook, Van Johnson",5.5,"Thriller, Action, Drama",114 min ,0
I Served the King of England,2008.0,,"Ivan Barnev,Oldrich Kaiser,Julia Jentsch,Martin Huba,Marian Labuda",3.0,"Comedy, Drama, Foreign",120 minutes,Kickboxer 3: The Art of War,1992,Rick King,"Sasha Mitchell, Dennis Chan, Richard Comar",3.8,"Action, Sport, Thriller",92 min ,0
Unfriended,2015.0,Leo Gabriadze,"Heather Sossaman,Matthew Bohrer,Courtney Halverson,Shelley Hennig,Renee Olstead,Cal Barnes,William Peltz,Mickey River,Moses Jacob Storm,Jacob Wysocki",1.0,"Horror, Thriller",82 minutes,Guardian,2014,Helfi C.H. Kardit,"Sarah Carter, Tio Pakusodewo, Nino Fernandez",4.1,"Action, Thriller",91 min ,0
The Big Red One,1980.0,,"Lee Marvin,Mark Hamill,Robert Carradine,Bobby Di Cicco,Kelly Ward,Siegfried Rauch,Stephanie Audran",4.0,"Action, Adventure, Drama, War",113 minutes,2 Fast 2 Furious,2003,John Singleton,"Paul Walker, Tyrese Gibson, Cole Hauser",5.8,"Action, Crime, Thriller",107 min ,0
"Men, Women & Children",2014.0,Jason Reitman,"Ansel Elgort,Adam Sandler,Jennifer Garner,Rosemarie DeWitt,Judy Greer,Dean Norris,Emma Thompson,Olivia Crocicchia,Kaitlyn Dever,Elena Kampouris",1.0,"Comedy, Drama",119 minutes,Next of Kin,1989,John Irvin,"Patrick Swayze, Liam Neeson, Adam Baldwin",5.6,"Action, Crime, Thriller",108 min ,0
"You, Me and Dupree",2006.0,"Anthony Russo,Joe Russo","Owen Wilson,Matt Dillon,Kate Hudson,Michael Douglas,Amanda Detmer,Seth Rogen",2.0,"Comedy, Romance",108 minutes,Bad Ass,2012,Craig Moss,"Danny Trejo, Charles S. Dutton, Ron Perlman",5.5,"Action, Comedy, Crime",90 min ,0
Ace in the Hole,1951.0,Billy Wilder,"Kirk Douglas,Richard Benedict,Jan Sterling",4.0,"Drama, Film Noir",111 minutes,Black Caesar,1973,Larry Cohen,"Fred Williamson, Gloria Hendry, Art Lund",6.4,"Action, Crime, Drama",87 min ,0
Amadeus,1984.0,,,4.0,"Drama, History, Music",158 minutes,Let's Get Harry,1986,Stuart Rosenberg,"Michael Schoeffling, Thomas F. Wilson, Fidel Abrego",5.1,"Action, Adventure",102 min ,0
Bluebird,2015.0,Lance Edmands,"Amy Morton,John Slattery,Adam Driver,Margo Martindale,Louisa Krause,Emily Meade",3.0,Drama,90 minutes,Command Performance,2009,Dolph Lundgren,"Dolph Lundgren, Melissa Molinaro, Hristo Shopov",5.7,"Action, Drama, Thriller",93 min ,0
Belle,2014.0,Amma Asante,"Gugu Mbatha-Raw,Tom Wilkinson,Miranda Richardson,Sarah Gadon,Sam Reid,Matthew Goode,Emily Watson,Tom Felton,Penelope Wilton",2.5,Drama,105 minutes,Fury: The Tales of Ronan Pierce,2014,Kevin A. McCarthy,"Michael McCarthy, Jordan Elizabeth, Kane Hodder",7.0,"Action, Adventure, Horror",91 min ,0
Hateship Loveship,2014.0,Liza Johnson,"Kristen Wiig,Guy Pearce,Hailee Steinfeld,Jennifer Jason Leigh,Sami Gayle,Christine Lahti,Nick Nolte",4.0,Drama,104 minutes,Too Late the Hero,1970,Robert Aldrich,"Michael Caine, Cliff Robertson, Ian Bannen",6.8,"Action, War, Drama",145 min ,0
Stalingrad,2013.0,Fedor Bondarchuk,"Mariya Smolnikova,Yanina Studilina,Pyotr Fyodorov,Thomas Kretschmann,Philippe Reinhardt,Sergey Bondarchuk,Dmitriy Lysenkov",2.5,"Action, Drama, War",135 minutes,The Swordsman,1992,Michael Kennedy,"Lorenzo Lamas, Claire Stansfield, Michael Champion",3.6,Action,92 min ,0
Rush,2013.0,Ron Howard,"Daniel Brühl,Chris Hemsworth,Olivia Wilde,Alexandra Maria Lara,Natalie Dormer,Christian McKay,Tom Wlaschiha",2.0,"Action, Drama, Sports Film",123 minutes,National Treasure: Book of Secrets,2007,Jon Turteltaub,"Nicolas Cage, Diane Kruger, Justin Bartha",6.5,"Action, Adventure, Mystery",124 min ,0
Honour,2014.0,Shan Khan,"Aiysha Hart,Paddy Considine,Faraz Ayub,Shubham Saraf,Harvey Virdi,Nikesh Patel",2.5,"Drama, Thriller",104 minutes,Deadly Hands of Kung Fu,1977,Kei Law,"Siu-Lung Leung, Ie Lung Shen, Ching Tang",5.9,"Action, Comedy",96 min ,0
The Age of Adaline,2015.0,Lee Toland Krieger,"Blake Lively,Michiel Huisman,Ellen Burstyn,Harrison Ford,Amanda Crew,Richard Harmon",3.0,"Drama, Romance",110 minutes,Bad Country,2014,Chris Brinker,"Matt Dillon, Willem Dafoe, Neal McDonough",5.8,"Action, Crime, Drama",95 min ,0
Khumba,2013.0,Anthony Silverston,"Jake T. Austin,AnnaSophia Robb,Liam Neeson,Steve Buscemi,Laurence Fishburne,Richard E. Grant,Catherine Tate,Anika Noni Rose",1.5,"Adventure, Animation, Family",90 minutes,Berserk: The Golden Age Arc I - The Egg of the King,2012,Toshiyuki Kubooka,"Hiroaki Iwanaga, Takahiro Sakurai, Toa Yukinari",7.7,"Animation, Action, Adventure",76 min ,0
The Kids Are All Right,2010.0,,"Julianne Moore,Annette Bening,Mark Ruffalo,Mia Wasikowska,Josh Hutcherson",3.5,"Comedy, Drama, Indie",106 minutes,Gynaikes pou zitousan ton erota,1975,Ilias Mylonakos,"Angela Gianou, Haris Tryfonas, Angelos Seretis",5.1,"Action, Crime, Thriller",79 min ,0
Cloudy with a Chance of Meatballs 2,2013.0,"Cody Cameron,Kris Pearn","Bill Hader,Anna Faris,James Caan,Will Forte,Andy Samberg,Benjamin Bratt,Neil Patrick Harris,Terry Crews,Kristen Schaal",2.5,"Animation, Family",95 minutes,Jack Ryan: Shadow Recruit,2014,Kenneth Branagh,"Chris Pine, Kevin Costner, Keira Knightley",6.2,"Action, Thriller",105 min ,0
Maps to the Stars,2015.0,David Cronenberg,"Julianne Moore,Mia Wasikowska,Evan Bird,John Cusack,Robert Pattinson,Sarah Gadon,Olivia Williams",3.0,Drama,111 minutes,Haunters,2010,Min-suk Kim,"Dong-won Kang, Duek-mun Choi, Jeong Eun-Chae",6.3,"Action, Sci-Fi, Thriller",100 min ,0
Backcountry,2015.0,Adam MacDonald,"Missy Peregrym,Eric Balfour,Nicholas Campbell,Jeff Roop,Melanie Mullen,Ashley Nay",2.5,"Drama, Horror, Thriller",92 minutes,The Hot Box,1972,Joe Viola,"Carmen Argenziano, Andrea Cagan, Margaret Markov",4.7,"Action, Adventure, Drama",85 min ,0
Brave,2012.0,"Mark Andrews,Brenda Chapman","Kelly MacDonald,Billy Connolly,Emma Thompson,Robbie Coltrane,Craig Ferguson,Kevin McKidd,Julie Walters",3.0,"Action, Adventure, Animation, Comedy, Family",93 minutes,Siruthai,2011,Siva,,5.5,"Action, Comedy, Drama",160 min ,0
Sin Nombre,2009.0,,"Edgar Flores,Paulina Gaitan,Kristyan Ferrer,Tenoch Huerta Mejia,Diana Garcia",4.0,"Action, Crime, Drama, Foreign, Thriller",96 minutes,Last Platoon,1988,Ignazio Dolce,"Richard Hatch, Vassili Karis, David Light",4.0,"Action, War",80 min ,0
An Education,2009.0,Lone Scherfig,"Carey Mulligan,Peter Sarsgaard,Alfred Molina,Cara Seymour,Emma Thompson",4.0,"Drama, Foreign, Romance",100 minutes,White Ghost,1988,BJ Davis,"William Katt, Rosalind Chao, Martin Hewitt",4.1,"Action, Adventure, War",90 min ,0
I'm Still Here,2010.0,Casey Affleck,,3.0,"Comedy, Documentary, Indie, Music",107 minutes,Tiger Claws,1991,Kelly Makin,"Cynthia Rothrock, Nick Dibley, Fern Figueiredo",5.3,Action,92 min ,0
Final Destination 5,2011.0,Steven Quale,"Nicholas D'Agosto,Emma Bell,Miles Fisher,Ellen Wroe,P.J. Byrne,Arlen Escarpeta,David Koechner,Courtney B. Vance,Tony Todd",2.0,"Horror, Thriller",95 minutes,16-Dec,2002,Mani Shankar,"Danny Denzongpa, Gulshan Grover, Milind Soman",6.8,"Action, Drama, Mystery",158 min ,0
The Vow,2012.0,Michael Sucsy,"Rachel McAdams,Channing Tatum,Jessica Lange,Sam Neill,Scott Speedman",2.5,"Drama, Romance",104 minutes,Badlapur,2015,Sriram Raghavan,"Nawazuddin Siddiqui, Varun Dhawan, Radhika Apte",7.6,"Action, Crime, Drama",128 min ,0
The Shining,1980.0,Stanley Kubrick,,4.0,"Drama, Horror, Thriller",142 minutes,Gymkata,1985,Robert Clouse,"Kurt Thomas, Tetchie Agbayani, Richard Norton",4.1,"Action, Drama",90 min ,0
The Spiderwick Chronicles,2008.0,Mark Waters,"Freddie Highmore,Sarah Bolger,Mary-Louise Parker,David Strathairn,Joan Plowright",3.5,"Action, Adventure, Family, Fantasy, Science Fiction",96 minutes,Beyond Desire,1995,Dominique Othenin-Girard,"William Forsythe, Kari Wuhrer, Leo Rossi",4.7,"Action, Thriller",87 min ,0
Coco Before Chanel,2009.0,Anne Fontaine,"Audrey Tautou,Alessandro Nivola,Marie Gillain,Emmanuelle Devos",3.5,"Drama, Foreign, Romance",110 minutes,The World's End,2013,Edgar Wright,"Simon Pegg, Nick Frost, Martin Freeman",7.0,"Action, Comedy, Sci-Fi",109 min ,0
Where in the World is Osama bin Laden?,2008.0,Morgan Spurlock,,2.0,Documentary,93 minutes,Number One with a Bullet,1987,Jack Smight,"Robert Carradine, Billy Dee Williams, Valerie Bertinelli",4.8,"Action, Thriller, Crime",103 min ,0
The Illusionist,2006.0,,"Edward Norton,Paul Giamatti,Jessica Biel",3.5,"Drama, Fantasy, Romance, Thriller",110 minutes,Scorpion King,1992,David Lai,"Kar Lok Chin, Chia-Liang Liu, Jung Yuen",7.2,"Action, Comedy",99 min ,0
Aftermath,2013.0,Władysław Pasikowski,"Ireneusz Czop,Maciej Stuhr,Jerzy Radziwiłowicz,Zuzana Fialová,Andrzej Mastalerz,Zbigniew Zamachowski,Danuta Szaflarska,Jerzy Szynkiewicz",1.5,"Drama, Thriller",107 minutes,The Lookout,2012,Michele Placido,"Daniel Auteuil, Mathieu Kassovitz, Olivier Gourmet",5.7,"Action, Crime, Thriller",89 min ,0
Saint Laurent,2015.0,Bertrand Bonello,"Gaspard Ulliel,Jérémie Renier,Léa Seydoux,Louis Garrel,Amira Casar",2.5,Drama,150 minutes,The Dawn Patrol,1930,Howard Hawks,"Richard Barthelmess, Douglas Fairbanks Jr., Neil Hamilton",8.0,"War, Drama, Action",108 min ,0
"Oslo, August 31",2012.0,,"Anders Danielsen Lie,Hans Olav Brenner,Ingrid Olava",4.0,"Drama, Foreign",95 minutes,Gung hoi keung gaan fung,1993,Kei Ying Cheung,"Ching-Ying Lam, Chi Wai Tai, Wai Shum",5.4,"Action, Crime",91 min ,0
The Dog,2014.0,"Allison Berg,François Keraudren",,4.0,Documentary,100 minutes,Hunters of the Golden Cobra,1982,Antonio Margheriti,"David Warbeck, Almanta Suska, Luciano Pigozzi",4.8,"Action, Adventure, War",92 min ,0
Reality,2015.0,Quentin Dupieux,"Alain Chabat,Jonathan Lambert,Élodie Bouchez,Kyla Kenedy,Eric Wareheim,John Glover,Jon Heder",3.0,,95 minutes,Sudden Death,1977,Eddie Romero,"Robert Conrad, Don Stroud, Felton Perry",5.7,"Action, Drama",89 min ,0
Persecuted,2014.0,Daniel Lusko,"James Remar,Bruce Davison,Dean Stockwell,Fred Thompson,Brad Stine,Natalie Grant",1.0,"Action, Adventure, Drama, Thriller",91 minutes,Figures in a Landscape,1970,Joseph Losey,"Robert Shaw, Malcolm McDowell, Henry Woolf",6.8,"Action, Thriller",110 min ,0
A Gay Girl in Damascus: The Amina Profile,2015.0,Sophie Deraspe,,3.0,Documentary,84 minutes,The Inglorious Bastards,1978,Enzo G. Castellari,"Bo Svenson, Peter Hooten, Fred Williamson",6.6,"Action, Adventure, Comedy",99 min ,0
Noah,2014.0,Darren Aronofsky,"Russell Crowe,Jennifer Connelly,Emma Watson,Logan Lerman,Douglas Booth,Anthony Hopkins,Ray Winstone,Kevin Durand",3.0,"Action, Drama, Fantasy",,Jack Reacher,2012,Christopher McQuarrie,"Tom Cruise, Rosamund Pike, Richard Jenkins",7.0,"Action, Crime, Mystery",130 min ,0
Honour,2014.0,Shan Khan,"Aiysha Hart,Paddy Considine,Faraz Ayub,Shubham Saraf,Harvey Virdi,Nikesh Patel",2.5,"Drama, Thriller",104 minutes,The Chinese Connection,1972,Wei Lo,"Bruce Lee, Nora Miao, James Tien",7.4,"Action, Drama, Romance",107 min ,0
The Death of Mr. Lazarescu,2006.0,Cristi Puiu,"Ion Fiscuteanu,Luminita Gheorghiu",4.0,"Comedy, Drama, Foreign",150 minutes,Bad Boys,1995,Michael Bay,"Will Smith, Martin Lawrence, Lisa Boyle",6.8,"Action, Comedy, Crime",118 min ,0
Chennai Express,2013.0,Rohit Shetty,"Deepika Padukone,Shahrukh Khan,Sathyaraj,Nikitin Dheer",3.0,,,Ajith,2014,Mahesh Babu,"Chiranjeevi Sarja, Nikki Galrani, Arpitha",7.0,"Action, Comedy, Drama",130 min ,0
One Lucky Elephant,2011.0,Lisa Leeman,"Ivor David Balding,Laura Balding,Carol Buckley,Willie Theison,Raul Gomez,Scott Blais",3.0,Documentary,84 minutes,Fantastic Four,2005,Tim Story,"Ioan Gruffudd, Michael Chiklis, Chris Evans",5.7,"Action, Adventure, Sci-Fi",106 min ,0
The Day the Earth Stood Still,2008.0,Scott Derrickson,"Keanu Reeves,Jennifer Connelly,Kathy Bates,John Cleese,Jon Hamm,Jaden Smith,James Hong",2.0,"Disaster, Drama, Science Fiction, Thriller",103 minutes,Aachi and Ssipak,2006,Jo Beom-jin,"Greg Franklin, Hyeon-yeong, Zack Keller",6.9,"Animation, Action, Comedy",90 min ,0
The Three Burials of Melquiades Estrada,2006.0,Tommy Lee Jones,"Tommy Lee Jones,Barry Pepper,Julio Cedillo,Dwight Yoakam,January Jones,Melissa Leo",4.0,"Action, Drama, Thriller, Western",116 minutes,Blood Brothers,1973,Cheh Chang,"David Chiang, Lung Ti, Kuan Tai Chen",7.0,"Action, Drama",118 min ,0
Keep On Keepin’ On,2014.0,Alan Hicks,,3.0,Documentary,86 minutes,Battleground,2012,Neil Mackay,"Bryan Larkin, Hugh Lambe, Bob Cymbalski",4.2,"Action, Horror, Thriller",85 min ,0
