Title_A,Authors_A,Venue_A,Year_A,Title_B,Authors_B,Venue_B,Year_B,Gold
The Olympic Games in ancient Greece: ancient Olympia and the Olympic Games,N Gialoures,,1982.0,Semantic Interoperability in Global Information Systems: A Brief Introduction to the Research Area and the Special Section,"A Ouksel, A Sheth",SIGMOD Record,1999,0
An-precise feasible solution to a linear program with a convexity constraint in 1= 2 iterations  ,GB Dantzig,"Technical Report, Stanford University,",,STARTS: Stanford Proposal for Internet Meta-Searching (Experience Paper),"L Gravano, K Chang, H Garcia-Molina, A Paepcke",SIGMOD Conference,1997,0
Representing Faculty Work: The Professional Portfolio.,"RC Froh, PJ Gray, LM Lambert","New Directions for Higher Education,",1993.0,Multiscale Histograms: Summarizing Topological Relations in Large Spatial Datasets,"X Lin, Q Liu, Y Yuan, X Zhou",VLDB,2003,0
VisDB: a system for visualizing large databases - group of 2 &raquo;,"DA Keim, HP Kriegel","Proceedings of the 1995 ACM SIGMOD international conference  &hellip;,",1995.0,Real Business Processing Meets the Web,J Chong,SIGMOD Conference,1998,0
qE. 1994. The changing office,PC MAG,PC,,Report on The 1995 International Workshop on Temporal Databases,,,1995,0
DÃ?couverte scientifique en Ã?lectronique de puissance: un algorithme de gÃ?nÃ?ration utilisant les  ,"B Robisson, JG Ganascia",Proceedings of ConfÃ?rence,,Using Sets of Feature Vectors for Similarity Search on Voxelized CAD Objects,"H Kriegel, S Brecheisen, P Krіger, M Pfeifle, M Schubert",SIGMOD Conference,2003,0
Query pre-execution and batching in paradise,"Y Yu, D Dewitt","Proc. International Conference on Very Large Databases,",,Foundations of Preferences in Database Systems,W Kieпling,VLDB,2002,0
"B., Kriegel. H.-P.:â??Techniques for Design and Jmplementatiut of Bfiicient Spatial Access Methods ",SK Seeger,"Proc. IS* Int. Conf. on VLDB,",,"Shutdown, Budget, and Funding",X Qian,SIGMOD Record,1996,0
,,,,Partitioned Garbage Collection of Large Object Store,"U Maheshwari, B Liskov",SIGMOD Conference,1997,0
"Aggressive; recruiters are desperate for the IT pros who are working, not looking",D Shand,"Computerworld,",,A General Solution of the n-dimensional B-tree Problem,M Freeston,SIGMOD Conference,1995,0
Non-surgical treatment (other than steroid injection) for carpal tunnel syndrome,"DO'Connor, S Marshall, N Massy-Westropp","Cochrane Database Syst. Rev,",2003.0,Robust and Efficient Fuzzy Match for Online Data Cleaning,"S Chaudhuri, K Ganjam, V Ganti, R Motwani",SIGMOD Conference,2003,0
A Warehousing Approach to Data and Knowledge Integration,"H Garcia-Molina, J Widom, J Wiener, W Labio, B  ",,1995.0,Semantic B2B Integration,,,2001,0
Fiat Money as a Medium of Exchange: Experimental Evidence,"J Duffy, J Ochs","Unpublished manuscript,",,MV3R-Tree: A Spatio-Temporal Access Method for Timestamp and Interval Queries,"Y Tao, D Papadias",VLDB,2001,0
Rusinkiewicz (1997). Work# ow management tutorial,D Georgakopoulos,VLDB,,Bifocal Sampling for Skew-Resistant Join Size Estimation,"S Ganguly, P Gibbons, Y Matias, A Silberschatz",SIGMOD Conference,1996,0
Scheduling Real-Time Transactions: A Performance Evaluation,"RK Abbott, H Garcia-Molina","ACM Transactions on Database Systems,",1992.0,Evolvable View Environment (EVE): Non-Equivalent View Maintenance under Schema Changes,"E Rundensteiner, A Koeller, X Zhang, A Wyk, Y Li, A Lee, A Nica",SIGMOD Conference,1999,0
this Court held that under the Constitution of the State of Florida a municipalityâ??s power to levy ,I Birdsong,Id.,,OdeFS: A File System Interface to an Object-Oriented Database,"N Gehani, H Jagadish, W Roome",VLDB,1994,0
Voice vs. Data: Estimates of Media Usage and Network Traffic,AM Noll,,,Vice Chair's Message,,,2000,0
"OODB indexing by class division, APIC Series","S Ramaswamy, P Kanellakis",,1995.0,S3: Similarity Search in CAD Database Systems,"S Berchtold, H Kriegel",SIGMOD Conference,1997,0
Analytical design of stable continuous-time generalised predictive control,"Z Kowalczuk, P Suchomski","APPLIED MATHEMATICS AND COMPUTER SCIENCE,",1999.0,Efficient algorithms for minimizing tree pattern queries,P Ramanan,SIGMOD Conference,2002,0
The MYRIAD Federated Database Prototype,"SY Hwang, EP Lim, HR Yang, S Musukula, K Mediratta ",,,Data Modelling in the Large,M Bertram,SIGMOD Record,1994,0
Extending XML Database to Support Open XML,"J Wang, K Zhou, K Karun, M Scardina","Data Engineering, 2004. Proceedings. 20th International ",,Energy-performance trade-offs for spatial access methods on memory-resident data,"N An, S Gurumurthi, A Sivasubramaniam, N Vijaykrishnan, M Kandemir, M Irwin",VLDB J.,2002,0
Issues in the history of computing,MS Mahoney,"History of programming languages---II table of contents,",1996.0,Issues in Developing Very Large Data Warehouses,"L Do, P Drew, W Jin, V Jumani, D Rossum",VLDB,1998,0
Guest Editorial,GH Rassool,"Journal of Advanced Nursing,",2000.0,Heraclitus: Elevating Deltas to be First-Class Citizens in a Database Programming Language,"S Ghandeharizadeh, R Hull, D Jacobs",ACM Trans. Database Syst.,1996,0
Prediction by supervised principal components,"E Bair, T Hastie, D Paul, R Tibshirani",,,Change Detection in Hierarchically Structured Information,"S Chawathe, A Rajaraman, H Garcia-Molina, J Widom",SIGMOD Conference,1996,0
Empathy-based helping: Is it selflessly or selfishly motivated,"RB Cialdini, M Schaller, D Houlihan, K Arps, J  ","Journal of Personality and Social Psychology,",1987.0,Inferring Function Semantics to Optimize Queries,"M Cherniack, S Zdonik",VLDB,1998,0
Reducing Buyer Search Costs: Implications for Electronic Marketplaces,JY Bakos,"Management Science,",1997.0,Guest editorial,,,2000,0
The Practice of International Labor Solidarity and the Geography of the Global Economy.,A Herod,"Economic Geography,",1995.0,Chair's Message,,,1997,0
15769) was the father of the lawyer who had been representing Ester Garrett,B No,,,Optimizing Queries on Files,"M Consens, T Milo",SIGMOD Conference,1994,0
"KQML as an Agent Communication Language, CIKMâ??94, Gaitherburg","T Finin, R Fzitzson",,,Semantic Assumptions and Query Evaluation in Temporal Databases,"C Bettini, X Wang, E Bertino, S Jajodia",SIGMOD Conference,1995,0
The Common Knowledge Effect: Information Sharing and Group Judgment,"D Gigone, R Hastie","JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,",1993.0,Finding Replicated Web Collections,"J Cho, N Shivakumar, H Garcia-Molina",SIGMOD Conference,2000,0
Cooperative Object Buffer Management in the Advanced Information Prototype,"K KÃ¼spert, P Dadam, J GÃ¼nauer",Proc.,,A Bandwidth Model for Internet Search,A Uhl,VLDB,2002,0
Natural Partners: Resource-Based and Integrative Learning.,JR Porter,"New Directions for Higher Education,",1992.0,A New Join Algorithm,"D Shin, A Meltzer",SIGMOD Record,1994,0
The Return on Quality Investment.,D Seymour,"New Directions for Higher Education,",1994.0,Building Light-Weight Wrappers for Legacy Web Data-Sources Using W4F,"A Sahuguet, F Azavant",VLDB,1999,0
"Accuracy, Completeness and Adjustment of the 1973 Burma Censusâ??, seminar paper",M Maung,"&hellip;  Institute for Population Studies, Deonar, Bombay, India,",,Editor's Notes,L Liu,SIGMOD Record,2001,0
"Katz 1988: DA Patterson, G. Gibson, and RH Katz, A Case for Redundant Arrays of Inexpensive Disks ( ",G Patterson,Proc. ACM SIGMOD,,Database Research at the University of Illinois at Urbana-Champaign,"M Winslett, K Chang, A Doan, J Han, C Zhai, Y Zhou",SIGMOD Record,2002,0
Analysis patterns for patient treatment,"T Sorgente, EB Fernandez, MM Larrondo-Petrie",submitted for,,Integrating Dynamically-Fetched External Information into a DBMS for Semistructured Data,"J McHugh, J Widom",SIGMOD Record,1997,0
Vector Supercomputers.,DJ Theis,"IEEE Computer,",,Letter to SIGMOD Record Editor,N Elderini,,2002,0
Coming to Terms with Mother Nature: Using the Web to Educate Children about Natural Disasters,"MJ Berson, IR Berson","SOCIAL STUDIES AND THE YOUNG LEARNER,",1999.0,Provisions and Obligations in Policy Management and Security Applications,"C Bettini, S Jajodia, X Wang, D Wijesekera",VLDB,2002,0
"University of California, Santa Cruz.",DE McHenry,"New Directions for Higher Education,",1993.0,OFL: A Functional Execution Model for Object Query Languages,"G Gardarin, F Machuca, P Pucheral",SIGMOD Conference,1995,0
The on-line detection of engine misfire at low speed using multiple feature fusion with fuzzy  ,"S Liu, F Gu, A Ball","Proceedings of the I MECH E Part D Journal of Automobile  &hellip;,",2002.0,HMAP - A temporal data model managing intervals with different granularities and indeterminacy from natural language sentences,"C Combi, G Pozzi",VLDB J.,2001,0
"Geologic map of the Oat Mountain and Canoga Park (north 1/2) quadrangles, Los Angeles County,  ",TW Dibblee Jr,"Foundation Map DF-36, Santa Barbara, California, scale,",,Dynamic Memory Adjustment for External Mergesort,"W Zhang, P Larson",VLDB,1997,0
Semantics based synchronization in database systems,V Krishnaswamy,,1993.0,STREAM: The Stanford Stream Data Manager,"A Arasu, B Babcock, S Babu, M Datar, K Ito, I Nishizawa, J Rosenstein, J Widom",SIGMOD Conference,2003,0
A Generalized Kalman Filter for Fixed Point Approximation and Efficient Temporal Difference Learning,"D Choi, B Van Roy",,,Collaborative Analytical Processing - Dream or Reality? (Panel abstract),"W O'Connell, A Witkowski, G Graefe",VLDB,2001,0
Heterogeneity of CASI-estimated leaf chlorophyll in corn: assessment and comparison with ground  ,"D Haboudane, JR Miller, N Tremblay, PJ Zarco- ","Proceedings of the 23rd Canadian Symposium on Remote Sensing &hellip;,",,RoadRunner: automatic data extraction from data-intensive web sites,"V Crescenzi, G Mecca, P Merialdo",SIGMOD Conference,2002,0
The Bird Collectors: Academic Press,"B Mearns, R Mearns","San Diego, California,",,Reminiscences on Influential Papers,,,2002,0
Quantum Cryptanalysis of Hidden Linear Functions,"D Boneh, RJ Lipton","LECTURE NOTES IN COMPUTER SCIENCE,",1995.0,NAOS - Efficient and Modular Reactive Capabilities in an Object-Oriented Database System,"C Collet, T Coupaye, T Svensen",VLDB,1994,0
Blending finite-difference and vortex methods for incompressible flow simulations,"ML Ould Sahili, GH Cottet, M El Hamraoui",,,Caching Multidimensional Queries Using Chunks,"P Deshpande, K Ramasamy, A Shukla, J Naughton",SIGMOD Conference,1998,0
Precomputation for intra-domain QoS routing,"Y Cui, J Wu, K Xu, Y Cui, J Wu, K Xu","Computer Networks,",2005.0,Using Latency-Recency Profiles for Data Delivery on the Web,"L Bright, L Raschid",VLDB,2002,0
"Toward a General Spatial Data Model for an Object-Oriented DBMS, 12th Int","F Manola, JA Orenstein","Conf. on Very Large Data Bases,",,A One-Pass Aggregation Algorithm with the Optimal Buffer Size in Multidimensional OLAP,"Y Lee, K Whang, Y Moon, I Song",VLDB,2002,0
The 1980-81 Washington pre-college counselors guide,RJ Noeth,"Seattle: Washington Pre-College Test Program,",,Joining Ranked Inputs in Practice,"I Ilyas, W Aref, A Elmagarmid",VLDB,2002,0
The Parochial Dinosaur: Organizational Science in a Global Context,"NA Boyacigiller, NJ Adler","The Academy of Management Review,",1991.0,REVIEW: A Real Time Virtual Walkthrough System,"L Shou, J Chionh, K Tan, Y Ruan, Z Huang",SIGMOD Conference,2001,0
Application of spherical agglomeration to coal preparation,"CE Capes, AE McIlhinney, RE McKeever, L Messer","Proc. Int. Coal Prep. Congr,",,EOS: An Extensible Object Store,"A Biliris, E Panagos",SIGMOD Conference,1994,0
From Mentor to Partner: Lessons from a Personal Journey,"R Hiemstra, RG Brockett","New Directions for Adult and Continuing Education,",1998.0,The Mirror MMDBMS Architecture,"A Vries, M Doorn, H Blanken, P Apers",VLDB,1999,0
"An Application of the Optical Videodisc to Computer Graphics Laboratory,&quot;","A Lippman, M Maps","Proc. ACM SIGGRAPH,",,In-Memory Data Management for Consumer Transactions The Times-Ten Approach,T Team,SIGMOD Conference,1999,0
Non-specification-based approaches to logic testing for software,"N Kobayashi, T Tsuchiya, T Kikuno",,,Approximate String Joins in a Database (Almost) for Free,"L Gravano, P Ipeirotis, H Jagadish, N Koudas, S Muthukrishnan, D Srivastava",VLDB,2001,0
Marked-union algorithm for load balancing in hypercubic distributed hash tables with heterogeneous  ,"J Liu, M Adler",,,EOS: An Extensible Object Store,"A Biliris, E Panagos",SIGMOD Conference,1994,0
"K. &amp; Sarawagi, S.(2001). Automatic Segmentation of Text into Structured Records",VD Borkar,Proceedings of the 2001 ACM SIGMOD International Conference ,,Efficient retrieval of similar shapes,"D Rafiei, A Mendelzon",VLDB J.,2002,0
Toward an Understanding of the Interconnectedness of Women's Lives: The&quot; Racial&quot; Reproduction of  ,LJ Peake,"URBAN GEOGRAPHY,",1995.0,Book Review Column,K Aberer,SIGMOD Record,2002,0
Prosody phrasing without syntax via part-ofspeech amalgamation,A Maghbouleh,"Proceedings, ESCA Workshop on Intonation, Athens, Greece,",,Pixel-oriented Database Visualizations,D Keim,SIGMOD Record,1996,0
A benchmark for XML data management,"A Schmidt, F Waas, M Kersten, M Carey, I Manolescu ",VLDB,,Generalized Search Trees for Database Systems,"J Hellerstein, J Naughton, A Pfeffer",VLDB,1995,0
Virage Video Engine,"A Hampapur, A Gupta, B Horowitz, CF Shu, C Fuller, ","Proc. SPIE,",1997.0,Declustering of Key-Based Partitioned Signature Files,"P Ciaccia, P Tiberio, P Zezula",ACM Trans. Database Syst.,1996,0
,,,,The A-tree: An Index Structure for High-Dimensional Spaces Using Relative Approximation,"Y Sakurai, M Yoshikawa, S Uemura, H Kojima",VLDB,2000,0
Cross-validation and the bootstrap: Estimating the error rate of a prediction rule. Dept. of  ,"B Efron, R Tibshirani",,1995.0,SIGMOD Digital Symposium Collection (DiSC) Editor's Message,,,2000,0
On periodically nonstationary processes,LI Gudzenko,"Radiotekhnika i elektronika,",,A Metadatabase System for Semantic Image Search by a Mathematical Model of Meaning,"Y Kiyoki, T Kitagawa, T Hayama",SIGMOD Record,1994,0
The role of women in African music education,JN MOKWUNYEI,"Proceedings of the 23rd International Society for Music  &hellip;,",,WWW-UDK: A Web-based Environmental Meta-Information System,"R Kramer, R Nikolai, A Koschel, C Rolker, P Lockemann, A Keitel, R Legat, K Zirm",SIGMOD Record,1997,0
How to do high-speed multicast right!,"G Doerries, L Zier","Computer Networks,",2001.0,A Bandwidth Model for Internet Search,A Uhl,VLDB,2002,0
"Optimization of Nested SQL Queries Revisited, Procs","R Ganski, H Wang","ACM SIGMOD (San Francisco, May",,Large Databases for Remote Sensing and GIS,A Dasgupta,VLDB,1996,0
Examining task sampling variability in science performance assessments,AR Othman,,1995.0,GENESYS: A System for Efficient Spatial Query Processing,"T Brinkhoff, H Kriegel, R Schneider, B Seeger",SIGMOD Conference,1994,0
A model-theoretic approach to updating incomplete databases,M Winslett,"ACM Transactions on Database Systems,",,Indexing Multiple Sets,"C Kilger, G Moerkotte",VLDB,1994,0
Review of Intensive Assessment Recommendations Conducted at the Assistive Technology and Assessment  ,KJ Miess,,2001.0,The SAMOS Active DBMS Prototype,"S Gatziu, A Geppert, K Dittrich",SIGMOD Conference,1995,0
Efficient Processing of Interactive Relational Data Base Queries expressed in Logic,DHD Warren,"VLDB,",1981.0,ALIAS: An Active Learning led Interactive Deduplication System,"S Sarawagi, A Bhamidipaty, A Kirpal, C Mouli",VLDB,2002,0
"Posted at Hensley Exchange website,(located at www. myfamily. com),&quot;",J Taylor-Hughes,,,Report on FQAS 2002: fifth international conference on flexible query answering systems,,,2003,0
Conceptual clustering,D Fisher,"&hellip; Data Mining and Knowledge Discovery. Oxford University Press &hellip;,",,Online Index Rebuild,"N Ponnekanti, H Kodavalla",SIGMOD Conference,2000,0
Hamiltonian Perturbations of Infinite-dimensional Linear Systems with Imaginary Spectrum,SB Kuksin,"Funktsional. Anal. i Prilozhen,",,XPRESS: A Queriable Compression for XML Data,"J Min, M Park, C Chung",SIGMOD Conference,2003,0
A Logic Framework of Implementing Mass Customization [A],"Z Tang, R Chen, X Ji","&hellip;  of the Fifth International Conference of Management,",2004.0,Implementation of Magic-sets in a Relational Database System,"I Mumick, H Pirahesh",SIGMOD Conference,1994,0
