#key=_id
#rtable=POINTER
#foreign_key_ltable=ltable.id
#foreign_key_rtable=rtable.id
#ltable=POINTER
"_id","ltable.id","rtable.id","ltable.title","ltable.director","ltable.year","ltable.cost","ltable.star","rtable.title","rtable.director","rtable.year","rtable.rotten_tomatoes","rtable.review1","rtable.review2","rtable.review3","rtable.review4","rtable.review5","gold"
377,4741,3703,"Beasts of the Southern Wild","Benh Zeitlin",2012,"Rent HD $3.99,Rent SD $2.99,Buy HD $12.99,Buy SD $13.99,","Quvenzhan Wallis, Dwight Henry","5 Days Of War","Renny Harlin",2011,33,"An action movie scarcely deeper than a Michael Bay extravaganza.","Harlin's film begins with the familiar adage that truth is the first casualty of war. Usually that phrase precedes an attempt to revive the patient, not bury it deeper in the rubble of propaganda.","The plot is culled from a variety of ""war is hell but I'm covering it anyway"" journalist-in-the-field movies but handled with clichd clumsiness in a script by David Battle and doctored by Finnish writer Mikko Alanne.","Flimsy dramatization of Russia/Georgia conflict fails both as historical re-enactment and as action-flick thrill ride.","As propaganda, 5 Days Of War is unlikely to make a mark, though perhaps the idea of reaching people through would-be blockbusters will.",0
378,4752,1394,"Legend Of Bagger Vance, The","Robert Redford",2001,$8.16,"Matt Damon","Balls of Fury","Robert Ben Garant",2007,23,"CGI-assisted ping pong and lame gags about dead pandas, simpering homos and 'Antiques Roadshow'.","[Is it] good? Heavens, no. But it has its seedy charms.","Comedians like Will Ferrell, Jack Black and Ben Stiller can get away with lesser material because just looking at them can elicit laughs. Dan Fogler is not in that category.","i straight to DVDila poy soy myrize stin proheirotita toy montaz kai tis skinothesias, kapelonei olo to synolo mehri to bareto finale","A horrendously written and acted movie which even Walken can't save.",0
379,4766,1364,"The Wings of Eagles","John Ford",2007,$7.89,"John Wayne","Horrors of War","John Whitney",2006,0,"Satisfies as a B horror action film.","The film is a pleasantly ambitious smorgasbord of genres.","An admirable little indie that earns points for keeping a poker-straight face throughout all the craziness.",,,0
380,4768,6080,"Never Back Down","Jeff Wadlow",2008,"Rent SD $2.99,Buy SD $13.99,","Sean Faris, Amber Heard Depp","Low Down","Jeff Preiss",2014,52,"Somewhere over the rainbow the skies are blue, that's the dream. Some make it, some don't - this eloquent daughter's tale shows both sides.","Gets stuck in a cycle of addiction and morning-after regret while missing a chance to explore the how and why of its characters.","""Low Down"" nicely evokes a smokey mood of '50s jazz and Hollywood noir and deserves points for its emotional straightforwardness, but its tired story and deliberate pace never really draw you in.","Whiplash is like one of those Buddy Rich solos the kid idolizes: hot, sweaty and in-your-face. Low Down is like the version of Billy Strayhorn's Lush Life played in one of this film's club scenes: somber, moody and cool to the touch.","The acting makes it a far more compelling ride than it otherwise would have been.",0
381,4773,1886,"The Witches of Eastwick (Keepcase)","George Miller",2006,$4.99,"Jack Nicholson","Streets of Blood","Charles Winkler",2009,40,"All in all, a devil of a cocktail for an evening's bullet ridden entertainment","No hidden treasures here; this movie is pretty awful.","50 Cent and Val Kilmer deserve kudos galore for cultivating a convincing chemistry in this well-concealed whodunit which takes you on a relentlessly-raw, rollercoaster ride certain to satiate the bloodlust of fans of the high body-count genre.","A kindergarten cop thriller encrusted with insufferable New Orleans location accents, Blood proves that it wasn't the script that convinced Kilmer to accept this role, but likely the Creole catering.","a direct-to-video Festival of the Absurd so over-the-top, so incompetently made, so lacking in decent taste and common sense that the only thing missing to keep it from late-night Skinemax is a couple of sleazy softcore sex scenes",0
382,4797,560,"A Matter of Faith","Rich Christiano",2015,$12.98,"Harry Anderson","Year of the Dragon","Michael Cimino",1985,60,,,,"A stunning, hard-edged crime thriller from Michael Cimino with a mesmerizing lead performance by Mickey Rourke. An incredibly gutsy effort that's my favorite film of 1985.","Bullets, blood, and bodies fly, but little rings true.",0
383,4814,1303,"The Bride of Frankenstein","James Whale",1935,"Rent HD $3.99,Rent SD $2.99,Buy HD $7.99,Buy SD $7.99,","Boris Karloff, Colin Clive","The Wild Women of Wongo","James L. Wolcott",1958,0,"One of the most bizarre movies I have seen in a long time - and I mean that in a bad way.",,,,,0
384,4822,368,"300: Rise of an Empire (Blu-ray+DVD+UltraViolet Combo Pack)","Noam Murro",2014,$12.29,"Eva Green","Flight of the Phoenix","John Moore",2004,30,"In the end, it may be that man against sand isn't as thrilling as it was back in the day.","Exciting (but intense) adventure for older kids.","Remake of Robert Aldrich's revered 1965 classic would be 15% better if not for its abysmal use of pop music, and 100% better if Aldrich's son William had never thought to ride on his father's coattails by producing it in the first place.","This is one flight that never quite gets off the ground.","Entertaining, but brainless, popcorn fun.",0
385,4846,963,"Nine Lives of Fritz the Cat","Robert Taylor",1974,"Buy SD $9.99,","Skip Hinnant, Reva Rose","Sword of Honor","Robert Tiffi",1996,0,,,,,,0
386,4846,6109,"Nine Lives of Fritz the Cat","Robert Taylor",1974,"Buy SD $9.99,","Skip Hinnant, Reva Rose","The Strange Affair of Uncle Harry (Guilty of Murder?)","Robert Siodmak",1945,0,,,,"Had it ended two minutes earlier, it would have been a considerably more successful film. Like many Hollywood dramas of the 1940s, it stumbles during its dismount.","Couched in snapshots of provincial America as fond and sardonic as any in Shadow of a Doubt",0
387,4854,1046,"Chariots Of Fire","Hugh Hudson",1981,"Rent HD $3.99,Rent SD $2.99,Buy HD $12.99,Buy SD $9.99,","Nicholas Farrell, Nigel Havers","Behind Enemy Lines II: Axis of Evil","James Dodson",2006,0,"An expectedly inferior sequel...","Maybe the President and his cabinet should watch more movies, and perhaps they'll have a better handle on international politics.","A limp, cheesy B actioner gussied up with a semi-recognizable title.","Will offer a mild diversion to the action aficionadoes, but even those who like the flick will probably erase it from their memory banks in less than a week.",,0
388,4891,1146,"TCM Spotlight: Errol Flynn Adventures (Desperate Journey / Edge of Darkness 1943 / Northern Pursuit / Uncertain Glory / Objective Burma)","Lewis Milestone",2010,$11.99,"Errol Flynn","The Last of the Mohicans","David Maloney",1971,0,,,,,,0
389,4891,6246,"TCM Spotlight: Errol Flynn Adventures (Desperate Journey / Edge of Darkness 1943 / Northern Pursuit / Uncertain Glory / Objective Burma)","Lewis Milestone",2010,$11.99,"Errol Flynn","Alex of Venice","Chris Messina",2015,75,"Chris Messina's ""Alex of Venice"" is as much a love letter to the Los Angeles neighborhood as it is a well-observed drama.","An appealing portrait miniature of a woman who loses and finds her bearings ...","The film is so uneven, the characters and relationships so undeveloped, it's hard to work up much sympathy.","As she flails through a few dubious choices, the character may be on the kind of self-discovery path we've seen in countless other films; but Winstead makes the outcome seem far from preordained.","Although it's enjoyable, actor Chris Messina's directorial debut is somehow less than the sum of its parts, wading only through the shallow end of familiar human conflicts resolved too conveniently to satisfy.",0
390,4900,5931,"Tyler Perry's Temptation","Tyler Perry",2013,$5.11,"Jurnee Smollett-Bell","Tyler Perry's Hell Hath No Fury Like A Woman Scorned The Play","Tyler Perry",2014,0,,,,,,1
391,4950,3897,"From Time To Time","Julian Fellowes",2012,$12.98,"Timothy Spall","From Time to Time","Julian Fellowes",2009,43,,"Heartfelt family drama with ghosts and scary fire scene.","a reminder of how enchanting a fantasy can still be if not taking over by digital imagery, if it has a few interesting characters and a few nice touches of plotting","Has there been a movie with such an artificial and unengaging style since... well, the fifties?","Movies are supposed to whisk you away, to make you get lost in their stories. I never got lost in From Time to Time because I was continually aware of the pieces being assembled before me.",0
392,4960,2645,"The Woman in Black 2: Angel of Death","Tom Harper",2015,"Rent HD $4.99,Rent SD $3.99,Buy HD $9.99,Buy SD $9.99,","Phoebe Fox, Merryn Pearse","The Cross of Lorraine","Tay Garnett",1943,0,,,,,,0
393,4960,4668,"The Woman in Black 2: Angel of Death","Tom Harper",2015,"Rent HD $4.99,Rent SD $3.99,Buy HD $9.99,Buy SD $9.99,","Phoebe Fox, Merryn Pearse","The Haunting in Connecticut 2: Ghosts of Georgia","Tom Elkins",2013,19,"The rotting corpses, projectile insect vomit, and creepy geezers in black arrive pretty much on cue, as does the great Cicely Tyson as the obligatory old blind woman who ""sees"" more than most people with two good eyes.","Ultimately nothing more than a decrepit vehicle for the moldiest of scary-movie clichs: screechy specters, inane character behavior and jump scares that a toddler could anticipate minutes ahead of time.","Some decent scares are provided in this refreshingly low-key ghost story.","This sequel in name only is a superior pic in almost every possible way, and deserves better than the half-hearted dump -- limited theatrical exposure day-and-date with VOD release -- it's been given by Lionsgate.","Well-worn hokum.",0
394,4978,29,"The Lord of the Rings: The Two Towers (Widescreen Edition) (2002)","Peter Jackson",2003,$4.00,"Elijah Wood","Master and Commander: The Far Side of the World","Peter Weir",2003,85,"Thanks in no small measure to Perfect Storm designer William Sandell, this handsomely mounted actioner exudes the authentic tang of salt, sweat and gunpowder.","It never achieves the visual elegance or majesty that a David Lean might have provided. The story line isn't the freshest. And yet the film is satisfying all the same.","Intense battle scenes and a strong story of friendship.","Peter Weir makes the Surprise a world to explore, not a splashy CGI simulation. Like a human body, the boat stays afloat through complex processes. A knockout mix of organic elegance, reflective drama and aggressive action on par with Sir David Lean.","an expansive cinematic achievement that sits well against such adventure classics as Lawrence of Arabia, and is a sure bet for fans of ocean bound drama.",0
395,43,3153,"The Monuments Men","George Clooney",2014,"Buy HD $9.99,Buy SD $9.99,","George Clooney, Matt Damon","The Monuments Men","George Clooney",2014,31,"We may have gained something in humor by not taking the saviors in the art-rescue story very seriously, but we've lost just about all of the romantic pleasures of heroism.","Clooney's lugubrious direction mimics the worst of those star-studded early-1960s epics, with lots of long dissolves and chunky inertia.","I respect the inspiring story being told, but the film's screenplay doesn't have the necessary weight in its pages, or the depth in its characters.","The Monuments Men scatters its cast all across Western Europe as they hunt down the world's treasures, but fails to provide them with narrative thrust to move things along.","Clooney's a great guy, but as a director, he's his own worst enemy.",1
396,72,6288,"The Salvation","Kristian Levring",2015,"Rent HD $4.99,Rent SD $3.99,Buy HD $14.99,Buy SD $12.99,","Mads Mikkelsen, Eva Green","The Salvation","Kristian Levring",2015,69,"In an untamed world where hypocrisy is loud and where no one can be trusted, salvation is one's own business and actions speak louder than words.","Wild West vengeance gets a terrific homage and a bloody reckoning in this oater excursion ...","Lacks enough complexity to hold clich at bay, and the CGI-heavy visuals are distracting.","Writer-director Kristian Levring says there are 62 different references to classic Westerns in his own oater ""The Salvation."" Perhaps the greatest compliment I can pay his film is that I never looked for them. I was too busy enjoying the film.","With the help of two charismatic stars, it does conjure up its share of evocative genre moments.",1
397,11,2561,"The Veteran","Matthew Hope",2012,"Buy SD $5.99,","Toby Kebbell, Adi Bielski","The Veteran","Matthew Hope",2012,60,"Channels the world-weary '70s paranoia of 'Taxi Driver' and 'The Conversation' through the imposingly clinical formal approach of process-fixated auteurs like Robert Bresson or Michael Haneke.",,,"full review at Movies for the Masses","The storytelling lacks some polish but the picture builds to a powerful, high body-count climax.",1
