ID,Title,Author,ISBN,Publisher,PublicationDate,Pages,price,ProductType
bn_2753,E-metrics for Library and Information Professionals: How to Use Data for Managing and Evaluating Electronic Resource Collections,"Andrew C. White,  Eric Djiva Kamal",9781555705145,"Neal-Schuman Publishers, Incorporated",10/01/2005,250,,Paperback
bn_2754,Online Market Research: Cost Effective Searching of the Internet and Online Databases / Edition 1,John F. Lescher,9780201489293,Addison-Wesley,09/28/1995,288,$1.99,Paperback
bn_2755,Design and Use of Relational Databases in Chemistry,TJ O'Donnell,9781420064421,Taylor & Francis,12/01/2008,224,$121.29,Hardcover
bn_2756,Microsoft Content Management Server Field Guide,"Michael Wirsching,  Francois-Paul Briand",9781590595282,Apress,07/06/2005,232,$49.99,Paperback
bn_2757,Expert Oracle RAC 12c,"Syed Jaffar Hussain,  Tariq Farooq,  Riyaj Shamsudeen,  Kai Yu",9781430250449,Apress,08/31/2013,464,$42.13,Paperback
bn_2758,"SAS Guide to the Report Procedure, Usage and Reference",SAS Institute Incorporated,9781555444228,SAS Institute Inc.,10/28/1990,336,$1.99,Paperback
bn_2759,Evolutionary Computation in Data Mining / Edition 1,Ashish Ghosh,9783540223702,Springer Berlin Heidelberg,11/23/2004,266,$209.00,Hardcover
bn_2760,SQL-Abfragen optimieren: Was Entwickler über Performance wissen müssen,Robert Panther,9783868026504,entwickler.press,07/01/2014,176,$13.99,NOOK Book
bn_2761,Business Intelligence Cookbook: A Project Lifecycle Approach Using Oracle Technology,John Heaton,9781849685498,Packt Publishing,07/17/2012,,$25.19,NOOK Book
bn_2762,Crystal Reports Encyclopedia Volume 2: Programming .NET 2005,Brian Bischof,9780974953618,Dotnet Tech,11/01/2008,500,$42.74,Paperback
bn_2763,The Visual Guide to Microsoft Access: The Pictorial Companion to Windows Database Management and Programming,"Walter R. Bruce III,  Rich Wolf,  D. Madoni",9781566040709,"Ventana Communications Group, Incorporated",01/12/1994,635,,Paperback
bn_2764,Using dBASE Iv 1. 1,James Shuman,9780079112002,"McGraw-Hill Companies, The",01/01/1992,,,Other Format
bn_2765,The ABCs of dBASE IV 1.1,Robert Cowart,9780895886323,"Wiley, John & Sons, Incorporated",01/01/1991,350,,Paperback
bn_2766,Microsoft SQL Server 2008 T-SQL Fundamentals,Itzik Ben-Gan,9780735626010,Microsoft Press,11/05/2008,416,,Paperback
bn_2767,The Sybase SQL Server Survival Guide,"Jim Panttaja,  Mary Panttaja,  Judy Bowman",9780471127451,Wiley,05/10/1996,359,,Paperback
bn_2768,Mastering the SAP Business Information Warehouse / Edition 1,"Kevin McDonald,  Andreas Wilmsmeier,  David C. Dixon,  W. H. Inmon",9780471219712,Wiley,08/01/2002,544,$1.99,Hardcover
bn_2769,Concepts of Database Management / Edition 1,"Philip J. Pratt,  Pratt",9780877097792,Cengage Learning,01/28/1994,185,$24.46,Paperback
bn_2770,SAP Implementation Unleashed: A Business and Technical Roadmap to Deploying SAP,"George Anderson,  Charles D. Nilson,  Tim Rhodes,  Sachin Kakade",9780672330049,Sams,05/29/2009,852,$55.73,Paperback
bn_2771,Knowledge and Information Visualization: Searching for Synergies / Edition 1,Sigmar-Olaf Tergan,9783540269212,Springer Berlin Heidelberg,08/22/2005,385,$109.00,Paperback
bn_2772,Oracle Database 10g Linux Administration / Edition 1,Edward Whalen,9780072230536,McGraw-Hill Professional Publishing,10/06/2005,465,$54.15,Paperback
bn_2773,"Your Office: Microsoft Access 2013, Comprehensive / Edition 1","Amy S. Kinser,  Patti Hammerle,  Eric Kinser,  Diane Lending",9780133143034,Prentice Hall,07/02/2013,800,$26.29,Other Format
bn_2774,Information Fusion in Data Mining / Edition 1,Prof. Vicen? Torra,9783642056284,Springer Berlin Heidelberg,12/14/2010,234,$299.00,Paperback
bn_2775,Access Database Design and Programming,PhD Steven Roman,9780596002732,"O'Reilly Media, Incorporated",01/28/2002,450,$30.78,Paperback
bn_2776,SQL: Access to SQL Server / Edition 1,"Susan Sales Harkins,  Martin Reid",9781893115309,Apress,01/29/2002,698,$33.33,Paperback
bn_2777,Oracle Database 12c SQL / Edition 1,Jason Price,9780071799355,McGraw-Hill Professional Publishing,09/13/2013,688,$30.65,Paperback
bn_2778,JDBC API Tutorial and Reference / Edition 3,"Maydene Fisher,  Jon Ellis,  Jonathan Bruce",9780321173843,Addison-Wesley,06/11/2003,1280,$46.90,Paperback
bn_2779,Visualizing Data,Ben Fry,9780596514556,"O'Reilly Media, Incorporated",12/01/2007,384,$26.58,Paperback
bn_2780,Information Is Alive,Winy Maas,9789056623104,NAi Publishers,08/28/2003,192,,Paperback
bn_2781,The dBASE IV Quick Reference Guide,Karl Schwartz,9780936862835,DDC Publishing,09/01/1990,200,,Paperback
bn_2782,Database Systems: An Application-Oriented Approach / Edition 2,"Michael Kifer,  Philip M. Lewis,  Arthur Bernstein",9780321268457,Pearson,03/18/2005,1272,$35.51,Paperback
bn_2783,Dancing with the Data: The Art and Science of Data Visualization,Yu Chong Ho,9783659554032,AV Akademikerverlag GmbH & Co. KG.,06/19/2014,188,$88.00,Paperback
bn_2784,SAP Security: SAP Security Essentials,Jim Stewart,9781933804026,"Equity Press Riverside, CA",12/30/2005,136,$54.95,Paperback
bn_2785,Data Base Architecture,G. Bracchi,9780444853844,Elsevier Science,11/01/1979,342,,Hardcover
bn_2786,Quality-Driven Query Answering for Integrated Information Systems / Edition 1,Felix Naumann,9783540433491,Springer Berlin Heidelberg,02/28/2002,168,$79.99,Paperback
bn_2787,Principles of Data Mining / Edition 1,"David J. Hand,  Heikki Mannila,  Padhraic Smyth,  Padhraic Smyth",9780262082907,MIT Press,08/01/2001,425,$68.69,Hardcover
bn_2788,No Stress Tech Guide to Crystal Reports XI for Beginners,Indera Murphy,9780977391233,Tolana Publishing,08/28/2006,520,,Paperback
bn_2789,Parallel Database Techniques / Edition 1,"Mahdi Abdelguerfi,  Kam-Fai Wong,  Abdelguerfi Mahdi",9780818683985,Wiley,08/13/1998,230,$89.95,Hardcover
bn_2790,Mastering Database Programming with Visual Basic 6,Evangelos Petroutsos,9780782125986,Wiley,12/08/1999,9780782125986,,Paperback
bn_2791,Sams Teach Yourself Beginning Databases in 24 Hours,"Ron Plew,  Ronald Plew",9780672324925,Sams,01/31/2003,480,$34.99,Paperback
bn_2792,Learn Oracle 8i,Jose A. Ramalho,9781556227318,"Wordware Publishing, Inc.",05/25/2000,474,,Multimedia Set
bn_2793,Oracle Database XE 11gR2 Jump Start Guide,Asif Momen,9781849686747,Packt Publishing,08/05/2012,146,$29.99,Paperback
bn_2794,Developing Personal Oracle7 Applications,David Lockman,9780672307577,Sams,09/28/1995,688,,Hardcover
bn_2795,Paradox 5.0 for Windows: Quick Success,"Lisa Rosner,  Rosner",9780534324094,South-Western,01/28/1995,72,,Hardcover
bn_2796,Oracle PL/SQL Programming,"Steven Feuerstein,  Bill Pribyl",9781449324452,"O'Reilly Media, Incorporated",02/17/2014,1392,$44.28,Paperback
bn_2797,Paradox 3.5 Handbook,"Douglas Ford Cobb,  Douglas Ford. Cobb",9780553354416,Bantam Books,03/22/1991,928,,Paperback
bn_2798,Using Oracle,Que Corporation,9780880225069,Que,06/15/1990,650,,Paperback
bn_2799,DB2 Universal Database for OS/390: An Introduction to DB2 for OS/390 Version 7 / Edition 1,"Susan Graziano Sloan,  Ann Kilty Hernandez,  Ann Kilty Hernandez,  Susan Graziano Sloan",9780130198488,IBM Press,11/03/2000,480,$1.99,Paperback
bn_2800,Understanding dBase IV,Alan Simpson,9780895885098,"Wiley, John & Sons, Incorporated",11/01/1988,880,,Paperback
bn_2801,Fuzziness in Database Management Systems / Edition 1,Patrick Bosc,9783790808582,Physica-Verlag HD,05/23/1995,433,$289.00,Hardcover
bn_2802,Advanced Programmer's Guide Featuring dBASE III and dBASE II,"Jay Hanson,  Tom Rettig,  Luís Castro",9780912677057,Sams,11/01/1988,664,,Paperback
bn_2803,Microsoft Office Access 2003: The Complete Reference,Virginia Anderson,9780072229172,McGraw-Hill Professional Publishing,09/04/2003,1024,$39.99,Paperback
bn_2804,The Rational Guide to Microsoft Office Access 2007 Templates,Zac Woodall,9781932577389,Mann Publishing Group,07/28/2007,253,,Paperback
bn_2805,Advances in Database Technology - EDBT '90,Francois Bancilhon,9780387522913,"Springer-Verlag New York, LLC",03/28/1990,451,,Hardcover
bn_2806,Logical Database Design Princi,"John Garmany,  Jeff Walker,  Terry Clark",9780849318535,Taylor & Francis,04/28/2005,200,$115.35,Hardcover
bn_2807,Information Systems Engineering,Paul Johannesson,9781599045672,IGI Global,04/30/2008,390,$99.95,Hardcover
bn_2808,Focus on Symphony Databases,"Alan Simpson,  Donna M. Mosich",9780895883360,"Wiley, John & Sons, Incorporated",08/01/1986,398,,Paperback
bn_2809,Transaction Management,Dimitris N. Chorafas,9780312210182,Palgrave Macmillan,01/01/1999,328,$175.00,Hardcover
bn_2810,Beginning Oracle Programming / Edition 1,"Sean Dillon,  Howard Rogers,  Joel Kallman,  Thomas Kyte",9781861006905,"Wrox Press, Inc.",03/01/2002,1000,$1.99,Paperback
bn_2811,Microsoft Access 2007 Data Analysis,Michael Alexander,9780470104859,Wiley,03/26/2007,552,$25.44,Paperback
bn_2812,"Oracle Utilities: Using Hidden Programs, Import/Export, SQL*Loader, Oradebug, Dbverify, Tkprof and More",Dave Moore,9780972751353,Rampant Techpress,08/01/2003,288,,Paperback
bn_2813,DBASE Dialects Software Engineering,T. David Millican,9780442002541,"Wiley, John & Sons, Incorporated",11/13/1990,416,,Hardcover
bn_2814,DB2 Performance and Development Guide,Joseph R. Geller,9780442005269,"Wiley, John & Sons, Incorporated",06/01/1991,300,,Hardcover
bn_2815,"Specifications of Database Systems: First International Workshop on Specifications of Database Systems, Glasgow, 3-5 July, 1991 Proceedings",D. J. Harper,9780387197326,"Springer-Verlag New York, LLC",02/28/1992,321,,Paperback
bn_2816,Enterprisewide Identity Management,Information Systems Audit and Control Association Staf,9781893209565,Information Systems Audit and Control Association,01/28/2004,65,,Hardcover
bn_2817,HTML5 Graphics & Data Visualization Cookbook,Ben Fhala,9781849693707,Packt Publishing,12/07/2012,344,$49.99,Paperback
bn_2818,Microsoft Office Access 2003: Complete Tutorial / Edition 1,"Pasewark and Pasewark,  Sandra Cable,  Bill Pasewark",9780619183554,Cengage Learning,09/03/2004,464,$1.99,Hardcover
bn_2819,FoxPro 2.0 Power Tools,Malcolm C. Rubel,9780553352948,Random House Information Group,01/21/1991,1369,,Paperback
bn_2820,"Audience, Relevance, and Search: Targeting Web Audiences with Relevant Content","James Mathewson,  Frank Donatone,  Cynthia Fishel",9780137004201,IBM Press,05/14/2010,208,$39.99,Paperback
bn_2821,Understanding Relational Database Query Languages / Edition 1,Suzanne W Dietrich,9780130286529,Prentice Hall,02/26/2001,192,$52.08,Paperback
bn_2822,Microsoft FoxPro 2.5 Applications Programming,Les Pinter,9780830645688,T A B Books,10/28/1993,384,,Paperback
bn_2823,Applied Oracle Security: Developing Secure Database and Middleware Environments: Developing Secure Database and Middleware Environments / Edition 1,"David Knox,  Scott Gaetjen,  Hamza Jahangir,  Tyler Muth",9780071613705,McGraw-Hill Professional Publishing,09/28/2009,640,$29.99,Paperback
bn_2824,MDX Solutions: with Microsoft SQL Server Analysis Services 2005 and Hyperion Essbase / Edition 2,"Christopher Webb,  George Spofford,  Sivakumar Harinath,  Francesco Civardi",9780471748083,Wiley,03/06/2006,744,$49.14,Paperback
bn_2825,Administering SQL: Server 7,"Divya Chaturvedi,  Paritosh Prathak,  Paritosh Pathak",9780071341684,"McGraw-Hill Companies, The",06/27/1999,515,,Paperback
bn_2826,MySQL Language Reference,MySQL AB,9780672326332,MySQL Press,12/30/2003,481,,Paperback
bn_2827,DBASE III Plus S. A. V. E. Edition,Dennis P. Curtin,9780130455765,Prentice Hall Professional Technical Reference,12/28/1992,176,,Paperback
bn_2828,Mastering Oracle Sql,"Sanjay Mishra,  Alan Beaulieu",9780596006327,"O'Reilly Media, Incorporated",06/29/2004,496,$25.28,Paperback
bn_2829,Mysql For Python,Phd Albert Lukaszewski,9781849510189,Packt Publishing,09/25/2010,440,$49.99,Paperback
bn_2830,Expert Advisor: DBASE IV,"Rob Krumm,  Laurie Miller",9780201517361,Addison-Wesley,01/28/1990,700,,Paperback
bn_2831,"Designing Scalable Object-Oriented Database Applications: Object-Oriented Design, Architectures, and Implementations / Edition 1","Peter M. Heinckiens,  Peter Heineckiens",9780201310139,Addison-Wesley,02/06/1998,336,$1.99,Paperback
bn_2832,CD Recordable Solutions,Martin Brown,9781929685110,"Course Technology, Inc.",01/28/2001,330,,Paperback
bn_2833,Distributed Data Bases: An Advanced Course,I. W. Draffan,9780521230919,Cambridge University Press,01/31/1981,384,,Hardcover
bn_2834,Oracle Application Server Web Toolkit Reference,"Rich Niemic,  Bradley D. Brown,  Joseph C. Trezzo",9780078824333,Osborne/McGraw-Hill,06/10/1998,412,,Paperback
bn_2835,Oracle Database 11g PL/SQL Programming Workbook / Edition 1,"Michael McLaughlin,  John Harper,  Harper John",9780071493697,McGraw-Hill Professional Publishing,01/20/2010,512,$32.32,Paperback
bn_2836,Learning Haskell Data Analysis,James Church,9781784395230,Packt Publishing,05/28/2015,,$27.99,NOOK Book
bn_2837,Access 2000 Programming,"Ian Blackburn,  Robin Dewson,  Scott Hanselman,  Hope Hatfield",9781861004086,"Wrox Press, Inc.",08/01/2000,9781861004086,,Paperback
bn_2838,QR/Data Database 5 for DOS for Dummies,Stuart J. Stuple,9781568849546,"Wiley, John & Sons, Incorporated",11/01/1994,224,,Paperback
bn_2839,"Rough Sets and Knowledge Technology: Second International Conference, RSKT 2007, Toronto, Canada, May 14-16, 2007, Proceedings / Edition 1",JingTao Yao,9783540724575,Springer Berlin Heidelberg,06/11/2007,578,$139.00,Paperback
bn_2840,Transforming Infoglut! A Pragmatic Strategy For Oracle Enterprise Content Management,"Andy MacMillan,  Brian Huff",9780071602365,McGraw-Hill Professional Publishing,12/18/2008,253,$34.99,Paperback
bn_2841,Sams Teach Yourself SQL in 10 Minutes,Ben Forta,9780672336072,Sams,11/08/2012,288,$22.99,Paperback
bn_2842,Coding Facebook,frank smithson,2940151329675,frank smithson,05/18/2015,,$7.70,NOOK Book
bn_2843,Pharmaceutical Data Mining: Approaches and Applications for Drug Discovery / Edition 1,Konstantin V. Balakin,9780470196083,Wiley,12/21/2009,565,$123.71,Hardcover
bn_2844,Access Data Analysis Cookbook,"Ken Bluttman,  Wayne S. Freeze",9780596101220,"O'Reilly Media, Incorporated",05/01/2007,370,$36.01,Paperback
bn_2845,Mastering Phpmyadmin For Effective Mysql Management 2e,Marc Delisle,9781847191601,Packt Publishing,10/10/2006,316,$34.99,Paperback
bn_2846,Database Management Systems,R. A. Frost,9780070225640,"McGraw-Hill Companies, The",04/01/1984,288,,Hardcover
bn_2847,Q and a 3 Made Easy,"Carole Boggs Matthews,  Martin S. Matthews",9780078816260,McGraw-Hill Osborne,03/28/1990,451,,Paperback
bn_2848,Paradox Programming,"Patricia A. Hartman,  Cary N. Prague,  James E. Hammitt",9780830635412,McGraw-Hill Professional Publishing,07/28/1990,547,,Paperback
bn_2849,Handbook of Relational Database Design / Edition 1,"Candace C. Fleming,  Barbara von Halle",9780201114348,Addison-Wesley,01/01/1989,624,$43.55,Paperback
bn_2850,Oracle Regular Expressions: Pocket Reference,"Jonathan Gennick,  Peter Linsley",9780596006013,"O'Reilly Media, Incorporated",09/05/2003,66,$9.95,Paperback
bn_2851,Data Warehousing and the AS/400,"Scott Steinacher,  Steinacher",9781882419630,29th Street Press/NEWS/400 Books,01/28/1998,342,,Multimedia Set
bn_2852,"Mac OS X, iPod, and iPhone Forensic Analysis DVD Toolkit","Jesse Varsalone,  Sean Morrissey",9780080949185,Elsevier Science,12/16/2008,576,$44.06,NOOK Book
bn_2853,"IDMS/R; Concepts, Design, and Programming","James Martin,  Richard Derer,  Joe Leben",9780134512129,Prent Hall Higher Ed,11/13/1990,272,,Hardcover
bn_2854,Modern Database Management / Edition 7,"Jeffrey A. Hoffer,  Fred R. McFadden,  Mary B. Prescott",9780131453203,Pearson,04/06/2004,736,$96.66,Paperback
bn_2855,SQL Demystified,Andrew Oppel,9780072262247,McGraw-Hill Professional Publishing,10/31/2005,312,$17.97,Paperback
bn_2856,The Definitive Guide to Berkeley DB XML / Edition 1,Daniel Brian,9781590596661,Apress,08/23/2006,416,$69.99,Hardcover
bn_2857,PHP and MySQL Web Development,"Luke Welling,  Laura Thomson",9780768686432,Pearson Education,10/01/2008,1008,$25.49,NOOK Book
bn_2858,"Database Systems: Principles, Design and Implementation",Catherine M. Ricardo,9780023996658,Prentice Hall Professional Technical Reference,02/01/1990,592,,Hardcover
bn_2859,SQL Unleashed,Sakhr Youness,9780672317095,Sams,11/19/1999,808,,Other Format
bn_2860,"PHP, MySQL, JavaScript & HTML5 All-in-One For Dummies","Steve Suehring,  Janet Valade",9781118213704,Wiley,04/01/2013,720,$30.97,Paperback
bn_2861,Computer Algorithms: Key Search Strategies,Jun-ichi Aoe,9780818621239,IEEE Computer Society Press,01/01/1991,154,,Paperback
bn_2862,LINQ for Dummies,John Paul Mueller,9780470277942,Wiley,08/04/2008,364,$21.63,Paperback
bn_2863,Data Analysis and Decision Support / Edition 1,Daniel Baier,9783540260073,Springer Berlin Heidelberg,08/23/2005,352,$179.00,Paperback
bn_2864,Expert Oracle Exadata / Edition 1,"Kerry Osborne,  Randy Johnson,  Tanel Poder",9781430233923,Apress,08/08/2011,588,$48.89,Paperback
bn_2865,"Managing Cyber Threats: Issues, Approaches, and Challenges / Edition 1",Vipin Kumar,9780387242262,Springer US,06/14/2005,334,$169.00,Hardcover
bn_2866,Directory of Databases 2006,Thomson Gale,9780787684150,Cengage Gale,09/02/2005,6300,,Hardcover
bn_2867,"Online Searching: The Basics, Settings, and Management",Jo A. Lee,9780872873803,Libraries Unlimited,05/28/1984,174,,Hardcover
bn_2868,Instant Apache Sqoop,Ankit Jain,9781782165774,Packt Publishing Pvt. Ltd.,08/26/2013,,$14.99,NOOK Book
bn_2869,Offical Sybase Data Warehousing on the Internet: Accessing the Corporate Knowledge Base,"Thomas C. Hammergren,  Tom Hammergren",9781850328575,Cengage Learning,12/15/1996,578,,Paperback
