Title_A,Authors_A,ISBN_A,Publisher_A,Pages_A,Price_A,Title_B,Authors_B,ISBN_B,Publisher_B,Pages_B,Price_B,Gold
FileMaker Pro 14: The Missing Manual,"Susan Prosser,  Stuart Gripman",9781491917480,"O'Reilly Media, Incorporated",972.0,$26.19,Business Analysis Using Regression: A Casebook,Dean P. Foster,9780683306729.0," Springer (July 20, 2001)",348.0,$44.18,0
Advances in Database Systems: Implementations and Applications,J. Paredaens,9783211826140,Springer Vienna,377.0,$99.00,Logic and Structured Design for Computer Programmers,Harold J. Rood,9780534373863.0," Course Technology; 3 edition (December 26, 2000)",464.0,$24.98,0
ICDT Eighty-Eight,M. Gyssens,9780387501710,"Springer-Verlag New York, LLC",409.0,,dBASE III Plus for Marketing and Sales Managers (Mcgraw-Hill Business Software Tutorials),Sue Nugus,9780077070571.0, Mcgraw Hill Book Co Ltd (February 1988),436.0,,0
Database Systems: The Complete Book / Edition 2,"Hector Garcia-Molina,  Jennifer Widom,  Jeffrey D. Ullman",9780131873254,Pearson,1248.0,$39.06,IBM Ess and IBM DB2 Udb Working Together,,9780738422589.0, Ibm (November 2001),158.0,,0
Unix for Oracle Dbas Pocket Reference,Donald K. Burleson,9780596000660,"O'Reilly Media, Incorporated",112.0,$9.95,Essentials: Access 2002 Level 2 (Essentials Series: Microsoft Office XP),Dawn Parrish Wood,9780130927606.0," Prentice Hall (September 9, 2001)",232.0,,0
"Architecture and Patterns for IT Service Management, Resource Planning, and Governance: Making Shoes for the Cobbler's Children: Making Shoes for the Cobbler's Children",Charles T. Betz,9780123850188,Elsevier Science,480.0,$45.49,Access 97 : Client Server Programming,"Anne Prince, Joel Murach",9781890774011.0," Mike Murach & Associates (January 1, 1998)",558.0,,0
Oracle9i Application Server Portal Handbook,"Steve Vandivier,  Kelly Cox",9780072222494,"McGraw-Hill Companies, The",615.0,,"Teach Yourself VISUALLY Access 2002 (Visual Read Less, Learn More)",Ruth Maran,9780764535918.0," Visual; 1 edition (April 15, 2002)",320.0,$4.37,0
Data Warehousing for E-Business,"W. H. Inmon,  R. H. Terdeman,  Joyce Norris-Montanari,  Dan Meers",9780471415794,Wiley,272.0,,dBASE IV 1.1: Quickstart,Marianne B. Fox,9780880226141.0, Que Pub; First Edition edition (June 1991),400.0,,0
Pro Couchbase Server,"David Ostrovsky,  Yaniv Rodenski,  SELA Group",9781430266136,Apress,348.0,$46.33,"Mastering and Using Microsoft Access 2000: Comprehensive Course, Updated Edition",,9780619051501.0," Course Technology; 2 edition (January 22, 2001)",432.0,$0.41,0
dBASE III Plus First Run,Lorilee Sadler,9781565294189,Que,103.0,,dBASE IV: Secrets Solutions Shortcuts,Lisa Biow,9780078815157.0, Computing Mcgraw-Hill (August 1989),957.0,,0
Sap R-3's Abap-4 Command Reference,"Dennis Barrett,  Dennis Barnett",9780789714169,Que,326.0,,The GIS Guide to Public Domain Data,Joseph J. Kerski,9781589482449.0," Esri Press (June 4, 2012)",388.0,,0
Advanced Programming with dBASE III Plus,"Cary N. Prague,  James E. Hammitt",9780830628766,McGraw-Hill Professional Publishing,356.0,,Microsoft Access 2002 Fast & Easy (Fast & Easy (Premier Press)),Faithe Wempen,9780761533955.0," Muska & Lipman/Premier-Trade; 1 edition (April 1, 2002)",400.0,$0.13,0
Advances in Data Base Theory,Herve Gallaire,9780306406294,Basic Books,440.0,,Functional Data Analysis with R and MATLAB (Use R!),,9780387981840.0," Springer; 2009 edition (July 1, 2009)",202.0,$62.98,0
Effective Access 7.0,"Fritz J. Erickson,  John R. Vonk",9780256221183,McGraw-Hill Higher Education,192.0,,Database Design for Smarties: Using UML for Data Modeling (The Morgan Kaufmann Series in Data Management Systems),Robert J. Muller,9781558605152.0," Morgan Kaufmann; 1 edition (March 8, 1999)",464.0,$76.95,0
Data Mining with SQL Server 2005,"ZhaoHui Tang,  Jamie MacLennan",9780471462613,Wiley,480.0,,Complexity of Lattice Problems: A Cryptographic Perspective (The Springer International Series in Engineering and Computer Science),Daniele Micciancio,9781461352938.0," Springer; Softcover reprint of the original 1st ed. 2002 edition (October 29, 2012)",220.0,$119.00,0
Parallel Architectures for Database Systems,"Ali R. Hurson,  L. L. Miller,  S. H. Pakzad",9780818688386,"Wiley, John & Sons, Incorporated",486.0,,"Metadata Solutions: Using Metamodels, Repositories, XML, and Enterprise Portals to Generate Information on Demand",Adrienne Tannenbaum,9780201719765.0," Addison-Wesley Professional; 1 edition (August 24, 2001)",528.0,$49.73,0
FileMaker Pro 13 Absolute Beginner's Guide,Tim Dietrich,9780789748843,Que,384.0,$16.58,"Internet Security: Hacking, Counterhacking ,and Security",Kenneth Einar Himma,9780763735364.0," Jones & Bartlett Learning; 1 edition (October 5, 2006)",304.0,$101.23,0
High Performance Relational Database Design,John Kirkwood,9780130301987,Ellis Horwood Limited,276.0,,Advanced Oracle Utilities: The Definitive Reference (Oracle In-Focus series),"Steve Callan, Andrew Kerber",9780979795138.0," Rampant Techpress (August 1, 2010)",300.0,,0
Microsoft Excell 2000: Expert Certification,Meredith Flynn,9780763803346,EMC/Paradigm Publishing,328.0,,Data Mining: A Knowledge Discovery Approach,,9781441941206.0," Springer; Softcover reprint of hardcover 1st ed. 2007 edition (October 29, 2010)",606.0,$92.15,0
Zabbix Network Monitoring Essentials,"Andrea Dalle Vacche,  Stefano Kewan Lee",9781784394080,Packt Publishing,,$14.99,Trust for Intelligent Recommendation (SpringerBriefs in Electrical and Computer Engineering),Touhid Bhuiyan,9781461468943.0," Springer; 2013 edition (March 30, 2013)",119.0,$39.95,0
Microsoft SQL Server 2000 Administrator's Companion with CD-ROM,"Jamie Marcilina Garcia,  Marci Frohock,  Edward Reding,  Jamie A Reding",9780735610514,Microsoft Press,900.0,,Expert Oracle Database 10g Administration (Expert's Voice),,9788181283733.0," Apress; 1 edition (September 13, 2005)",1304.0,,0
Microsoft Access Interview Questions You'll Most Likely Be Asked,Vibrant Publishers,2940013739840,Vibrant Publishers,118.0,$7.99,Build Your Own Server,,9780072227284.0," McGraw-Hill/OsborneMedia (February 10, 2003)",368.0,$28.61,0
Informix Guide to SQL: Reference and Syntax,"Informix Software,  Inc.",9780130161666,Pearson Education,1776.0,,Crystal Reports XI: The Complete Reference (Osborne Complete Reference Series),George Peck,9780072262469.0," McGraw-Hill Education; 1 edition (November 9, 2005)",1002.0,$51.70,0
High Performance Delphi 3 Programming,"Don Taylor,  John Penman,  Et Al.",9781576101797,Coriolis Group,600.0,,Microsoft Office User Specialist Microsoft Access 97 Exam Guide,Joseph W. Habraken,9780789715074.0," Que (March 20, 1998)",12911.0,$0.01,0
Learning and Modeling with Probabilistic Conditional Logic,J. Fisseler,9781607500988,"I O S Press, Incorporated",236.0,$73.00,Data Mining: Practical Machine Learning Tools and Techniques with Java Implementations (The Morgan Kaufmann Series in Data Management Systems),"Ian H. Witten, Eibe Frank",9781558605527.0," Morgan Kaufmann; 1 edition (October 25, 1999)",371.0,$28.45,0
Medical Data Management: A Practical Guide / Edition 1,G. Wagner,9780387951591,Springer New York,204.0,$99.00,DB2 Information Integrator And Websphere Portal Server: A Synergistic Solution,,9780738498430.0," Ibm (March 12, 2004)",356.0,,0
Managing Information Assurance in Financial Services / Edition 1,"Rao,  Shambhu J. Upadhyaya",9781599041711,IGI Global,348.0,$99.95,Delivering Business Intelligence with Microsoft SQL Server 2012 3/E,Brian Larson,9780071759380.0," McGraw-Hill Education; 3 edition (April 6, 2012)",832.0,$27.09,0
"Engineering and Deployment of Cooperative Information Systems: First International Conference, EDCIS 2002, Beijing, China, September 17-20, 2002. Proceedings","Yanbo Han,  Stefan Tai,  Dietmar Wikarski",9783540442226,Springer Berlin Heidelberg,570.0,$149.00,Inside RRAS: Remote Access Solutions for Windows NTÂ,David Iseminger,9780471251590.0," Wiley; 1 edition (April 20, 1998)",400.0,$3.24,0
Oracle SQL Tuning with Oracle SQLTXPLAIN,Stelios Charalambides,9781430248095,Apress,344.0,$36.72,Sybase Systems Management,Karen Hogoboom,9780134553535.0, Prentice Hall Ptr (August 1996),667.0,,0
Mastering and Using: Microsoft Access 2000: Comprehensive Course / Edition 1,"H. Albert Napier,  Philip J. Judd",9780538426107,South-Western,,$1.99,NHibernate 3 Beginner's Guide,Aaron Cure,9781849516020.0," Packt Publishing (August 30, 2011)",368.0,,0
INTRODUCTION TO DATA MINING WITH CASE STUDIES,G. K. GUPTA,9788120350021,PHI Learning,,$7.50,Lectures on Advances in Combinatorics (Universitext),Rudolf Ahlswede,9783540786016.0," Springer; 2008 edition (June 3, 2008)",318.0,,0
"Beginning Power BI with Excel 2013: Self-Service Business Intelligence Using Power Pivot, Power View, Power Query, and Power Map",Dan Clark,9781430264453,Apress,324.0,$31.98,"Essential Oracle8i Data Warehousing: Designing, Building, and Managing Oracle Data Warehouses","Gary Dodge, Tim Gorman",9780471376781.0," Wiley; 2 edition (September 6, 2000)",928.0,$4.88,0
Microsoft Excel and Access Integration: With Office 2007,"Michael Alexander,  Geoffrey Clark",9780470104880,Wiley,408.0,$31.80,Web Data Management: A Warehouse Approach (Springer Professional Computing),Sourav S. Bhowmick,9781441918062.0," Springer; Softcover reprint of the original 1st ed. 2004 edition (December 14, 2011)",465.0,$99.00,0
MySQL Administrator's Guide,MySQL AB,9780672332654,Pearson Education,696.0,$18.49,SQL Fundamentals with CDROM,John J. Patrick,9780130960160.0," Prentice Hall (May 11, 1999)",544.0,$0.01,0
Extend Microsoft Access Applications to the Cloud,Andrew Couch,9780735667686,Microsoft Press,432.0,$26.49,"Data Integration in the Life Sciences: 11th International Conference, DILS 2015, Los Angeles, CA, USA, July 9-10, 2015, Proceedings (Lecture Notes in Computer Science)",,9783319218427.0," Springer; 2015 edition (July 8, 2015)",281.0,,0
Analysis and Comparison of Relational Database Systems,"Patrick Valduriez,  Georges Gardarin",9780201199406,Addison-Wesley,250.0,,Oracle DBA Backup and Recovery Quick Reference (Prentice Hall PTR Oracle Series),Charlie Russel,9780131403048.0," Prentice Hall PTR (September 26, 2003)",352.0,,0
Problem-Solving Cases in Microsoft Access and Excel / Edition 3,"Joseph A. Brady,  Ellen Monk,  Ellen F. Monk",9780619216979,Cengage Learning,278.0,$1.99,OCP Oracle Database 10g: New Features for Administrators Exam Guide (Oracle Press),Sam R. Alapati,9780072258622.0," McGraw-Hill Education; 1 edition (November 5, 2004)",688.0,$59.99,0
Impromptu Startup! / Edition 1,Brian Olah,9780130191151,Prentice Hall,528.0,$61.47,Client/Server Computing for Dummies,Doug Lowe,9780764500664.0, John Wiley & Sons Inc (Computers); 2 edition (March 1997),400.0,,0
"Database Theory and Application: International Conference, DTA 2009, Held as Part of the Future Generation Information Technology Conference, FGIT 2009, Jeju Island, Korea, December 10-12, 2009, Proceedings / Edition 1",Dominik Slezak,9783642105821,Springer Berlin Heidelberg,185.0,$129.00,UML and Data Modeling: A Reconciliation,David C. Hay,9781935504191.0," Technics Publications, LLC; First edition (October 5, 2011)",241.0,,0
Multimedia Forensics and Security,Li,9781599048697,IGI Global,418.0,$180.00,"Metadata and Semantic Research: Third International Conference, MTSR 2009, Milan, Italy, October 1-2, 2009. Proceedings (Communications in Computer and Information Science)",,9783642045899.0," Springer; 2009 edition (October 23, 2009)",330.0,$139.00,0
Microsoft Access 2002 ? Illustrated Complete / Edition 1,Lisa Friedrichsen,9780619045081,Cengage Learning,488.0,$1.99,"Modular Ontologies: Concepts, Theories and Techniques for Knowledge Modularization (Lecture Notes in Computer Science / Theoretical Computer Science and General Issues)",,9783642019067.0," Springer; 2009 edition (June 30, 2009)",378.0,$99.00,0
DBASE IV 2.0 Quick Reference,Que Corporation,9781565292673,Que,160.0,,Oracle Stored Programs for Beginners: Creating Your Own Procedures and Functions  in PL/SQL,Djoni Darmawikarta,9781503170407.0," CreateSpace Independent Publishing Platform (November 11, 2014)",168.0,,0
"Specifications of Database Systems: First International Workshop on Specifications of Database Systems, Glasgow, 3-5 July, 1991 Proceedings",D. J. Harper,9780387197326,"Springer-Verlag New York, LLC",321.0,,Enterprise Integration,Kent Sandoe,9780471359937.0," Wiley; 1 edition (April 16, 2001)",288.0,$129.60,0
Information Systems Reengineering / Edition 1,"Joseph Fong,  Shi-Ming Huang",9789813083158,"Springer-Verlag New York, LLC",270.0,,Web Development with Oracle Portal,Mohamed El-Mallah,9780130600370.0," Prentice Hall PTR (October 12, 2001)",624.0,,0
"Digital Libraries - Current Issues: Digital Libraries Workshop, DL &#039;94, Newark, NJ, USA, May 19- 20, 1994. Selected Papers / Edition 1",Nabil R. Adam,9783540592822,Springer Berlin Heidelberg,321.0,$99.00,MCITP Self-Paced Training Kit (Exam 70-441): Designing Database Solutions by Using Microsoft® SQL Server 2005: Designing Database Solutions by Using ... Server 2005 (Microsoft Press Training Kit),Dejan Sarka,9780735623422.0," Microsoft Press; PAP/CDR/PS edition (September 12, 2007)",656.0,$4.34,0
Practical PHP and MySQL: Building Eight Dynamic Web Applications,Jono Bacon,9780132239974,Prentice Hall,528.0,$47.49,Getting Started with dBASE IVÂ (Wiley PC Companion),Henry H. Gaylord,9780471586159.0," Wiley; 1 edition (January 18, 1993)",160.0,$3.61,0
Using Microsoft Access: A how-to-Do-It Manual for Librarians,E. Sonny Butler,9781555702687,Neal-Schuman Publishers,118.0,,Evaluation Roots: Tracing Theorists' Views and Influences,,9780761928942.0," SAGE Publications, Inc; 1 edition (February 19, 2004)",440.0,$75.80,0
Innovations In Information Systems Modeling,"Terry Halpin,  John Krogstie,  Erik Proper",9781605662787,IGI Global,376.0,$195.00,Scaling MongoDB,Kristina Chodorow,9781449303211.0," O'Reilly Media; 1 edition (March 10, 2011)",66.0,$26.25,0
"Web Data Mining: Exploring Hyperlinks, Contents, and Usage Data / Edition 1",Bing Liu,9783642072376,"Springer-Verlag New York, LLC",552.0,$229.49,Virtualize Oracle Business Critical Databases: Database Infrastructure As A Service,"Charles Kim, George Trujillo",9781500135126.0," CreateSpace Independent Publishing Platform; 1 edition (June 8, 2014)",448.0,,0
Relational Data Mining / Edition 1,Saso Dzeroski,9783642076046,Springer Berlin Heidelberg,398.0,$139.00,Real-Time Design Patterns: Robust Scalable Architecture for Real-Time Systems,Bruce Powel Douglass,9780201699562.0," Addison-Wesley Professional; 1 edition (October 3, 2002)",528.0,,0
Microsoft Access 2000: Complete Tutorial,"Sandra Cable,  William C. Pasework,  William Robert Pasewark",9780538688420,Cengage South-Western,336.0,,Building and Managing a Cloud Using Oracle Enterprise Manager 12c (Oracle Press),Madhup Gulati,9780071763226.0," McGraw-Hill Education; 1 edition (March 6, 2013)",304.0,$31.15,0
"Microsoft Access 2000, Quicktutorial / Edition 1",Patricia Murphy,9780538688581,Cengage Learning,180.0,$4.61,Worldwide Relational Database Management Systems 2008-2012 Forecast: Effects of the Economic Crisis,,," IDC (December 14, 2008)",36.0,,0
SQL Server and Power Pivot - Tabular Modeling Cookbook,Paul te Braak,9781782170884,Packt Publishing,320.0,$54.99,"Foundations of Data Organization and Algorithms: 4th International Conference, FODO '93, Chicago, Illinois, USA, October 13-15, 1993. Proceedings (Lecture Notes in Computer Science)",,9783540573012.0," Springer; 1993 edition (September 29, 1993)",419.0,$119.00,0
Learning Cypher,Onofrio Panzarino,9781783287765,Packt Publishing,,$11.89,Algorithms and Computation,Pat Morin,9783540001423.0," Springer; 2002 edition (December 16, 2002)",656.0,,0
"Database and Expert Systems Applications: 10th International Conference, DEXA'99, Florence, Italy, August 30 - September 3, 1999, Proceedings","Trevor Bench-Capon,  Giovanni Soda,  A Min Tjoa",9783540664482,Springer Berlin Heidelberg,1110.0,$189.00,Using OpenRefine,Ruben Verborgh,9781783289080.0," Packt Publishing; 1st New edition edition (September 10, 2013)",114.0,,0
Access 2003 VBA: Programmer's Reference,"Patricia Cardoza,  Teresa Hennig,  Graham Seach,  Armen Stein",9780764559037,Wiley,984.0,,"LIFE SCIENCE DATA MINING (Science, Engineering, and Biology Informatics)",,9789812700650.0," World Scientific Publishing; 1 edition (December 29, 2006)",388.0,$83.00,0
SAP HANA Cookbook,Chandrasekhar,9781782177623,Packt Publishing,284.0,$49.99,Learn Access 97 in a Weekend,Diane Tinney,9780761513797.0, Premier (February 1998),293.0,,0
Information Hiding Techniques For Steganography And Digital Watermarking,"Stefan Katzenbeisser,  Petitcolas Fabien A. P.",9781580530354,"Artech House, Incorporated",244.0,$105.50,Essentials: Access 2002 Level 2 (Essentials Series: Microsoft Office XP),Dawn Parrish Wood,9780130927606.0," Prentice Hall (September 9, 2001)",232.0,,0
Oracle8i Database Administration,Noel Yuhanna,9781884777783,"O'Reilly Media, Incorporated",543.0,,XSLT 1.0 Pocket Reference (Pocket Reference (O'Reilly)),Evan Lenz,9780596100087.0," O'Reilly Media; 1 edition (August 22, 2005)",178.0,,0
Oracle And Open Source,"Andy Duncan,  Sean Hull",9780596000189,"O'Reilly Media, Incorporated",426.0,$54.99,"Conceptual Modeling ER'99: 18th International Conference on Conceptual Modeling Paris, France, November 15-18, 1999 Proceedings (Lecture Notes in Computer Science)",,9783540666868.0," Springer; 1999 edition (October 27, 1999)",546.0,,0
