ID_A,ID_B,Title_A,Title_B,Authors_A,Authors_B
3769,4218,Compression of Recurrent Neural Networks for Efficient Language Modeling,Reversible Recurrent Neural Networks,"Artem M. Grachev, Dmitry I. Ignatov, Andrey V. Savchenko","Matthew MacKay, Paul Vicol, Jimmy Ba, Roger B. Grosse"
2706,3016,Learning with Changing Features,Generalization Properties of Learning with Random Features,"Amit Dhurandhar, Steve Hanneke, Liu Yang","Alessandro Rudi, Lorenzo Rosasco"
3845,1498,Metric Gaussian Variational Inference,Decoupled Variational Gaussian Inference,"Jakob Knollmller, Torsten A. Enlin",Mohammad E. Khan
2354,575,Global Convergence of Langevin Dynamics Based Algorithms for Nonconvex Optimization,Algorithms for Hyper-Parameter Optimization,"Pan Xu, Jinghui Chen, Difan Zou, Quanquan Gu","James S. Bergstra, Rmi Bardenet, Yoshua Bengio, Balzs Kgl"
983,868,Adaptive Graph via Multiple Kernel Learning for Nonnegative Matrix Factorization,Multiple Operator-valued Kernel Learning,"Jing-Yan Wang, Mustafa AbdulJabbar","Hachem Kadri, Alain Rakotomamonjy, Philippe Preux, Francis R. Bach"
1104,1593,Structure Regularization for Structured Prediction: Theories and Experiments,Structure Regularization for Structured Prediction,Xu Sun,Xu Sun
2902,3112,Learning from Multi-View Multi-Way Data via Structural Factorization Machines,Learning Active Learning from Data,"Chun-Ta Lu, Lifang He, Hao Ding, Bokai Cao, Philip S. Yu","Ksenia Konyushkova, Raphael Sznitman, Pascal Fua"
1013,4218,Low-pass Recurrent Neural Networks - A memory architecture for longer-term correlation discovery,Reversible Recurrent Neural Networks,"Thomas Stepleton, Razvan Pascanu, Will Dabney, Siddhant M. Jayakumar, Hubert Soyer, Remi Munos","Matthew MacKay, Paul Vicol, Jimmy Ba, Roger B. Grosse"
417,2631,Stochastic Variational Inference for Bayesian Sparse Gaussian Process Regression,Incremental Variational Sparse Gaussian Process Regression,"Haibin Yu, Trong Nghia Hoang, Kian Hsiang Low, Patrick Jaillet","Ching-An Cheng, Byron Boots"
339,4218,Dynamic Mortality Risk Predictions in Pediatric Critical Care Using Recurrent Neural Networks,Reversible Recurrent Neural Networks,"M Aczon, D Ledbetter, L Ho, A Gunny, A Flynn, J Williams, R Wetzel","Matthew MacKay, Paul Vicol, Jimmy Ba, Roger B. Grosse"
3546,2716,Parameter Compression of Recurrent Neural Networks and Degradation of Short-term Memory,Dilated Recurrent Neural Networks,Jonathan A. Cox,"Shiyu Chang, Yang Zhang, Wei Han, Mo Yu, Xiaoxiao Guo, Wei Tan, Xiaodong Cui, Michael Witbrock, Mark A. Hasegawa-Johnson, Thomas S. Huang"
1985,3312,Training Neural Networks as Learning Data-adaptive Kernels: Provable Representation and Approximation Benefits,Neural Discrete Representation Learning,"Xialiang Dou, Tengyuan Liang","Aaron van den Oord, Oriol Vinyals, koray kavukcuoglu"
2380,2716,Algorithmic Composition of Melodies with Deep Recurrent Neural Networks,Dilated Recurrent Neural Networks,"Florian Colombo, Samuel P. Muscinelli, Alexander Seeholzer, Johanni Brea, Wulfram Gerstner","Shiyu Chang, Yang Zhang, Wei Han, Mo Yu, Xiaoxiao Guo, Wei Tan, Xiaodong Cui, Michael Witbrock, Mark A. Hasegawa-Johnson, Thomas S. Huang"
2236,3864,Dressing as a Whole: Outfit Compatibility Learning Based on Node-wise Graph Neural Networks,Link Prediction Based on Graph Neural Networks,"Zeyu Cui, Zekun Li, Shu Wu, Xiaoyu Zhang, Liang Wang","Muhan Zhang, Yixin Chen"
102,133,Unregularized Online Learning Algorithms with General Loss Functions,Efficient algorithms for learning kernels from multiple similarity matrices with general convex loss functions,"Yiming Ying, Ding-Xuan Zhou","Achintya Kundu, Vikram Tankasali, Chiranjib Bhattacharyya, Aharon Ben-tal"
2505,1735,Variational Inference for Gaussian Process Models with Linear Complexity,Variational Gaussian Process State-Space Models,"Ching-An Cheng, Byron Boots","Roger Frigola, Yutian Chen, Carl Edward Rasmussen"
2776,2769,Stochastic Conditional Gradient Method for Composite Convex Minimization,Geometric Descent Method for Convex Composite Minimization,"Francesco Locatello, Alp Yurtsever, Olivier Fercoq, Volkan Cevher","Shixiang Chen, Shiqian Ma, Wei Liu"
1131,3716,Learning What Data to Learn,Learn What Not to Learn: Action Elimination with Deep Reinforcement Learning,"Yang Fan, Fei Tian, Tao Qin, Jiang Bian, Tie-Yan Liu","Tom Zahavy, Matan Haroush, Nadav Merlis, Daniel J. Mankowitz, Shie Mannor"
3770,552,Kernel Implicit Variational Inference,Spike and Slab Variational Inference for Multi-Task and Multiple Kernel Learning,"Jiaxin Shi, Shengyang Sun, Jun Zhu","Michalis K. Titsias, Miguel Lzaro-Gredilla"
410,617,Accelerated Alternating Projections for Robust Principal Component Analysis,Semiparametric Principal Component Analysis,"HanQin Cai, Jian-Feng Cai, Ke Wei","Fang Han, Han Liu"
1502,3112,Feature Selection with Conjunctions of Decision Stumps and Learning from Microarray Data,Learning Active Learning from Data,"Mohak Shah, Mario Marchand, Jacques Corbeil","Ksenia Konyushkova, Raphael Sznitman, Pascal Fua"
2172,1417,Greedy Algorithms for Sparse Reinforcement Learning,Sparse Multi-Task Reinforcement Learning,"Christopher Painter-Wakefield, Ronald Parr","Daniele Calandriello, Alessandro Lazaric, Marcello Restelli"
1287,3389,Soil Texture Classification with 1D Convolutional Neural Networks based on Hyperspectral Data,Structure-Aware Convolutional Neural Networks,"Felix M. Riese, Sina Keller","Jianlong Chang, Jie Gu, Lingfeng Wang, GAOFENG MENG, SHIMING XIANG, Chunhong Pan"
3084,3112,Learning Localized Spatio-Temporal Models From Streaming Data,Learning Active Learning from Data,"Muhammad Osama, Dave Zachariah, Thomas B. Schn","Ksenia Konyushkova, Raphael Sznitman, Pascal Fua"
3135,1903,Multi-pretrained Deep Neural Network,Decoupled Deep Neural Network for Semi-supervised Semantic Segmentation,"Zhen Hu, Zhuyin Xue, Tong Cui, Shiqiang Zong, Chenglong He","Seunghoon Hong, Hyeonwoo Noh, Bohyung Han"
1041,2006,Width Provably Matters in Optimization for Deep Linear Neural Networks,Path-SGD: Path-Normalized Optimization in Deep Neural Networks,"Simon S. Du, Wei Hu","Behnam Neyshabur, Ruslan R. Salakhutdinov, Nati Srebro"
61,4144,Stochastic Gradient Hamiltonian Monte Carlo with Variance Reduction for Bayesian Inference,Variational Bayesian Monte Carlo,"Zhize Li, Tianyi Zhang, Shuyu Cheng, Jun Zhu, Jian Li",Luigi Acerbi
2327,2192,Spectral Image Visualization Using Generative Adversarial Networks,Coupled Generative Adversarial Networks,"Siyu Chen, Danping Liao, Yuntao Qian","Ming-Yu Liu, Oncel Tuzel"
85,3116,Stacked Generative Adversarial Networks,Temporal Coherency based Criteria for Predicting Video Frames using Deep Multi-stage Generative Adversarial Networks,"Xun Huang, Yixuan Li, Omid Poursaeed, John Hopcroft, Serge Belongie","Prateep Bhattacharjee, Sukhendu Das"
2852,2001,Deep Neuroevolution: Genetic Algorithms Are a Competitive Alternative for Training Deep Neural Networks for Reinforcement Learning,Training Very Deep Networks,"Felipe Petroski Such, Vashisht Madhavan, Edoardo Conti, Joel Lehman, Kenneth O. Stanley, Jeff Clune","Rupesh K. Srivastava, Klaus Greff, Jrgen Schmidhuber"
1660,3384,CSAL: Self-adaptive Labeling based Clustering Integrating Supervised Learning on Unlabeled Data,On clustering network-valued data,"Fangfang Li, Guandong Xu, Longbing Cao","Soumendu Sundar Mukherjee, Purnamrita Sarkar, Lizhen Lin"
3561,20,A DIRT-T Approach to Unsupervised Domain Adaptation,Exploiting weakly-labeled Web images to improve object classification: a domain adaptation approach,"Rui Shu, Hung H. Bui, Hirokazu Narui, Stefano Ermon","Alessandro Bergamo, Lorenzo Torresani"
1324,395,Efficient learning of simplices,Efficient Learning of Generalized Linear and Single Index Models with Isotonic Regression,"Joseph Anderson, Navin Goyal, Luis Rademacher","Sham M. Kakade, Varun Kanade, Ohad Shamir, Adam Kalai"
2807,3945,Profile-guided memory optimization for deep neural networks,Evolutionary Stochastic Gradient Descent for Optimization of Deep Neural Networks,"Taro Sekiyama, Takashi Imamichi, Haruki Imai, Rudy Raymond","Xiaodong Cui, Wei Zhang, Zoltn Tske, Michael Picheny"
1816,3117,CATERPILLAR: Coarse Grain Reconfigurable Architecture for Accelerating the Training of Deep Neural Networks,Sobolev Training for Neural Networks,"Yuanfang Li, Ardavan Pedram","Wojciech M. Czarnecki, Simon Osindero, Max Jaderberg, Grzegorz Swirszcz, Razvan Pascanu"
2612,3213,High-Dimensional Bayesian Optimization with Manifold Gaussian Processes,Bayesian Optimization with Gradients,"Riccardo Moriconi, K. S. Sesh Kumar, Marc P. Deisenroth","Jian Wu, Matthias Poloczek, Andrew G. Wilson, Peter Frazier"
3553,2261,Multi-Level and Multi-Scale Feature Aggregation Using Pre-trained Convolutional Neural Networks for Music Auto-tagging,Doubly Convolutional Neural Networks,"Jongpil Lee, Juhan Nam","Shuangfei Zhai, Yu Cheng, Zhongfei (Mark) Zhang, Weining Lu"
3065,986,On the Theory of Variance Reduction for Stochastic Gradient Monte Carlo,Variance Reduction for Stochastic Gradient Optimization,"Niladri S. Chatterji, Nicolas Flammarion, Yi-An Ma, Peter L. Bartlett, Michael I. Jordan","Chong Wang, Xi Chen, Alexander J. Smola, Eric P. Xing"
85,3524,Stacked Generative Adversarial Networks,PacGAN: The power of two samples in generative adversarial networks,"Xun Huang, Yixuan Li, Omid Poursaeed, John Hopcroft, Serge Belongie","Zinan Lin, Ashish Khetan, Giulia Fanti, Sewoong Oh"
495,315,Kernelized Bayesian Matrix Factorization,Global Solution of Fully-Observed Variational Bayesian Matrix Factorization is Column-Wise Independent,"Mehmet Gnen, Suleiman A. Khan, Samuel Kaski","Shinichi Nakajima, Masashi Sugiyama, S. D. Babacan"
752,745,Learning to fail: Predicting fracture evolution in brittle material models using recurrent graph convolutional neural networks,Learning visual motion in recurrent neural networks,"Max Schwarzer, Bryce Rogan, Yadong Ruan, Zhengming Song, Diana Y. Lee, Allon G. Percus, Viet T. Chau, Bryan A. Moore, Esteban Rougier, Hari S. Viswanathan, Gowri Srinivasan","Marius Pachitariu, Maneesh Sahani"
2789,4272,Generative Mixture of Networks,Invertibility of Convolutional Generative Networks from Partial Measurements,"Ershad Banijamali, Ali Ghodsi, Pascal Poupart","Fangchang Ma, Ulas Ayaz, Sertac Karaman"
3591,399,An Empirical Study of Stochastic Variational Algorithms for the Beta Bernoulli Process,The Kernel Beta Process,"Amar Shah, David A. Knowles, Zoubin Ghahramani","Lu Ren, Yingjian Wang, Lawrence Carin, David B. Dunson"
3310,1336,Nonparametric Canonical Correlation Analysis,large scale canonical correlation analysis with iterative least squares,"Tomer Michaeli, Weiran Wang, Karen Livescu","Yichao Lu, Dean P. Foster"
2716,3424,Convex Optimization for Linear Query Processing under Approximate Differential Privacy,Optimization for Approximate Submodularity,"Ganzhao Yuan, Yin Yang, Zhenjie Zhang, Zhifeng Hao","Yaron Singer, Avinatan Hassidim"
3932,2761,MUREL: Multimodal Relational Reasoning for Visual Question Answering,Multimodal Learning and Reasoning for Visual Question Answering,"Remi Cadene, Hedi Ben-younes, Matthieu Cord, Nicolas Thome","Ilija Ilievski, Jiashi Feng"
1589,3749,Variance Reduction for Distributed Stochastic Gradient Descent,Stochastic Nested Variance Reduced Gradient Descent for Nonconvex Optimization,"Soham De, Gavin Taylor, Tom Goldstein","Dongruo Zhou, Pan Xu, Quanquan Gu"
441,3510,Non-Autoregressive Neural Machine Translation,Generative Neural Machine Translation,"Jiatao Gu, James Bradbury, Caiming Xiong, Victor O. K. Li, Richard Socher","Harshil Shah, David Barber"
2121,675,Streaming Variational Inference for Bayesian Nonparametric Mixture Models,Variational Inference for Crowdsourcing,"Alex Tank, Nicholas J. Foti, Emily B. Fox","Qiang Liu, Jian Peng, Alexander T. Ihler"
2220,3346,Adversarial Alignment of Class Prediction Uncertainties for Domain Adaptation,Few-Shot Adversarial Domain Adaptation,"Jeroen Manders, Twan van Laarhoven, Elena Marchiori","Saeid Motiian, Quinn Jones, Seyed Iranmanesh, Gianfranco Doretto"
912,1852,On Kernelized Multi-armed Bandits,On Top-k Selection in Multi-Armed Bandits and Hidden Bipartite Graphs,"Sayak Ray Chowdhury, Aditya Gopalan","Wei Cao, Jian Li, Yufei Tao, Zhize Li"
2064,868,Multiple Kernel Learning and Automatic Subspace Relevance Determination for High-dimensional Neuroimaging Data,Multiple Operator-valued Kernel Learning,"Murat Seckin Ayhan, Vijay Raghavan, Alzheimer's disease Neuroimaging Initiative","Hachem Kadri, Alain Rakotomamonjy, Philippe Preux, Francis R. Bach"
3708,4218,Riemannian metrics for neural networks II: recurrent networks and learning symbolic data sequences,Reversible Recurrent Neural Networks,Yann Ollivier,"Matthew MacKay, Paul Vicol, Jimmy Ba, Roger B. Grosse"
2327,3081,Spectral Image Visualization Using Generative Adversarial Networks,Structured Generative Adversarial Networks,"Siyu Chen, Danping Liao, Yuntao Qian","Zhijie Deng, Hao Zhang, Xiaodan Liang, Luona Yang, Shizhen Xu, Jun Zhu, Eric P. Xing"
3867,3803,Efficient Probabilistic Performance Bounds for Inverse Reinforcement Learning,Lifelong Inverse Reinforcement Learning,"Daniel S. Brown, Scott Niekum","Jorge Armando Mendez Mendez, Shashank Shivkumar, Eric Eaton"
1962,397,Deformed Statistics Free Energy Model for Source Separation using Unsupervised Learning,Learning Eigenvectors for Free,"R. C. Venkatesan, A. Plastino","Wouter M. Koolen, Wojciech Kotlowski, Manfred K. Warmuth"
3746,2261,Classification of crystallization outcomes using deep convolutional neural networks,Doubly Convolutional Neural Networks,"Andrew E. Bruno, Patrick Charbonneau, Janet Newman, Edward H. Snell, David R. So, Vincent Vanhoucke, Christopher J. Watkins, Shawn Williams, Julie Wilson","Shuangfei Zhai, Yu Cheng, Zhongfei (Mark) Zhang, Weining Lu"
2515,1837,Multi-Level and Multi-Scale Feature Aggregation Using Sample-level Deep Convolutional Neural Networks for Music Classification,Shepard Convolutional Neural Networks,"Jongpil Lee, Juhan Nam","Jimmy SJ Ren, Li Xu, Qiong Yan, Wenxiu Sun"
2736,3275,Complex Unitary Recurrent Neural Networks using Scaled Cayley Transform,Fast-Slow Recurrent Neural Networks,"Kehelwala D. G. Maduranga, Kyle E. Helfrich, Qiang Ye","Asier Mujika, Florian Meier, Angelika Steger"
55,3017,Differentially Private Fair Learning,Differentially private Bayesian learning on distributed data,"Matthew Jagielski, Michael Kearns, Jieming Mao, Alina Oprea, Aaron Roth, Saeed Sharifi-Malvajerdi, Jonathan Ullman","Mikko Heikkil, Eemil Lagerspetz, Samuel Kaski, Kana Shimizu, Sasu Tarkoma, Antti Honkela"
343,2441,Determinantal point processes for machine learning,Kronecker Determinantal Point Processes,"Alex Kulesza, Ben Taskar","Zelda E. Mariet, Suvrit Sra"
1045,3537,On Target Shift in Adversarial Domain Adaptation,Conditional Adversarial Domain Adaptation,"Yitong Li, Michael Murias, Samantha Major, Geraldine Dawson, David E. Carlson","Mingsheng Long, ZHANGJIE CAO, Jianmin Wang, Michael I. Jordan"
768,985,Generalized Low Rank Models,Sparse Additive Text Models with Low Rank Background,"Madeleine Udell, Corinne Horn, Reza Zadeh, Stephen Boyd",Lei Shi
3248,2982,Quadratic Decomposable Submodular Function Minimization: Theory and Practice,Decomposable Submodular Function Minimization: Discrete and Continuous,"Pan Li, Niao He, Olgica Milenkovic","Alina Ene, Huy Nguyen, Lszl A. Vgh"
3868,1196,On the Sample Complexity of Reinforcement Learning with a Generative Model,On the Sample Complexity of Subspace Learning,"Mohammad Gheshlaghi Azar, Remi Munos, Bert Kappen","Alessandro Rudi, Guillermo D. Canas, Lorenzo Rosasco"
520,3947,GANVO: Unsupervised Deep Monocular Visual Odometry and Depth Estimation with Generative Adversarial Networks,Graphical Generative Adversarial Networks,"Yasin Almalioglu, Muhamad Risqi U. Saputra, Pedro P. B. de Gusmao, Andrew Markham, Niki Trigoni","Chongxuan LI, Max Welling, Jun Zhu, Bo Zhang"
318,3099,CMR motion artifact correction using generative adversarial nets,Triple Generative Adversarial Nets,"Yunxuan Zhang, Weiliang Zhang, Qinyan Zhang, Jijiang Yang, Xiuyu Chen, Shihua Zhao","Chongxuan LI, Taufik Xu, Jun Zhu, Bo Zhang"
3856,1061,Perturbed-History Exploration in Stochastic Multi-Armed Bandits,Distributed Exploration in Multi-Armed Bandits,"Branislav Kveton, Csaba Szepesvari, Mohammad Ghavamzadeh, Craig Boutilier","Eshcar Hillel, Zohar S. Karnin, Tomer Koren, Ronny Lempel, Oren Somekh"
3052,3813,Stochastic Gradient Descent on Highly-Parallel Architectures,Byzantine Stochastic Gradient Descent,"Yujing Ma, Florin Rusu, Martin Torres","Dan Alistarh, Zeyuan Allen-Zhu, Jerry Li"
2011,2716,Strongly-Typed Recurrent Neural Networks,Dilated Recurrent Neural Networks,"David Balduzzi, Muhammad Ghifary","Shiyu Chang, Yang Zhang, Wei Han, Mo Yu, Xiaoxiao Guo, Wei Tan, Xiaodong Cui, Michael Witbrock, Mark A. Hasegawa-Johnson, Thomas S. Huang"
500,868,A simple yet efficient algorithm for multiple kernel learning under elastic-net constraints,Multiple Operator-valued Kernel Learning,Luca Citi,"Hachem Kadri, Alain Rakotomamonjy, Philippe Preux, Francis R. Bach"
965,3117,Learning by Association - A versatile semi-supervised training method for neural networks,Sobolev Training for Neural Networks,"Philip Husser, Alexander Mordvintsev, Daniel Cremers","Wojciech M. Czarnecki, Simon Osindero, Max Jaderberg, Grzegorz Swirszcz, Razvan Pascanu"
1620,3124,A fast algorithm with minimax optimal guarantees for topic models with an unknown number of topics,A Minimax Optimal Algorithm for Crowdsourcing,"Xin Bing, Florentina Bunea, Marten Wegkamp","Thomas Bonald, Richard Combes"
3490,1841,Segmental Recurrent Neural Networks,Convolutional Neural Networks with Intra-Layer Recurrent Connections for Scene Labeling,"Lingpeng Kong, Chris Dyer, Noah A. Smith","Ming Liang, Xiaolin Hu, Bo Zhang"
3752,3859,Combinatorial Multi-Armed Bandits with Filtered Feedback,Multi-armed Bandits with Compensation,"James A. Grant, David S. Leslie, Kevin Glazebrook, Roberto Szechtman","Siwei Wang, Longbo Huang"
3380,4061,Representation of linguistic form and function in recurrent neural networks,Relational recurrent neural networks,"kos Kdr, Grzegorz Chrupa?a, Afra Alishahi","Adam Santoro, Ryan Faulkner, David Raposo, Jack Rae, Mike Chrzanowski, Theophane Weber, Daan Wierstra, Oriol Vinyals, Razvan Pascanu, Timothy Lillicrap"
