ID,Title,Authors,Date,Journal-ref
2986,Neural Task Graphs: Generalizing to Unseen Tasks from a Single Video Demonstration,"De-An Huang, Suraj Nair, Danfei Xu, Yuke Zhu, Animesh Garg, Li Fei-Fei, Silvio Savarese, Juan Carlos Niebles","6 March, 2019",
2987,Newton: Gravitating Towards the Physical Limits of Crossbar Acceleration,"Anirban Nag, Ali Shafiee, Rajeev Balasubramonian, Vivek Srikumar, Naveen Muralimanohar","10 March, 2018",
2988,Improving Subseasonal Forecasting in the Western U.S. with Machine Learning,"Jessica Hwang, Paulo Orenstein, Judah Cohen, Karl Pfeiffer, Lester Mackey","1 February, 2019",
2989,Fast Ridge Regression with Randomized Principal Component Analysis and Gradient Descent,"Yichao Lu, Dean P. Foster","15 May, 2014",
2990,conLSH: Context based Locality Sensitive Hashing for Mapping of noisy SMRT Reads,"Angana Chakraborty, Sanghamitra Bandyopadhyay","11 March, 2019",
2991,Semi-Supervised Phone Classification using Deep Neural Networks and Stochastic Graph-Based Entropic Regularization,"Sunil Thulasidasan, Jeffrey Bilmes","30 May, 2018",
2992,Robust Convolutional Neural Networks under Adversarial Noise,"Jonghoon Jin, Aysegul Dundar, Eugenio Culurciello","25 February, 2016",
2993,Transfer Learning for Brain-Computer Interfaces: A Euclidean Space Data Alignment Approach,"He He, Dongrui Wu","2 April, 2019",
2994,Revisiting Semi-Supervised Learning with Graph Embeddings,"Zhilin Yang, William W. Cohen, Ruslan Salakhutdinov","26 May, 2016",
2995,Semantics derived automatically from language corpora contain human-like biases,"Aylin Caliskan, Joanna J. Bryson, Arvind Narayanan","25 May, 2017",
2996,Learning to Design Circuits,"Hanrui Wang, Jiacheng Yang, Hae-Seung Lee, Song Han","17 January, 2019",
2997,Rapid Prediction of Electron-Ionization Mass Spectrometry using Neural Networks,"Jennifer N. Wei, David Belanger, Ryan P. Adams, D. Sculley","17 March, 2019",
2998,Explaining and Harnessing Adversarial Examples,"Ian J. Goodfellow, Jonathon Shlens, Christian Szegedy","20 March, 2015",
2999,Bregman divergence as general framework to estimate unnormalized statistical models,"Michael Gutmann, Jun-ichiro Hirayama","14 February, 2012",
3000,Bounds for the VC Dimension of 1NN Prototype Sets,"Iain A. D. Gunn, Ludmila I. Kuncheva","7 February, 2019",
3001,Approximating Optimisation Solutions for Travelling Officer Problem with Customised Deep Learning Network,"Wei Shao, Flora D. Salim, Jeffrey Chan, Sean Morrison, Fabio Zambetta","8 March, 2019",
3002,Multi-Task Feature Learning for Knowledge Graph Enhanced Recommendation,"Hongwei Wang, Fuzheng Zhang, Miao Zhao, Wenjie Li, Xing Xie, Minyi Guo","23 January, 2019",
3003,Approximate Separability for Weak Interaction in Dynamic Systems,Avi Pfeffer,"27 June, 2012",
3004,Optimal and Myopic Information Acquisition,"Annie Liang, Xiaosheng Mu, Vasilis Syrgkanis","14 May, 2018",
3005,A Supervised Goal Directed Algorithm in Economical Choice Behaviour: An Actor-Critic Approach,Keyvan Yahya,"22 February, 2014",
3006,Towards Testing of Deep Learning Systems with Training Set Reduction,"Helge Spieker, Arnaud Gotlieb","14 January, 2019",
3007,Contextual Markov Decision Processes using Generalized Linear Models,"Aditya Modi, Ambuj Tewari","14 March, 2019",
3008,PAC learnability versus VC dimension: a footnote to a basic result of statistical learning,Vladimir Pestov,"11 April, 2011","Proc. 2011 International Joint Confernce on Neural Networks (IJCNN'2011), San Jose, CA (July 30 - Aug. 5, 2011), pp. 1141 - 1145"
3009,Machine Learning Methods for Attack Detection in the Smart Grid,"Mete Ozay, Inaki Esnaola, Fatos T. Yarman Vural, Sanjeev R. Kulkarni, H. Vincent Poor","22 March, 2015","A version of the manuscript was published in IEEE Transactions on Neural Networks and Learning Systems, 19 March 2015"
3010,Synthesizing Programs for Images using Reinforced Adversarial Learning,"Yaroslav Ganin, Tejas Kulkarni, Igor Babuschkin, S. M. Ali Eslami, Oriol Vinyals","3 April, 2018",
3011,NPGLM: A Non-Parametric Method for Temporal Link Prediction,"Sina Sajadmanesh, Jiawei Zhang, Hamid R. Rabiee","21 June, 2017",
3012,Nonparametric Estimation of Low Rank Matrix Valued Function,Fan Zhou,"5 March, 2018",
3013,A Taxonomy of Big Data for Optimal Predictive Machine Learning and Data Mining,Ernest Fokoue,"3 January, 2015",
3014,Tensor-Dictionary Learning with Deep Kruskal-Factor Analysis,"Andrew Stevens, Yunchen Pu, Yannan Sun, Greg Spell, Lawrence Carin","5 March, 2017",
3015,Learning Latent Fractional dynamics with Unknown Unknowns,"Gaurav Gupta, Sergio Pequito, Paul Bogdan","21 March, 2019",
3016,iParaphrasing: Extracting Visually Grounded Paraphrases via an Image,"Chenhui Chu, Mayu Otani, Yuta Nakashima","11 June, 2018",
3017,Learning Disordered Topological Phases by Statistical Recovery of Symmetry,"Nobuyuki Yoshioka, Yutaka Akagi, Hosho Katsura","28 April, 2018",
3018,Understanding the Learned Iterative Soft Thresholding Algorithm with matrix factorization,"Thomas Moreau, Joan Bruna","2 June, 2017",
3019,Fair Regression for Health Care Spending,"Anna Zink, Sherri Rose","27 January, 2019",
3020,Learning Random Kernel Approximations for Object Recognition,"Eduard Gabriel B?z?van, Fuxin Li, Cristian Sminchisescu","7 March, 2012",
3021,Smart Inverter Grid Probing for Learning Loads: Part II - Probing Injection Design,"Siddharth Bhela, Vassilis Kekatos, Sriharsha Veeramachaneni","20 March, 2019",
3022,Generalizing Point Embeddings using the Wasserstein Space of Elliptical Distributions,"Boris Muzellec, Marco Cuturi","17 February, 2019","Advances in Neural Information Processing Systems 31, pages 10258--10269, 2018"
3023,Learning to See the Wood for the Trees: Deep Laser Localization in Urban and Natural Environments on a CPU,"Georgi Tinchev, Adrian Penate-Sanchez, Maurice Fallon","26 February, 2019",
3024,Small-sample Brain Mapping: Sparse Recovery on Spatially Correlated Designs with Randomization and Clustering,"Gael Varoquaux, Alexandre Gramfort, Bertrand Thirion","27 June, 2012",
3025,Convergence of the ADAM algorithm from a Dynamical System Viewpoint,"Anas Barakat, Pascal Bianchi","3 April, 2019",
3026,Learning Latent Permutations with Gumbel-Sinkhorn Networks,"Gonzalo Mena, David Belanger, Scott Linderman, Jasper Snoek","23 February, 2018",ICLR 2018
3027,Learning to Pour,"Yongqiang Huang, Yu Sun","24 May, 2017",
3028,Hybrid Recommender Systems: A Systematic Literature Review,"Erion ano, Maurizio Morisio","12 January, 2019","Intelligent Data Analysis, vol. 21, no. 6, pp. 1487-1524, 2017"
3029,Exploration Conscious Reinforcement Learning Revisited,"Lior Shani, Yonathan Efroni, Shie Mannor","29 January, 2019",
3030,Learning Extreme Hummingbird Maneuvers on Flapping Wing Robots,"Fan Fei, Zhan Tu, Jian Zhang, Xinyan Deng","25 February, 2019",
3031,"Multiple testing, uncertainty and realistic pictures","Mikhail A. Langovoy, Olaf Wittich","23 February, 2011",
3032,A review of single-source unsupervised domain adaptation,"Wouter M. Kouw, Marco Loog","16 January, 2019",
3033,Deep Air Quality Forecasting Using Hybrid Deep Learning Framework,"Shengdong Du, Tianrui Li, Yan Yang, Shi-Jinn Horng","19 March, 2019",
3034,Finding Bottlenecks: Predicting Student Attrition with Unsupervised Classifier,"Seyed Sajjadi, Bruce Shapiro, Christopher McKinlay, Allen Sarkisyan, Carol Shubin, Efunwande Osoba","7 May, 2017",
3035,Are Learned Molecular Representations Ready For Prime Time?,"Kevin Yang, Kyle Swanson, Wengong Jin, Connor Coley, Philipp Eiden, Hua Gao, Angel Guzman-Perez, Timothy Hopper, Brian Kelley, Miriam Mathea, Andrew Palmer, Volker Settels, Tommi Jaakkola, Klavs Jensen, Regina Barzilay","2 April, 2019",
3036,A simpler condition for consistency of a kernel independence test,Arthur Gretton,"24 January, 2015",
3037,CodedReduce: A Fast and Robust Framework for Gradient Aggregation in Distributed Learning,"Amirhossein Reisizadeh, Saurav Prakash, Ramtin Pedarsani, Amir Salman Avestimehr","5 February, 2019",
3038,Interpretable Discovery in Large Image Data Sets,"Kiri L. Wagstaff, Jake Lee","21 June, 2018",
3039,Differentially Private Fair Learning,"Matthew Jagielski, Michael Kearns, Jieming Mao, Alina Oprea, Aaron Roth, Saeed Sharifi-Malvajerdi, Jonathan Ullman","5 February, 2019",
3040,Adaptive Sensing for Learning Nonstationary Environment Models,"Sahil Garg, Amarjeet Singh, Fabio Ramos","26 April, 2018",
3041,Information Extraction Under Privacy Constraints,"Shahab Asoodeh, Mario Diaz, Fady Alajaji, Tams Linder","17 January, 2016",
3042,Structured Neural Summarization,"Patrick Fernandes, Miltiadis Allamanis, Marc Brockschmidt","20 February, 2019",
3043,Personalized Survival Predictions for Cardiac Transplantation via Trees of Predictors,"J. Yoon, W. R. Zame, A. Banerjee, M. Cadeiras, A. M. Alaa, M. van der Schaar","11 April, 2017",
3044,A Semantic Matching Energy Function for Learning with Multi-relational Data,"Xavier Glorot, Antoine Bordes, Jason Weston, Yoshua Bengio","21 March, 2013",
3045,Smoothed Online Optimization for Regression and Control,"Gautam Goel, Adam Wierman","4 April, 2019",
3046,Deep Learning for Ontology Reasoning,"Patrick Hohenecker, Thomas Lukasiewicz","29 May, 2017",
3047,A Unified Analysis of Stochastic Optimization Methods Using Jump System Theory and Quadratic Constraints,"Bin Hu, Peter Seiler, Anders Rantzer","25 June, 2017",
3048,False Discovery Rate Control and Statistical Quality Assessment of Annotators in Crowdsourced Ranking,"Qianqian Xu, Jiechao Xiong, Xiaochun Cao, Yuan Yao","16 June, 2016",
3049,Beyond Confidence Regions: Tight Bayesian Ambiguity Sets for Robust MDPs,"Marek Petrik, Reazul Hasan Russell","20 February, 2019",
3050,A pragmatic approach to multi-class classification,"Thomas Kopinski, Stphane Magand, Uwe Handmann, Alexander Gepperth","6 January, 2016",
3051,Clinical Concept Embeddings Learned from Massive Sources of Multimodal Medical Data,"Andrew L. Beam, Benjamin Kompa, Inbar Fried, Nathan P. Palmer, Xu Shi, Tianxi Cai, Isaac S. Kohane","18 May, 2018",
3052,Stochastic Gradient Descent on Highly-Parallel Architectures,"Yujing Ma, Florin Rusu, Martin Torres","24 February, 2018",
3053,The Power of Depth for Feedforward Neural Networks,"Ronen Eldan, Ohad Shamir","8 May, 2016",
3054,Hybrid Macro/Micro Level Backpropagation for Training Deep Spiking Neural Networks,"Yingyezhe Jin, Wenrui Zhang, Peng Li","19 January, 2019",
3055,Parametric Return Density Estimation for Reinforcement Learning,"Tetsuro Morimura, Masashi Sugiyama, Hisashi Kashima, Hirotaka Hachiya, Toshiyuki Tanaka","15 March, 2012",
3056,Classifying Documents within Multiple Hierarchical Datasets using Multi-Task Learning,"Azad Naik, Anveshi Charuvaka, Huzefa Rangwala","5 June, 2017",
3057,Physical Adversarial Attacks Against End-to-End Autoencoder Communication Systems,"Meysam Sadeghi, Erik G. Larsson","22 February, 2019",
3058,The block-Poisson estimator for optimally tuned exact subsampling MCMC,"Matias Quiroz, Minh-Ngoc Tran, Mattias Villani, Robert Kohn, Khue-Dung Dang","10 April, 2018",
3059,Posterior Dispersion Indices,"Alp Kucukelbir, David M. Blei","24 May, 2016",
3060,A Generative Modeling Approach to Limited Channel ECG Classification,"Deepta Rajan, Jayaraman J. Thiagarajan","13 June, 2018",
3061,Near-Data Processing for Differentiable Machine Learning Models,"Hyeokjun Choe, Seil Lee, Hyunha Nam, Seongsik Park, Seijoon Kim, Eui-Young Chung, Sungroh Yoon","27 April, 2017",
3062,Discovering and Removing Exogenous State Variables and Rewards for Reinforcement Learning,"Thomas G. Dietterich, George Trimponias, Zhitang Chen","5 June, 2018",
3063,DIR-ST$^2$: Delineation of Imprecise Regions Using Spatio--Temporal--Textual Information,"Cong Tran, Won-Yong Shin, Sang-Il Choi","9 June, 2018",
3064,Factorized Topic Models,"Cheng Zhang, Carl Henrik Ek, Andreas Damianou, Hedvig Kjellstrom","23 April, 2013",
3065,On the Theory of Variance Reduction for Stochastic Gradient Monte Carlo,"Niladri S. Chatterji, Nicolas Flammarion, Yi-An Ma, Peter L. Bartlett, Michael I. Jordan","15 February, 2018",
3066,Scaling of Model Approximation Errors and Expected Entropy Distances,"Guido F. Montufar, Johannes Rauh","25 February, 2013","Kybernetika 50 (2014) 2, p. 234-245"
3067,"Bridging the gap between regret minimization and best arm identification, with application to A/B tests","Rmy Degenne, Thomas Nedelec, Clment Calauznes, Vianney Perchet","26 February, 2019",AISTATS 2019 proceedings
3068,Semiparametric correction for endogenous truncation bias with Vox Populi based participation decision,"Nir Billfeld, Moshe Kim","17 February, 2019","IEEE Access, 7, 12114-12132"
3069,Seeded Graph Matching,"Donniell E. Fishkind, Sancar Adali, Heather G. Patsolic, Lingyao Meng, Digvijay Singh, Vince Lyzinski, Carey E. Priebe","10 April, 2018",
3070,Adapting Mask-RCNN for Automatic Nucleus Segmentation,Jeremiah W. Johnson,"1 May, 2018",
3071,"Deep k-Nearest Neighbors: Towards Confident, Interpretable and Robust Deep Learning","Nicolas Papernot, Patrick McDaniel","13 March, 2018",
3072,Credibility evaluation of income data with hierarchical correlation reconstruction,"Jarek Duda, Adam Szulc","8 January, 2019",
3073,Distributed Convolutional Dictionary Learning (DiCoDiLe): Pattern Discovery in Large Images and Signals,"Thomas Moreau, Alexandre Gramfort","26 January, 2019",
3074,Robust Adversarial Learning via Sparsifying Front Ends,"Soorya Gopalakrishnan, Zhinus Marzi, Upamanyu Madhow, Ramtin Pedarsani","22 March, 2019",
3075,Mixed Uncertainty Sets for Robust Combinatorial Optimization,"Trivikram Dokka, Marc Goerigk, Rahul Roy","21 January, 2019",
3076,Typed Graph Networks,"Marcelo O. R. Prates, Pedro H. C. Avelar, Henrique Lemos, Marco Gori, Luis Lamb","24 February, 2019",
3077,Improving Negative Sampling for Word Representation using Self-embedded Features,"Long Chen, Fajie Yuan, Joemon M. Jose, Weinan Zhang","26 June, 2018",
3078,Inverse Reinforcement Learning with Gaussian Process,"Qifeng Qiao, Peter A. Beling","21 January, 2013",
3079,Auto-JacoBin: Auto-encoder Jacobian Binary Hashing,"Xiping Fu, Brendan McCane, Steven Mills, Michael Albert, Lech Szymanski","1 March, 2016",
3080,Deep Forest,"Zhi-Hua Zhou, Ji Feng","14 May, 2018",
3081,Machine Learning for Predictive Analytics of Compute Cluster Jobs,"Dan Andresen, William Hsu, Huichen Yang, Adedolapo Okanlawon","19 May, 2018",
3082,On the Power of Learning from $k$-Wise Queries,"Vitaly Feldman, Badih Ghazi","28 February, 2017",
3083,A geometry-inspired decision-based attack,"Yujia Liu, Seyed-Mohsen Moosavi-Dezfooli, Pascal Frossard","26 March, 2019",
3084,Learning Localized Spatio-Temporal Models From Streaming Data,"Muhammad Osama, Dave Zachariah, Thomas B. Schn","22 June, 2018",
3085,"Momentum and Stochastic Momentum for Stochastic Gradient, Newton, Proximal Point and Subspace Descent Methods","Nicolas Loizou, Peter Richtrik","28 March, 2018",
3086,Trust Region Policy Optimization for POMDPs,"Kamyar Azizzadenesheli, Manish Kumar Bera, Animashree Anandkumar","24 January, 2019",
3087,Randomized Approximation of the Gram Matrix: Exact Computation and Probabilistic Bounds,"John T. Holodnak, Ilse C. F. Ipsen","15 May, 2014",
3088,Towards minimax policies for online linear optimization with bandit feedback,"Sbastien Bubeck, Nicol Cesa-Bianchi, Sham M. Kakade","14 February, 2012",
3089,Hierarchical Reinforcement Learning: Approximating Optimal Discounted TSP Using Local Policies,"Tom Zahavy, Avinatan Hasidim, Haim Kaplan, Yishay Mansour","13 March, 2018",
3090,Extreme Learning Machine for Graph Signal Processing,"Arun Venkitaraman, Saikat Chatterjee, Peter Hndel","12 March, 2018",
3091,Liquid Splash Modeling with Neural Networks,"Kiwon Um, Xiangyu Hu, Nils Thuerey","26 June, 2018",
3092,Deep Convolutional Framelets: A General Deep Learning Framework for Inverse Problems,"Jong Chul Ye, Yoseob Han, Eunju Cha","25 January, 2018",
3093,Convolutional Tables Ensemble: classification in microseconds,"Aharon Bar-Hillel, Eyal Krupka, Noam Bloom","14 February, 2016",
3094,A New Geometric Approach to Latent Topic Modeling and Discovery,"Weicong Ding, Mohammad H. Rohban, Prakash Ishwar, Venkatesh Saligrama","4 January, 2013",
3095,Deep Convolutional Neural Networks for Map-Type Classification,"Xiran Zhou, Wenwen Li, Samantha T. Arundel, Jun Liu","25 May, 2018",
3096,"Efficient, sparse representation of manifold distance matrices for classical scaling","Javier S. Turek, Alexander Huth","29 March, 2018",
3097,Personalized Federated Search at LinkedIn,"Dhruv Arya, Viet Ha-Thuc, Shakti Sinha","16 February, 2016",
3098,End to End Learning for Self-Driving Cars,"Mariusz Bojarski, Davide Del Testa, Daniel Dworakowski, Bernhard Firner, Beat Flepp, Prasoon Goyal, Lawrence D. Jackel, Mathew Monfort, Urs Muller, Jiakai Zhang, Xin Zhang, Jake Zhao, Karol Zieba","25 April, 2016",
3099,Hotels-50K: A Global Hotel Recognition Dataset,"Abby Stylianou, Hong Xuan, Maya Shende, Jonathan Brandt, Richard Souvenir, Robert Pless","26 January, 2019",
