ID,Title,Authors,Date,Journal-ref
3445,Removing the Feature Correlation Effect of Multiplicative Noise,"Zijun Zhang, Yining Zhang, Zongpeng Li",December 2018,Neurips 2018
3446,Maximum-Entropy Fine Grained Classification,"Abhimanyu Dubey, Otkrist Gupta, Ramesh Raskar, Nikhil Naik",December 2018,Neurips 2018
3447,On Learning Markov Chains,"Yi HAO, Alon Orlitsky, Venkatadheeraj Pichapati",December 2018,Neurips 2018
3448,A Neural Compositional Paradigm for Image Captioning,"Bo Dai, Sanja Fidler, Dahua Lin",December 2018,Neurips 2018
3449,Quantifying Learning Guarantees for Convex but Inconsistent Surrogates,"Kirill Struminsky, Simon Lacoste-Julien, Anton Osokin",December 2018,Neurips 2018
3450,Dialog-based Interactive Image Retrieval,"Xiaoxiao Guo, Hui Wu, Yu Cheng, Steven Rennie, Gerald Tesauro, Rogerio Feris",December 2018,Neurips 2018
3451,SPIDER: Near-Optimal Non-Convex Optimization via Stochastic Path-Integrated Differential Estimator,"Cong Fang, Chris Junchi Li, Zhouchen Lin, Tong Zhang",December 2018,Neurips 2018
3452,Are GANs Created Equal? A Large-Scale Study,"Mario Lucic, Karol Kurach, Marcin Michalski, Sylvain Gelly, Olivier Bousquet",December 2018,Neurips 2018
3453,Learning Disentangled Joint Continuous and Discrete Representations,Emilien Dupont,December 2018,Neurips 2018
3454,TADAM: Task dependent adaptive metric for improved few-shot learning,"Boris Oreshkin, Pau Rodrguez Lpez, Alexandre Lacoste",December 2018,Neurips 2018
3455,"Do Less, Get More: Streaming Submodular Maximization with Subsampling","Moran Feldman, Amin Karbasi, Ehsan Kazemi",December 2018,Neurips 2018
3456,Deep Neural Nets with Interpolating Function as Output Activation,"Bao Wang, Xiyang Luo, Zhen Li, Wei Zhu, Zuoqiang Shi, Stanley Osher",December 2018,Neurips 2018
3457,"FishNet: A Versatile Backbone for Image, Region, and Pixel Level Prediction","Shuyang Sun, Jiangmiao Pang, Jianping Shi, Shuai Yi, Wanli Ouyang",December 2018,Neurips 2018
3458,Visual Memory for Robust Path Following,"Ashish Kumar, Saurabh Gupta, David Fouhey, Sergey Levine, Jitendra Malik",December 2018,Neurips 2018
3459,KDGAN: Knowledge Distillation with Generative Adversarial Networks,"Xiaojie Wang, Rui Zhang, Yu Sun, Jianzhong Qi",December 2018,Neurips 2018
3460,Long short-term memory and Learning-to-learn in networks of spiking neurons,"Guillaume Bellec, Darjan Salaj, Anand Subramoney, Robert Legenstein, Wolfgang Maass",December 2018,Neurips 2018
3461,Greedy Hash: Towards Fast Optimization for Accurate Hash Coding in CNN,"Shupeng Su, Chao Zhang, Kai Han, Yonghong Tian",December 2018,Neurips 2018
3462,Informative Features for Model Comparison,"Wittawat Jitkrittum, Heishiro Kanagawa, Patsorn Sangkloy, James Hays, Bernhard Schlkopf, Arthur Gretton",December 2018,Neurips 2018
3463,PointCNN: Convolution On X-Transformed Points,"Yangyan Li, Rui Bu, Mingchao Sun, Wei Wu, Xinhan Di, Baoquan Chen",December 2018,Neurips 2018
3464,Connectionist Temporal Classification with Maximum Entropy Regularization,"Hu Liu, Sheng Jin, Changshui Zhang",December 2018,Neurips 2018
3465,Large Margin Deep Networks for Classification,"Gamaleldin Elsayed, Dilip Krishnan, Hossein Mobahi, Kevin Regan, Samy Bengio",December 2018,Neurips 2018
3466,Generalizing Graph Matching beyond Quadratic Assignment Model,"Tianshu Yu, Junchi Yan, Yilin Wang, Wei Liu, baoxin Li",December 2018,Neurips 2018
3467,Solving Large Sequential Games with the Excessive Gap Technique,"Christian Kroer, Gabriele Farina, Tuomas Sandholm",December 2018,Neurips 2018
3468,Discrimination-aware Channel Pruning for Deep Neural Networks,"Zhuangwei Zhuang, Mingkui Tan, Bohan Zhuang, Jing Liu, Yong Guo, Qingyao Wu, Junzhou Huang, Jinhui Zhu",December 2018,Neurips 2018
3469,On the Dimensionality of Word Embedding,"Zi Yin, Yuanyuan Shen",December 2018,Neurips 2018
3470,Reinforced Continual Learning,"Ju Xu, Zhanxing Zhu",December 2018,Neurips 2018
3471,Uncertainty-Aware Attention for Reliable Interpretation and Prediction,"Jay Heo, Hae Beom Lee, Saehoon Kim, Juho Lee, Kwang Joon Kim, Eunho Yang, Sung Ju Hwang",December 2018,Neurips 2018
3472,DropMax: Adaptive Variational Softmax,"Hae Beom Lee, Juho Lee, Saehoon Kim, Eunho Yang, Sung Ju Hwang",December 2018,Neurips 2018
3473,Posterior Concentration for Sparse Deep Learning,"Veronika Rockova, nicholas polson",December 2018,Neurips 2018
3474,A flexible model for training action localization with varying levels of supervision,"Guilhem Chron, Jean-Baptiste Alayrac, Ivan Laptev, Cordelia Schmid",December 2018,Neurips 2018
3475,A Deep Bayesian Policy Reuse Approach Against Non-Stationary Agents,"YAN ZHENG, Zhaopeng Meng, Jianye Hao, Zongzhang Zhang, Tianpei Yang, Changjie Fan",December 2018,Neurips 2018
3476,Empirical Risk Minimization in Non-interactive Local Differential Privacy Revisited,"Di Wang, Marco Gaboardi, Jinhui Xu",December 2018,Neurips 2018
3477,Low-shot Learning via Covariance-Preserving Adversarial Augmentation Networks,"Hang Gao, Zheng Shou, Alireza Zareian, Hanwang Zhang, Shih-Fu Chang",December 2018,Neurips 2018
3478,Learning semantic similarity in a continuous space,Michel Deudon,December 2018,Neurips 2018
3479,MetaReg: Towards Domain Generalization using Meta-Regularization,"Yogesh Balaji, Swami Sankaranarayanan, Rama Chellappa",December 2018,Neurips 2018
3480,Boosted Sparse and Low-Rank Tensor Regression,"Lifang He, Kun Chen, Wanwan Xu, Jiayu Zhou, Fei Wang",December 2018,Neurips 2018
3481,Domain-Invariant Projection Learning for Zero-Shot Recognition,"An Zhao, Mingyu Ding, Jiechao Guan, Zhiwu Lu, Tao Xiang, Ji-Rong Wen",December 2018,Neurips 2018
3482,Neural-Symbolic VQA: Disentangling Reasoning from Vision and Language Understanding,"Kexin Yi, Jiajun Wu, Chuang Gan, Antonio Torralba, Pushmeet Kohli, Josh Tenenbaum",December 2018,Neurips 2018
3483,Frequency-Domain Dynamic Pruning for Convolutional Neural Networks,"Zhenhua Liu, Jizheng Xu, Xiulian Peng, Ruiqin Xiong",December 2018,Neurips 2018
3484,Quadratic Decomposable Submodular Function Minimization,"Pan Li, Niao He, Olgica Milenkovic",December 2018,Neurips 2018
3485,A Block Coordinate Ascent Algorithm for Mean-Variance Optimization,"Tengyang Xie, Bo Liu, Yangyang Xu, Mohammad Ghavamzadeh, Yinlam Chow, Daoming Lyu, Daesub Yoon",December 2018,Neurips 2018
3486,-regression with Heavy-tailed Distributions,"Lijun Zhang, Zhi-Hua Zhou",December 2018,Neurips 2018
3487,Neural Nearest Neighbors Networks,"Tobias Pltz, Stefan Roth",December 2018,Neurips 2018
3488,Efficient nonmyopic batch active search,"Shali Jiang, Gustavo Malkomes, Matthew Abbott, Benjamin Moseley, Roman Garnett",December 2018,Neurips 2018
3489,A Game-Theoretic Approach to Recommendation Systems with Strategic Content Providers,"Omer Ben-Porat, Moshe Tennenholtz",December 2018,Neurips 2018
3490,Interactive Structure Learning with Structural Query-by-Committee,"Christopher Tosh, Sanjoy Dasgupta",December 2018,Neurips 2018
3491,Global Geometry of Multichannel Sparse Blind Deconvolution on the Sphere,"Yanjun Li, Yoram Bresler",December 2018,Neurips 2018
3492,Video-to-Video Synthesis,"Ting-Chun Wang, Ming-Yu Liu, Jun-Yan Zhu, Guilin Liu, Andrew Tao, Jan Kautz, Bryan Catanzaro",December 2018,Neurips 2018
3493,How To Make the Gradients Small Stochastically: Even Faster Convex and Nonconvex SGD,Zeyuan Allen-Zhu,December 2018,Neurips 2018
3494,Synthesized Policies for Transfer and Adaptation across Tasks and Environments,"Hexiang Hu, Liyu Chen, Boqing Gong, Fei Sha",December 2018,Neurips 2018
3495,Adversarial vulnerability for any classifier,"Alhussein Fawzi, Hamza Fawzi, Omar Fawzi",December 2018,Neurips 2018
3496,Evolution-Guided Policy Gradient in Reinforcement Learning,"Shauharda Khadka, Kagan Tumer",December 2018,Neurips 2018
3497,Toddler-Inspired Visual Object Learning,"Sven Bambach, David Crandall, Linda Smith, Chen Yu",December 2018,Neurips 2018
3498,"Alternating optimization of decision trees, with application to learning sparse oblique trees","Miguel A. Carreira-Perpinan, Pooya Tavallali",December 2018,Neurips 2018
3499,FD-GAN: Pose-guided Feature Distilling GAN for Robust Person Re-identification,"Yixiao Ge, Zhuowan Li, Haiyu Zhao, Guojun Yin, Shuai Yi, Xiaogang Wang, hongsheng Li",December 2018,Neurips 2018
3500,New Insight into Hybrid Stochastic Gradient Descent: Beyond With-Replacement Sampling and Convexity,"Pan Zhou, Xiaotong Yuan, Jiashi Feng",December 2018,Neurips 2018
3501,The Lingering of Gradients: How to Reuse Gradients Over Time,"Zeyuan Allen-Zhu, David Simchi-Levi, Xinshang Wang",December 2018,Neurips 2018
3502,Unsupervised Learning of View-invariant Action Representations,"Junnan Li, Yongkang Wong, Qi Zhao, Mohan Kankanhalli",December 2018,Neurips 2018
3503,Fairness Behind a Veil of Ignorance: A Welfare Analysis for Automated Decision Making,"Hoda Heidari, Claudio Ferrari, Krishna Gummadi, Andreas Krause",December 2018,Neurips 2018
3504,Global Gated Mixture of Second-order Pooling for Improving Deep Convolutional Neural Networks,"Qilong Wang, Zilin Gao, Jiangtao Xie, Wangmeng Zuo, Peihua Li",December 2018,Neurips 2018
3505,Image-to-image translation for cross-domain disentanglement,"Abel Gonzalez-Garcia, Joost van de Weijer, Yoshua Bengio",December 2018,Neurips 2018
3506,Gradient Sparsification for Communication-Efficient Distributed Optimization,"Jianqiao Wangni, Jialei Wang, Ji Liu, Tong Zhang",December 2018,Neurips 2018
3507,Revisiting Multi-Task Learning with ROCK: a Deep Residual Auxiliary Block for Visual Detection,"Taylor Mordan, Nicolas THOME, Gilles Henaff, Matthieu Cord",December 2018,Neurips 2018
3508,Adaptive Online Learning in Dynamic Environments,"Lijun Zhang, Shiyin Lu, Zhi-Hua Zhou",December 2018,Neurips 2018
3509,FRAGE: Frequency-Agnostic Word Representation,"Chengyue Gong, Di He, Xu Tan, Tao Qin, Liwei Wang, Tie-Yan Liu",December 2018,Neurips 2018
3510,Generative Neural Machine Translation,"Harshil Shah, David Barber",December 2018,Neurips 2018
3511,Found Graph Data and Planted Vertex Covers,"Austin R. Benson, Jon Kleinberg",December 2018,Neurips 2018
3512,Joint Active Feature Acquisition and Classification with Variable-Size Set Encoding,"Hajin Shim, Sung Ju Hwang, Eunho Yang",December 2018,Neurips 2018
3513,Regularization Learning Networks: Deep Learning for Tabular Datasets,"Ira Shavitt, Eran Segal",December 2018,Neurips 2018
3514,Multitask Boosting for Survival Analysis with Competing Risks,"Alexis Bellot, Mihaela van der Schaar",December 2018,Neurips 2018
3515,Geometry Based Data Generation,"Ofir Lindenbaum, Jay Stanley, Guy Wolf, Smita Krishnaswamy",December 2018,Neurips 2018
3516,SLAYER: Spike Layer Error Reassignment in Time,"Sumit Bam Shrestha, Garrick Orchard",December 2018,Neurips 2018
3517,On Oracle-Efficient PAC RL with Rich Observations,"Christoph Dann, Nan Jiang, Akshay Krishnamurthy, Alekh Agarwal, John Langford, Robert E. Schapire",December 2018,Neurips 2018
3518,Gradient Descent for Spiking Neural Networks,"Dongsung Huh, Terrence J. Sejnowski",December 2018,Neurips 2018
3519,Generalizing Tree Probability Estimation via Bayesian Networks,"Cheng Zhang, Frederick A Matsen IV",December 2018,Neurips 2018
3520,Where Do You Think You're Going?: Inferring Beliefs about Dynamics from Behavior,"Sid Reddy, Anca Dragan, Sergey Levine",December 2018,Neurips 2018
3521,Designing by Training: Acceleration Neural Network for Fast High-Dimensional Convolution,"Longquan Dai, Liang Tang, Yuan Xie, Jinhui Tang",December 2018,Neurips 2018
3522,Understanding the Role of Adaptivity in Machine Teaching: The Case of Version Space Learners,"Yuxin Chen, Adish Singla, Oisin Mac Aodha, Pietro Perona, Yisong Yue",December 2018,Neurips 2018
3523,A loss framework for calibrated anomaly detection,,December 2018,Neurips 2018
3524,PacGAN: The power of two samples in generative adversarial networks,"Zinan Lin, Ashish Khetan, Giulia Fanti, Sewoong Oh",December 2018,Neurips 2018
3525,Variational Memory Encoder-Decoder,"Hung Le, Truyen Tran, Thin Nguyen, Svetha Venkatesh",December 2018,Neurips 2018
3526,Stochastic Composite Mirror Descent: Optimal Bounds with High Probabilities,"Yunwen Lei, Ke Tang",December 2018,Neurips 2018
3527,Hybrid Retrieval-Generation Reinforced Agent for Medical Image Report Generation,"Yuan Li, Xiaodan Liang, Zhiting Hu, Eric P. Xing",December 2018,Neurips 2018
3528,Overcoming Language Priors in Visual Question Answering with Adversarial Regularization,"Sainandan Ramakrishnan, Aishwarya Agrawal, Stefan Lee",December 2018,Neurips 2018
3529,Hybrid Knowledge Routed Modules for Large-scale Object Detection,"ChenHan Jiang, Hang Xu, Xiaodan Liang, Liang Lin",December 2018,Neurips 2018
3530,Bilinear Attention Networks,"Jin-Hwa Kim, Jaehyun Jun, Byoung-Tak Zhang",December 2018,Neurips 2018
3531,Parsimonious Quantile Regression of Financial Asset Tail Dynamics via Sequential Learning,"Xing Yan, Weizhong Zhang, Lin Ma, Wei Liu, Qi Wu",December 2018,Neurips 2018
3532,Multi-Class Learning: From Theory to Algorithm,"Jian Li, Yong Liu, Rong Yin, Hua Zhang, Lizhong Ding, Weiping Wang",December 2018,Neurips 2018
3533,Multivariate Time Series Imputation with Generative Adversarial Networks,"Yonghong Luo, Xiangrui Cai, Ying ZHANG, Jun Xu, Yuan xiaojie",December 2018,Neurips 2018
3534,Learning Versatile Filters for Efficient Convolutional Neural Networks,"Yunhe Wang, Chang Xu, Chunjing XU, Chao Xu, Dacheng Tao",December 2018,Neurips 2018
3535,Accelerated Stochastic Matrix Inversion: General Theory and Speeding up BFGS Rules for Faster Second-Order Optimization,"Robert Gower, Filip Hanzely, Peter Richtarik, Sebastian U. Stich",December 2018,Neurips 2018
3536,DifNet: Semantic Segmentation by Diffusion Networks,"Peng Jiang, Fanglin Gu, Yunhai Wang, Changhe Tu, Baoquan Chen",December 2018,Neurips 2018
3537,Conditional Adversarial Domain Adaptation,"Mingsheng Long, ZHANGJIE CAO, Jianmin Wang, Michael I. Jordan",December 2018,Neurips 2018
3538,Neighbourhood Consensus Networks,"Ignacio Rocco, Mircea Cimpoi, Relja Arandjelovi, Akihiko Torii, Tomas Pajdla, Josef Sivic",December 2018,Neurips 2018
3539,Relating Leverage Scores and Density using Regularized Christoffel Functions,"Edouard Pauwels, Francis Bach, Jean-Philippe Vert",December 2018,Neurips 2018
3540,Non-Local Recurrent Network for Image Restoration,"Ding Liu, Bihan Wen, Yuchen Fan, Chen Change Loy, Thomas S. Huang",December 2018,Neurips 2018
3541,Bayesian Semi-supervised Learning with Graph Gaussian Processes,"Yin Cheng Ng, Nicol Colombo, Ricardo Silva",December 2018,Neurips 2018
3542,Foreground Clustering for Joint Segmentation and Localization in Videos and Images,Abhishek Sharma,December 2018,Neurips 2018
3543,Video Prediction via Selective Sampling,"Jingwei Xu, Bingbing Ni, Xiaokang Yang",December 2018,Neurips 2018
3544,Distilled Wasserstein Learning for Word Embedding and Topic Modeling,"Hongteng Xu, Wenlin Wang, Wei Liu, Lawrence Carin",December 2018,Neurips 2018
3545,Learning to Exploit Stability for 3D Scene Parsing,"Yilun Du, Zhijian Liu, Hector Basevi, Ales Leonardis, Bill Freeman, Josh Tenenbaum, Jiajun Wu",December 2018,Neurips 2018
3546,Neural Guided Constraint Logic Programming for Program Synthesis,"Lisa Zhang, Gregory Rosenblatt, Ethan Fetaya, Renjie Liao, William Byrd, Matthew Might, Raquel Urtasun, Richard Zemel",December 2018,Neurips 2018
3547,Genetic-Gated Networks for Deep Reinforcement Learning,"Simyung Chang, John Yang, Jaeseok Choi, Nojun Kwak",December 2018,Neurips 2018
3548,Fighting Boredom in Recommender Systems with Linear Reinforcement Learning,"Romain WARLOP, Alessandro Lazaric, Jrmie Mary",December 2018,Neurips 2018
3549,Enhancing the Accuracy and Fairness of Human Decision Making,"Isabel Valera, Adish Singla, Manuel Gomez Rodriguez",December 2018,Neurips 2018
3550,Temporal Regularization for Markov Decision Process,"Pierre Thodoroff, Audrey Durand, Joelle Pineau, Doina Precup",December 2018,Neurips 2018
3551,The Pessimistic Limits and Possibilities of Margin-based Losses in Semi-supervised Learning,"Jesse Krijthe, Marco Loog",December 2018,Neurips 2018
3552,Simple random search of static linear policies is competitive for reinforcement learning,"Horia Mania, Aurelia Guy, Benjamin Recht",December 2018,Neurips 2018
3553,Generating Informative and Diverse Conversational Responses via Adversarial Information Maximization,"Yizhe Zhang, Michel Galley, Jianfeng Gao, Zhe Gan, Xiujun Li, Chris Brockett, Bill Dolan",December 2018,Neurips 2018
3554,Entropy and mutual information in models of deep neural networks,"Marylou Gabri, Andre Manoel, Clment Luneau, jean barbier, Nicolas Macris, Florent Krzakala, Lenka Zdeborov",December 2018,Neurips 2018
3555,Collaborative Learning for Deep Neural Networks,"Guocong Song, Wei Chai",December 2018,Neurips 2018
3556,High Dimensional Linear Regression using Lattice Basis Reduction,"Ilias Zadik, David Gamarnik",December 2018,Neurips 2018
3557,Symbolic Graph Reasoning Meets Convolutions,"Xiaodan Liang, Zhiting Hu, Hao Zhang, Liang Lin, Eric P. Xing",December 2018,Neurips 2018
3558,DVAE#: Discrete Variational Autoencoders with Relaxed Boltzmann Priors,"Arash Vahdat, Evgeny Andriyash, William Macready",December 2018,Neurips 2018
3559,Partially-Supervised Image Captioning,"Peter Anderson, Stephen Gould, Mark Johnson",December 2018,Neurips 2018
3560,3D-Aware Scene Manipulation via Inverse Graphics,"Shunyu Yao, Tzu Ming Hsu, Jun-Yan Zhu, Jiajun Wu, Antonio Torralba, Bill Freeman, Josh Tenenbaum",December 2018,Neurips 2018
3561,Random Feature Stein Discrepancies,"Jonathan Huggins, Lester Mackey",December 2018,Neurips 2018
3562,Distributed Stochastic Optimization via Adaptive SGD,"Ashok Cutkosky, Rbert Busa-Fekete",December 2018,Neurips 2018
3563,Precision and Recall for Time Series,"Nesime Tatbul, Tae Jun Lee, Stan Zdonik, Mejbah Alam, Justin Gottschlich",December 2018,Neurips 2018
3564,Deep Attentive Tracking via Reciprocative Learning,"Shi Pu, Yibing Song, Chao Ma, Honggang Zhang, Ming-Hsuan Yang",December 2018,Neurips 2018
