ID_A,ID_B,Flag,Title_A,Title_B,Year_A,Year_B,Authors_A,Authors_B
HRx56K1Wh7EJ,conf/sigmod/Cattell94,,Strength Reduction of Integer Division and Modulo Operations,ODMG-93: A Standard for Object-Oriented DBMSs,,1994,"S Amarasinghe, W Lee, B Greenwald",R Cattell
rjXtBHOlCRoJ,conf/vldb/ChaudhuriG99,,Collaborative Learning: People Laboring Together to Construct Knowledge,Evaluating Top-k Selection Queries,1998,1999,"JM Peters, JL Armstrong","S Chaudhuri, L Gravano"
url:http://www.csa.com/partners/viewrecord.php3Frequester3Dgs26collection3DTRD26recid3DN9210502AH,journals/sigmod/Franklin97b,,Photoinduced superconductivity in films of YBaCuO(Abstract Only),Editor's Notes,1991,1997,"E LAHDERANTA, VI KUDINOV, AI KIRILYUK, NM KREINES, ",M Franklin
kbm_SlyE8w4J,conf/vldb/ZhouLZLZJT01,,"KEr~ NARD, O. &amp; TAYLOR, R.(1983)",VXMLR: A Visual XML-Relational Database System,,2001,FH ALLEN,"A Zhou, H Lu, S Zheng, Y Liang, L Zhang, W Ji, Z Tian"
7sn25Wgcks0J,conf/vldb/LeeL96,,FaÃ§ade: modeling and rendering architecture from photographs,Further Improvements on Integrity Constraint Checking for Stratifiable Deductive Databases,,1996,"P Debevec, C Taylor, J Malik","S Lee, T Ling"
9zWVMfN0UcoJ,conf/vldb/LakshmananSS99,,Access control for collaborative systems,On Efficiently Implementing SchemaSQL on an SQL Database System,,1999,"H Shen, P Dewan","L Lakshmanan, F Sadri, S Subramanian"
WdncOkxwMtoJ,conf/vldb/PottingerB03,,Career Beginnings Impact Evaluation: Findings from a Program for Disadvantaged High School Students.,Merging Models Based on Given Correspondences,1990,2003,"G Cave, J Quint","R Pottinger, P Bernstein"
6I-EkPbpTGsJ,journals/sigmod/Keim96,,Dynamic versus static menus: an exploratory comparison,Pixel-oriented Database Visualizations,1989,1996,"J Mitchell, B Shneiderman",D Keim
efCRu3ltBxUJ,journals/tods/PolyzoisG94,,"Physical impacts of explosions on marine mammals and turtles. Appendix D, Final environmental impact ",Evaluation of Remote Backup Algorithms for Transaction-Processing Systems,,1994,JC Craig Jr,"C Polyzois, H Garcia-Molina"
ImLlsJaH0VUJ,conf/sigmod/BunemanDHS96,,"Analysis, modeling and generation of self-similar VBR video trac",A Query Language and Optimization Techniques for Unstructured Data,,1996,"MW Garrett, W Willinger","P Buneman, S Davidson, G Hillebrand, D Suciu"
yTWAV_r7XawJ,conf/vldb/McKennaBHT96,,The Classical Priameifrom Homer to Boethius. 1982,EROC: A Toolkit for Building NEATO Query Optimizers,,1996,WH RACE,"W McKenna, L Burger, C Hoang, M Truong"
XlDUf0IFDocJ,conf/vldb/FerrandinaMZ94,,"Marital processes predictive of later dissolution: Behavior, physiology, and health",Implementing Lazy Database Updates for an Object Database System,1992,1994,"JM Gottman, RW Levenson","F Ferrandina, T Meyer, R Zicari"
qhIOMa1pk0gJ,conf/vldb/AnciauxBBPV01,,Fate of DNA replication fork encountering a single DNA lesion during oriC plasmid DNA replication in ,PicoDBMS: Validation and Experience,2003,2001,"K Higuchi, T Katayama, S Iwai, M Hidaka, T  ","N Anciaux, C Bobineau, L Bouganim, P Pucheral, P Valduriez"
tesnU3tUp_QJ,conf/sigmod/HristidisKP01,,Greedy Perimeter Stateless Routing,PREFER: A System for the Efficient Execution of Multi-parametric Ranked Queries,,2001,"B Karp, H Kung","V Hristidis, N Koudas, Y Papakonstantinou"
giur8UEXCtMJ,conf/sigmod/ChaudhuriMN98,,Ingredients of a green geography,Random Sampling for Histogram Construction: How much is enough?,,1998,I Simmons,"S Chaudhuri, R Motwani, V Narasayya"
_jSxPa86MM0J,conf/vldb/AdiBEY00,,Realtime learning and control using asynchronous dynamic programmming,Push Technology Personalization through Event Correlation,,2000,"AG Baro, SJ Bradtke, SP Singh","A Adi, D Botzer, O Etzion, T Yatzkar-Haham"
YNTNF1N0LNcJ,conf/vldb/DesslochM97,,A variable span scatterplot smoother. Laboratory for Computational Statistics,Integrating SQL Databases with Content-Specific Search Engines,1984,1997,JH Friedman,"S Deпloch, N Mattos"
rQKdWm1iVQgJ,conf/sigmod/CuiOTS03,,"Variables in interracial aggression: Anonymity, expected retaliation, and a riot",Contorting High Dimensional Data for Efficient Main Memory Processing,1972,2003,"E Donnerstein, M Donnerstein, S Simon, R Ditrichs","B Cui, B Ooi, J Su, K Tan"
aN-tOm8-GhYJ,journals/sigmod/BernsteinBCDFGGHHJLMNPSU98,,Solving elliptic problems using ELLPACK,The Asilomar Report on Database Research,1985,1998,"JR Rice, RF Boisvert","P Bernstein, M Brodie, S Ceri, D DeWitt, M Franklin, H Garcia-Molina, J Gray, G Held, J Hellerstein, H Jagadish, M Lesk, D Maier, J Naughton, H Pirahesh, M Stonebraker, J Ullman"
X2wHqlF02hsJ,conf/vldb/Bar-YossefBCFW00,,Theoretical pluralism and the construction of psychoanalytic knowledge,Approximating Aggregate Queries about Web Pages via Random Walks,,2000,D Tuckett,"Z Bar-Yossef, A Berg, S Chien, J Fakcharoenphol, D Weitz"
tLpAE7ZSkLsJ,journals/sigmod/Grefen02,,Implementing Abstract Objects with Inheritance in Datalogneg,What Will Be - Book Review,1997,2002,HM Jamil,
ysQ7aYMYIAcJ,conf/sigmod/AtzeniT97,,Op kop met de Balanced Scorecard,MDM: a Multiple-Data-Model Tool for the Management of Heterogeneous Database Schemes,,1997,"RS Kaplan, DP Norton","P Atzeni, R Torlone"
dx3lTV6KnpQJ,conf/vldb/KilgerM94,,A model-theoretic approach to updating incomplete databases,Indexing Multiple Sets,,1994,M Winslett,"C Kilger, G Moerkotte"
1lFevSxn4vsJ,conf/sigmod/ChanI99,,Starttime Fair Queueing: A Scheduling Algorithm for Integrated Services Packet Switching Networks,An Efficient Bitmap Encoding Scheme for Selection Queries,,1999,"P Gowal, HM Vin, H Cheng","C Chan, Y Ioannidis"
iE9zTEef684J,conf/vldb/ReuterCGSW95,,Saturnâ??s rings: pre-Cassini status and mission goals 2002 Sp. Sci. Rev,Databases and Workflow Management: What is it All About? (Panel),2001,1995,"JN Cuzzi, JE Colwell, LW Esposito, CC Porco, CE  ","A Reuter, S Ceri, J Gray, B Salzberg, G Weikum"
V5JQCf2HRkEJ,journals/sigmod/AilamakiG03,,Experimental results on QCD from CLEO II,Time management for new faculty,,2003,T Browder,"A Ailamaki, J Gehrke"
173qcCip5coJ,conf/sigmod/GionisGK01,,"Li., C., AND Vitter. J. 2001. Supporting incremental join queries on ranked inputs",Efficient and Tunable Similar Set Retrieval,,2001,"A Natsev, Y Chang, J Smith","A Gionis, D Gunopulos, N Koudas"
qmQPFMuE5mEJ,journals/sigmod/GottlobKP03a,,Campylobacter jejuni contains two Fur homologs: characterisation of iron-responsive regulation of  ,XPath processing in a nutshell,,2003,"AHM van Vliet, MLA Baillon, CW Penn, JM Ketley",
url:http://doi.wiley.com/10.1002/tl.112,conf/sigmod/StoltePAG03,,Problem-Based Learning in an MBA Economics Course: Confessions of a First-Time User,Scientific Data Repositories: Designing for a Moving Target,2003,2003,DC Sharp,"E Stolte, C Praun, G Alonso, T Gross"
OSKuqCLHuPQJ,conf/sigmod/WangSSZZW00,,A Framework for Translation of Nemeth Braille Code to La TEX: The MAVIS Project,An Approximate Search Engine for Structural Databases,,2000,"H Guo, A Karshmer, G Gupta, S Geiger, C Weaver","J Wang, X Wang, D Shasha, B Shapiro, K Zhang, X Zheng, Q Ma, Z Weinberg"
SZwq84m3bGYJ,conf/sigmod/MaratheS99,,Discovering marketing intelligence through online analytical web usage mining,Query Processing Techniques for Arrays,,1999,"A Buchner, M Mulvenna","A Marathe, K Salem"
qGyeewXnNgoJ,conf/vldb/LimWV03,,Opportunity Map: A Visualization Framework for Fast Identification of Actionable Knowledge,SASH: A Self-Adaptive Histogram Set for Dynamically Changing Workloads,2005,2003,"K Zhao, B Liu, TM Tirpak, W Xiao","L Lim, M Wang, J Vitter"
bwFtdY3aNmMJ,conf/vldb/AltinelBKMPR03,,Simulation of the pressure distribution in a spent nuclear fuel reprocessing Taylorâ??Couette device,Cache Tables: Paving the Way for an Adaptive Database Cache,,2003,"E Magere, MO Deville, K Atkhen, J Fontaine","M Altinel, C Bornhіvd, S Krishnamurthy, C Mohan, H Pirahesh, B Reinwald"
wMr7ruuljwkJ,conf/sigmod/ChakrabartiM99,,On the flux distribution in a onedimensional disordered system,Efficient Concurrency Control in Multidimensional Access Methods,1994,1999,"C Monthus, A Comtet","K Chakrabarti, S Mehrotra"
Ku4SJzlHfq0J,journals/vldb/C95a,,"Multiple criteria optimization: theory, computation, and application",Title,1986,1995,RE Steuer,
url:http://www.csa.com/partners/viewrecord.php3Frequester3Dgs26collection3DTRD26recid3D0014639CI,journals/sigmod/Aberer01a,,An ID-based signature scheme based upon Rabin's public key cryptosystem.,Book Review Column,1991,2001,"GE Lukes, CC Chang, CH Lin",K Aberer
1g03ZgCZpL8J,journals/sigmod/BerndtssonH96,,THE SEARCH FOR THE STANDARD MODEL HIGGS BOSON AT ALEPH,Workshop Report: The First International Workshop on Active and Real-Time Database Systems (ARTDB-95),2001,1996,PA MCNAMARA III,
0EJ9M4dKBSQJ,conf/vldb/OzsoyogluAAOUO02,,The Xerox Tragedy.,Sideway Value Algebra for Object-Relational Databases,2000,2002,PA Strassmann,"G жzsoyoglu, A Al-Hamdani, I Altingіvde, S жzel, ж Ulusoy, Z жzsoyoglu"
OgFqHuMDVhQJ,journals/vldb/LinJF94,,Case adaptation using an incomplete causal model,The TV-Tree: An Index Structure for High-Dimensional Data,1995,1994,"JD Hastings, LK Branting, JA Lockwood","K Lin, H Jagadish, C Faloutsos"
j55etJfmWdAJ,conf/vldb/DayalHL01,,Age and aerobic power: the rate of change in men and women,"Business Process Coordination: State of the Art, Trends, and Open Issues",1987,2001,"ER Buskirk, JL Hodgson","U Dayal, M Hsu, R Ladin"
s-Pa7wyG6kcJ,conf/vldb/SellisRF97,,Agency Theory: An Assessment and Review,Multidimensional Access Methods: Trees Have Grown Everywhere,1989,1997,KM Eisenhardt,"T Sellis, N Roussopoulos, C Faloutsos"
1RUNmtFT4x8J,conf/sigmod/Seshadri99,,Transport mechanisms in the choroid plexus,"``Honey, I Shrunk the DBMS'': Footprint, Mobility, and Beyond (Panel)",1974,1999,M Pollay,P Seshadri
PzEvEPIIhN8J,journals/sigmod/Bhashyam96,,â??A Multidatabase Transaction Model for Interbase â??in: Proc. of the 16th Int,"TCP-D - The Challenges, Issues and Results",,1996,"A Elmagarmid, Y Leu, W Litwin, M Rusinkiewicz",R Bhashyam
DV5eQBqfP_0J,conf/sigmod/LarsonG03,,Scanning electrochemical microscopy,Transparent Mid-Tier Database Caching in SQL Server,1992,2003,"AJ Bard, PR Unwin, DO Wipf, F Zhou","P Larson, J Goldstein, J Zhou"
Mf0O7BWgw8kJ,conf/sigmod/AltinelLKMPLWB02,,Investigating the response of offshore foundations in soft clay soils,DBCache: database caching for web application servers,,2002,"BW Byrne, MJ Cassidy","M Altinel, Q Luo, S Krishnamurthy, C Mohan, H Pirahesh, B Lindsay, H Woo, L Brown"
s_EJMVyii6wJ,conf/sigmod/Raghavan03,,LSL: a Link and Selector Language,Extracting and Exploiting Structure in Text Search,1976,2003,D Tsichritzis,P Raghavan
KDjhaevHJ-YJ,conf/vldb/FerrandinaMZ94,,Tools for information systems design and management,Implementing Lazy Database Updates for an Object Database System,,1994,"C Rolland, S Leifert, C Richard","F Ferrandina, T Meyer, R Zicari"
robZSxXm0h0J,conf/sigmod/HwangLYMMGCSS94,,Screening for vitamin D depletion,The MYRIAD Federated Database Prototype,1984,1994,AM Parfitt,"S Hwang, E Lim, H Yang, S Musukula, K Mediratta, M Ganesh, D Clements, J Stenoien, J Srivastava"
j5RmQ6M8GSUJ,conf/vldb/KietzRS97,,Data allocation in distributed systems,Mining Insurance Data at Swiss Life,,1997,P Apers,"J Kietz, U Reimer, M Staudt"
y3ZHJk2m3ikJ,conf/sigmod/SionAP03,,Blunt trauma to the heart: The pathophysiology of injury.,Rights Protection for Relational Data,1990,2003,"JG Nirgiotis, R Colon, MS Sweeney","R Sion, M Atallah, S Prabhakar"
2K6rhX16hXwJ,conf/vldb/Cluet03,,Supporting Global User Profiles Through Trusted Authorities,Who needs XML Databases?,2002,2003,I Cingil,S Cluet
#NAME?,conf/sigmod/MaheshwariL97,,IBM Strategy Looks to Custom Apps,Partitioned Garbage Collection of Large Object Store,,1997,M Vizard,"U Maheshwari, B Liskov"
1g0GVpuNu-sJ,conf/sigmod/MissikoffT94,,Keynote address-data abstraction and hierarchy,MOSAICO - A System for Conceptual Modeling and Rapid Prototyping of Object-Oriented Database Application,,1994,B Liskov,"M Missikoff, M Toiati"
hAy0CUKKX6gJ,conf/vldb/WuYCT95,,Host-Symbiont Conflict over the Mixing of Symbiotic Lineages,A Performance Study of Workfile Disk Management for Concurrent Mergesorts in a Multiprocessor Database System,1996,1995,SA Frank,"K Wu, P Yu, J Chung, J Teng"
NTgwXfmvscYJ,journals/vldb/ShanmugasundaramSBCLPR01,,From Chromosomal Aberrations to Genes: Linking the Cytogenetic and Sequence Maps of the Human Genome,Efficiently publishing relational data as XML documents,,2001,VG Cheungâ?¦,"J Shanmugasundaram, E Shekita, R Barr, M Carey, B Lindsay, H Pirahesh, B Reinwald"
2bzCwlKLslsJ,journals/vldb/PapazogluK97a,,High Power Test of a Proto-Type Tuning-Free Cavity with an All-Pass Network,Erratum: A Database Model for Object Dynamics,,1997,"T Rizawa, K Sato, H Tamura, M Yamamotoâ?¦","M Papazoglou, B Krфmer"
5_7GMrwEGdQJ,journals/sigmod/DadamK97,,LinkSelector: A Web Mining Approach to Hyperlink Selection for Web Portals,The Database and Information System Research Group at the University of Ulm,2004,1997,"X FANG, ORLIU SHENG","P Dadam, W Klas"
_1nDTUgGJCIJ,conf/vldb/ChaudhuriGS95,,Technological cooperation: A new type of relationship in the advance of National Innovation Systems,Retrieval of Composite Multimedia Objects,,1995,"JCF de Arroyabe, N Arranz","S Chaudhuri, S Ghandeharizadeh, C Shahabi"
b7hu6cCHZFMJ,journals/sigmod/Gaffney96,,Aspects of a high-performance parallel-architecture simulator,Illustra's Web DataBlade Module,,1996,EA Brewer,J Gaffney
p9JW2DR8zj8J,conf/vldb/BamfordAP99,,The LOOP Compiler for Java and JML,A Scalable and Highly Available Networked Database Architecture,2001,1999,"J van den Berg, B Jacobs","R Bamford, R Ahad, A Pruscino"
TPzN1SMTPqAJ,journals/vldb/BalkirO98,,Surgery for obstructive sleep apnoea,Delivering Presentations from Multimedia Servers,2000,1998,"SA Bridgman, KM Dunn","N Balkir, G жzsoyoglu"
fLlaYUN3KyAJ,conf/sigmod/ArasuBBDIRW03,,Semantics based synchronization in database systems,STREAM: The Stanford Stream Data Manager,1993,2003,V Krishnaswamy,"A Arasu, B Babcock, S Babu, M Datar, K Ito, I Nishizawa, J Rosenstein, J Widom"
url:http://portal.acm.org/ft_gateway.cfm3Fid3D14099126type3Dpdf26coll3DGUIDE26dl3DACM26CFID3D1111111126CFTOKEN3D2222222,conf/sigmod/MeccaAMMS98,,Semantic Optimization: What are Disjunctive Residues Useful for?,The Araneus Web-Base Management System,1992,1998,WLJ Kowarschick,"G Mecca, P Atzeni, A Masci, P Merialdo, G Sindoni"
3fE2TKDbelQJ,conf/vldb/JohnsonS94,,Horward. A complete axiomatization for functional and multivalued dependencies in database relations,2Q: A Low Overhead High Performance Buffer Management Replacement Algorithm,,1994,"C Beeri, R Fagin, H John","T Johnson, D Shasha"
i8fbiYIKnmsJ,conf/vldb/GehaniJR94,,this Court held that under the Constitution of the State of Florida a municipalityâ??s power to levy ,OdeFS: A File System Interface to an Object-Oriented Database,,1994,I Birdsong,"N Gehani, H Jagadish, W Roome"
g39HMDLUxp0J,conf/sigmod/HjaltasonS98,,Online Student Ratings: Will Students Respond?,Incremental Distance Join Algorithms for Spatial Databases,2003,1998,TD Johnson,"G Hjaltason, H Samet"
3tWt3eBsSnYJ,conf/vldb/IoannidisLGP96,,All About Me: A Personal Heritage Project,ZOO : A Desktop Experiment Management Environment,1999,1996,"S Czartoski, MG Hickey","Y Ioannidis, M Livny, S Gupta, N Ponnekanti"
u2cssKxthg4J,journals/sigmod/Elderini02,,Vector Supercomputers.,Letter to SIGMOD Record Editor,,2002,DJ Theis,N Elderini
wpaXuLZzQpsJ,journals/sigmod/BuchnerM98,,Temporal logic,Discovering Internet Marketing Intelligence through Online Analytical Web Usage Mining,1971,1998,"N Rescher, A Urquhart","A Bќchner, M Mulvenna"
OnEl5fZGeDYJ,conf/vldb/LiM01,,Peacekeeping and peace enforcement in Africa: methods of conflict prevention (2000),Indexing and Querying XML Data for Regular Path Expressions,,2001,RI Rotberg,"Q Li, B Moon"
url:http://doi.wiley.com/10.1002/he.9811,conf/vldb/RohmBSS02,,The Dean as Advocate For Change,FAS - A Freshness-Sensitive Coordination Middleware for a Cluster of OLAP Components,1997,2002,JJ McCoy,"U Rіhm, K Bіhm, H Schek, H Schuldt"
MOvQoZozEmcJ,conf/sigmod/GraySSU03,,Query processing and caching in tertiary memory,The Lowell Report,,2003,S Sarawagi,"J Gray, H Schek, M Stonebraker, J Ullman"
1IJ1Q8P3Iy8J,journals/tods/HjaltasonS03,,A unified constraint model for XML.,Index-driven similarity search in metric spaces,2002,2003,"W Fan, GM Kuper, J Simeon","G Hjaltason, H Samet"
ThLxMqqAxjIJ,conf/sigmod/Jhingran00,,"Ã?., Srivastava, D., and Tan, M., 1996, Semantic Data Caching and Replacement",Anatomy of a Real E-Commerce System,,2000,"S Dar, MJ Franklin, B JÃ³nsson",A Jhingran
ronnUMLbO-EJ,conf/vldb/ZhangL98,,An interview with the old man of floating-point. Feb. 1998,Buffering and Read-Ahead Strategies for External Mergesort,,1998,C Severance,"W Zhang, P Larson"
url:http://doi.wiley.com/10.1002/ace.105,conf/sigmod/BaruGLMPVC99,,Environmental Adult Education: Critique and Creativity in a Globalizing World,XML-Based Information Mediation with MIX,2003,1999,DE Clover,"C Baru, A Gupta, B Ludфscher, R Marciano, Y Papakonstantinou, P Velikhov, V Chu"
dexpQ-eZMSsJ,journals/sigmod/ACT-NET96,,Pergolide for levodopa-induced complications in Parkinsonâ??s disease,ACT-NET - The Active Database Management System Manifesto: A Rulebase of ADBMS Features,2000,1996,"CE Clarke, JM Speller",
sTDll-00yNwJ,conf/vldb/SarawagiBKM02,,Explaining the evidence: Tests of the story model for juror decision making,ALIAS: An Active Learning led Interactive Deduplication System,,2002,"N Pennington, R Hastie","S Sarawagi, A Bhamidipaty, A Kirpal, C Mouli"
rKIdcFtH4jUJ,conf/vldb/KoudasIM00,,Determining Relationships among Names in Heterogeneous Databases,Identifying Representative Trends in Massive Time Series Data Sets Using Sketches,1991,2000,"CT Yu, B Jia, W Sun, S Dao","P Indyk, N Koudas, S Muthukrishnan"
sfPe5ejjWYIJ,conf/vldb/ChakrabartiRS02,,A Protocol for Packet-Switching Voice Communication,Fast and Accurate Text Classification via Multiple Linear Discriminant Projections,,2002,D Cohen,"S Chakrabarti, S Roy, M Soundalgekar"
xo2zKXiW0dUJ,conf/vldb/Dayal99,,"Indigenous forest-dwelling communities in Indonesiaâ??s outer islands: livelihood, rights, and  ","Industrial Panel on Data Warehousing Technologies: Experiences, Challenges, and Directions",,1999,C Zerner,U Dayal
4LsML_VN-3YJ,journals/sigmod/BaaderJN97,,Use of Integrated Air Quality Management Tools in Urban Areas as an Improvement in Environmental  ,Intelligent Access to Heterogeneous Information Sources: Report on the 4th Workshop on Knowledge Representation Meets Databases,,1997,K Karatzas,
