ID_A,ID_B,Title_A,Title_B,Year_A,Year_B,Authors_A,Authors_B
O-TrhFwhKM8J,conf/sigmod/OConnellISWABCCLPWW96,A Content-Based Multimedia Server for Massively Parallel Architectures,A Content-Based Multimedia Server for Massively Parallel Architectures,,1996,"WO'Connell, IT Ieong, D Schrader, C Watson, G Au,  ","W O'Connell, I Ieong, D Schrader, C Watson, G Au, A Biliris, S Choo, P Colin, G Linderman, E Panagos, J Wang, T Walters"
LLIkm2GMqakJ,conf/sigmod/PhanN02,GEA: a toolkit for gene expression analysis,GEA: a toolkit for gene expression analysis,,2002,"JM Phan, RT Ng","J Phan, R Ng"
eZwzDZ7QhzoJ,conf/vldb/JiangSLB00,The BT-tree: A Branched and Temporal Access Method,The BT-tree: A Branched and Temporal Access Method,2000.0,2000,"L Jiang, B Salzberg","L Jiang, B Salzberg, D Lomet, M Garcэa"
xjVz8hIW-8sJ,conf/vldb/GrovlenHT98,Low-Cost Compensation-Based Query Processing,Low-Cost Compensation-Based Query Processing,1998.0,1998,", SO Hvasshovd","и Grјvlen, S Hvasshovd, и Torbjјrnsen"
bqyt1789jJ8J,conf/sigmod/Bonnet02,Going public: open-source databases and database research,Going public: open-source databases and database research,2002.0,2002,P Bonnet,P Bonnet
eWVreKOw_QgJ,conf/sigmod/CallanCD99,Automatic Discovery of Language Models for Text Databases,Automatic Discovery of Language Models for Text Databases,1999.0,1999,"J Callan, M Connell, A Du","J Callan, M Connell, A Du"
vtVf3hshlVIJ,journals/vldb/MedjahedBBNE03,Business-to-business interactions: issues and enabling technologies,Business-to-business interactions: issues and enabling technologies,2003.0,2003,"B Medjahed, B Benatallah, A Bouguettaya, AHH Ngu,  ","B Medjahed, B Benatallah, A Bouguettaya, A Ngu, A Elmagarmid"
jeJRCl54kasJ,journals/vldb/Halevy01,Answering queries using views: A survey,Answering queries using views: A survey,,2001,YH ALON,A Halevy
7y9SomIIAG0J,conf/vldb/HuebschHLLSS03,Querying the Internet with PIER,Querying the Internet with PIER,2003.0,2003,"R Huebsch, JM Hellerstein, N Lanham, BT Loo, S  ","R Huebsch, J Hellerstein, N Lanham, B Loo, S Shenker, I Stoica"
zMgbS5u_GwYJ,conf/sigmod/DeligiannakisR03,Extended Wavelets for Multiple Measures,Extended Wavelets for Multiple Measures,,2003,"A Deligiannakis, N Roussopoulos","A Deligiannakis, N Roussopoulos"
_uAjDh22Y_EJ,conf/sigmod/FlokstraKS94,The IMPRESS DDT: A Database Design Toolbox Based on a Formal Specification Language,The IMPRESS DDT: A Database Design Toolbox Based on a Formal Specification Language,1994.0,1994,"J Flokstra, M Van Keulen, J Skowronek","J Flokstra, M Keulen, J Skowronek"
-_FyboGgZkkJ,journals/sigmod/RosenthalSMBTL95,Data Management Research at The MITRE Corporation,Data Management Research at The MITRE Corporation,1995.0,1995,"A Rosenthal, L Seligman, C McCollum, B Blaustein,  ","A Rosenthal, L Seligman, C McCollum, B Blaustein, B Thuraisingham, E Lafferty"
bv21uJEzUwAJ,conf/sigmod/IoannidisP95,Balancing Histogram Optimality and Practicality for Query Result Size Estimation,Balancing Histogram Optimality and Practicality for Query Result Size Estimation,1995.0,1995,"YE Ioannidis, V Poosala","Y Ioannidis, V Poosala"
HtTNmhCJY-oJ,conf/vldb/SistlaYLL95,Similarity based Retrieval of Pictures Using Indices on Spatial Relationships,Similarity based Retrieval of Pictures Using Indices on Spatial Relationships,1995.0,1995,"AP Sistla, C Yu, C Liu, K Liu","A Sistla, C Yu, C Liu, K Liu"
n-tA57d7ydcJ,conf/vldb/BouguettayaEMO01,Ontology-based Support for Digital Government,Ontology-based Support for Digital Government,2001.0,2001,"A Bouguettaya, AK Elmagarmid, B Medjahed, M  ","A Bouguettaya, A Elmagarmid, B Medjahed, M Ouzzani"
niRuvMkp4r4J,conf/vldb/RezendeS98,Bridging Heterogeneity: Research and Practice of Database Middleware Technology,Bridging Heterogeneity: Research and Practice of Database Middleware Technology,1998.0,1998,"F de Ferreira Rezende, G Sauter, AG Daimler-Benz","F Rezende, G Sauter"
FR1h4tU9FosJ,conf/vldb/ShahDR03,An Efficient and Resilient Approach to Filtering and Disseminating Streaming Data,An Efficient and Resilient Approach to Filtering and Disseminating Streaming Data,,2003,SSSDK Ramamritham,"S Shah, S Dharmarajan, K Ramamritham"
GPEkH-UohLYJ,conf/sigmod/KatayamaS97,The SR-tree: An Index Structure for High-Dimensional Nearest Neighbor Queries,The SR-tree: An Index Structure for High-Dimensional Nearest Neighbor Queries,1997.0,1997,N Katayama,"N Katayama, S Satoh"
RHJjRlVhi78J,journals/tods/HjaltasonS99,Distance Browsing in Spatial Databases,Distance Browsing in Spatial Databases,,1999,"H Samet, G Hjaltason","G Hjaltason, H Samet"
49EWG8vzsXUJ,conf/vldb/CherniackFZ01,Data Management for Pervasive Computing,Data Management for Pervasive Computing,2001.0,2001,"M Cherniack, MJ Franklin, SB Zdonik","M Cherniack, M Franklin, S Zdonik"
mq4cLaNqTDQJ,conf/vldb/KounevB02,Improving Data Access of J2EE Applications by Exploiting Asynchronous Messaging and Caching Services,Improving Data Access of J2EE Applications by Exploiting Asynchronous Messaging and Caching Services,2002.0,2002,"S Kounev, AP Buchmann","S Kounev, A Buchmann"
rEwEqoAns-gJ,conf/vldb/Shmueli01,Architectures for Internal Web Services Deployment,Architectures for Internal Web Services Deployment,2001.0,2001,O Shmueli,O Shmueli
ESge0RjQQ40J,conf/sigmod/Epstein95,Keynote Address,Keynote Address,,1995,P Brown,
zd_8s13rNRoJ,conf/sigmod/KrollW94,Distributing a Search Tree Among a Growing Number of Processors,Distributing a Search Tree Among a Growing Number of Processors,1994.0,1994,"B Kroell, P Widmayer","B Krіll, P Widmayer"
4mD1eFCHKKwJ,journals/sigmod/EisenbergM00,SQL Standardization: The Next Steps,SQL Standardization: The Next Steps,2000.0,2000,"A Eisenberg, J Melton","A Eisenberg, J Melton"
1KSfxI44iGUJ,conf/vldb/FlorescuHKLRWCSA03,The BEA/XQRL Streaming XQuery Processor,The BEA/XQRL Streaming XQuery Processor,2003.0,2003,"D Florescu, C Hillery, D Kossmann, P Lucas, F  ","D Florescu, C Hillery, D Kossmann, P Lucas, F Riccardi, T Westmann, M Carey, A Sundararajan, G Agrawal"
PZTESZecfnQJ,conf/sigmod/GaoW02,Continually evaluating similarity-based pattern queries on a streaming time series,Continually evaluating similarity-based pattern queries on a streaming time series,2002.0,2002,"L Gao, XS Wang","L Gao, X Wang"
Syu5W-3uFFAJ,journals/sigmod/BernsteinBCDFGGHHJLMNPSU98,The Asilomar Report on Database Research,The Asilomar Report on Database Research,1998.0,1998,"P Bernstein, M Brodie, S Ceri, D DeWitt, MJ  ","P Bernstein, M Brodie, S Ceri, D DeWitt, M Franklin, H Garcia-Molina, J Gray, G Held, J Hellerstein, H Jagadish, M Lesk, D Maier, J Naughton, H Pirahesh, M Stonebraker, J Ullman"
nL5wl20jB-kJ,conf/vldb/Lesk94,Experiments on Access to Digital Libraries: How can Images and Text be Used Together,Experiments on Access to Digital Libraries: How can Images and Text be Used Together,1994.0,1994,M Lesk,M Lesk
584tvD8f6AAJ,conf/vldb/Guting94,GraphDB: Modeling and Querying Graphs in Databases,GraphDB: Modeling and Querying Graphs in Databases,1994.0,1994,RH Gueting,R Gќting
G3dX_RTA26MJ,conf/sigmod/AggarwalPWYP99,Fast Algorithms for Projected Clustering,Fast Algorithms for Projected Clustering,1999.0,1999,"CC Aggarwal, C Procopiuc, JL Wolf, PS Yu, JS Park","C Aggarwal, C Procopiuc, J Wolf, P Yu, J Park"
7ML1mmPqIooJ,journals/sigmod/ForteHWDCVHFS99,Semantic and Pedagogic Interoperability Mechanisms in the ARIADNE Educational Repository,Semantic and Pedagogic Interoperability Mechanisms in the ARIADNE Educational Repository,1999.0,1999,"E Forte, F Haenni, K Warkentyne, E Duval, K  ","E Forte, F Haenni, K Warkentyne, E Duval, K Cardinaels, E Vervaet, K Hendrikx, M Forte, F Simillion"
oPdpBiAjcisJ,conf/sigmod/PatelD96,Partition Based Spatial-Merge Join,Partition Based Spatial-Merge Join,,1996,"DJ DeWitt, JM Patel","J Patel, D DeWitt"
dTval1yE6p8J,conf/vldb/KeidlSSK02,ServiceGlobe: Distributing E-Services Across the Internet,ServiceGlobe: Distributing E-Services Across the Internet,2002.0,2002,"M Keidl, S Seltzsam, K Stocker, A Kemper","M Keidl, S Seltzsam, K Stocker, A Kemper"
p-m7MMOS2aUJ,conf/sigmod/JajodiaSSB97,A Unified Framework for Enforcing Multiple Access Control Policies,A Unified Framework for Enforcing Multiple Access Control Policies,,1997,"E Bertino, S Jajodia, P Samarati, VS Subrahmanian","S Jajodia, P Samarati, V Subrahmanian, E Bertino"
_zPTedzhFhQJ,conf/vldb/Hamilton99,Networked Data Management Design Points,Networked Data Management Design Points,1999.0,1999,J Hamilton,J Hamilton
nZO8ZA4eYzYJ,journals/sigmod/Vassilakis00,An Optimisation Scheme for Coalesce/Valid Time Selection Operator Sequences,An Optimisation Scheme for Coalesce/Valid Time Selection Operator Sequences,2000.0,2000,C Vassilakis,C Vassilakis
oH5XZWjwC6AJ,journals/tods/JajodiaSSS01,Flexible support for multiple access control policies,Flexible support for multiple access control policies,2001.0,2001,"S Jajodia, P Samarati, ML Sapino, VS Subrahmanian","S Jajodia, P Samarati, M Sapino, V Subrahmanian"
w_oXiQ-bR70J,conf/sigmod/ShanmugasundaramNSR99,Efficient Concurrency Control for Broadcast Environments,Efficient Concurrency Control for Broadcast Environments,,1999,"J Shnmugasundram, A Nithrakashyap, R Sivasankaran, ","J Shanmugasundaram, A Nithrakashyap, R Sivasankaran, K Ramamritham"
wR0R0jS5J6oJ,conf/vldb/RamasamyPNK00,"Set Containment Joins: The Good, The Bad and The Ugly","Set Containment Joins: The Good, The Bad and The Ugly",2000.0,2000,"K Ramasamy, JM Patel","K Ramasamy, J Patel, J Naughton, R Kaushik"
b5uRDGKYrcMJ,journals/sigmod/HansonN99,Timer-Driven Database Triggers and Alerters: Semantics and a Challenge,Timer-Driven Database Triggers and Alerters: Semantics and a Challenge,1999.0,1999,"EN Hanson, L Noronha","E Hanson, L Noronha"
bMUUwjP72hwJ,journals/vldb/BarbaraI95,Sleepers and Workaholics: Caching Strategies in Mobile Environments,Sleepers and Workaholics: Caching Strategies in Mobile Environments,,1995,"D Barbara-Milla, T Imielinski","D Barbarс, T Imielinski"
y2dZ5cRja_IJ,journals/tods/MelnikG03,Adaptive algorithms for set containment joins,Adaptive algorithms for set containment joins,2003.0,2003,"S Melnik, H Garcia-Molina","S Melnik, H Garcia-Molina"
GDoFPiEzEhQJ,conf/sigmod/AgichteinGV01,Snowball: A Prototype System for Extracting Relations from Large Text Collections,Snowball: A Prototype System for Extracting Relations from Large Text Collections,2001.0,2001,"E Agichtein, L Gravano, J Pavel, V Sokolova, A  ","E Agichtein, L Gravano, J Pavel, V Sokolova, A Voskoboynik"
AYtrcxExrbkJ,journals/sigmod/Wade96,Object Query Standards,Object Query Standards,1996.0,1996,AE Wade,A Wade
4eHVZHcQvdMJ,journals/vldb/WangW01,Indexing very high-dimensional sparse and quasi-sparse vectors for similarity searches,Indexing very high-dimensional sparse and quasi-sparse vectors for similarity searches,2001.0,2001,"C Wang, XS Wang","C Wang, X Wang"
aPJnWocHLUwJ,conf/vldb/LimWV03,SASH: A Self-Adaptive Histogram Set for Dynamically Changing Workloads,SASH: A Self-Adaptive Histogram Set for Dynamically Changing Workloads,2003.0,2003,"L Lim, M Wang, JS Vitter","L Lim, M Wang, J Vitter"
0tZaTV3W05wJ,conf/vldb/McKennaBHT96,EROC: A Toolkit for Building NEATO Query Optimizers,EROC: A Toolkit for Building NEATO Query Optimizers,1996.0,1996,"WJ McKenna, L Burger, C Hoang, M Truong","W McKenna, L Burger, C Hoang, M Truong"
Knzz_bkGA00J,journals/sigmod/LeeC00,Comparative Analysis of Six XML Schema Languages,Comparative Analysis of Six XML Schema Languages,2000.0,2000,"D Lee, WW Chu","D Lee, W Chu"
iXkSngvyu08J,conf/sigmod/Weininger02,Efficient execution of joins in a star schema,Efficient execution of joins in a star schema,,2002,A Weininger,A Weininger
MvbChqWgFawJ,conf/vldb/ZhouR03,Buffering Accesses to Memory-Resident Index Structures,Buffering Accesses to Memory-Resident Index Structures,2003.0,2003,"J Zhou, KA Ross","J Zhou, K Ross"
MC7KlhmEQt8J,conf/vldb/EsterKSWX98,Incremental Clustering for Mining in a Data Warehousing Environment,Incremental Clustering for Mining in a Data Warehousing Environment,1998.0,1998,"M Ester, HP Kriegel, J Sander, M Wimmer, X Xu","M Ester, H Kriegel, J Sander, M Wimmer, X Xu"
nsN_2BnT_mMJ,conf/vldb/LabioG96,Efficient Snapshot Differential Algorithms for Data Warehousing,Efficient Snapshot Differential Algorithms for Data Warehousing,1996.0,1996,"H Garcia-Molina, WJ Labio","W Labio, H Garcia-Molina"
80T8-ddj8OsJ,conf/vldb/BrodieC99,Issues in Network Management in the Next Millennium,Issues in Network Management in the Next Millennium,1999.0,1999,"ML Brodie, S Chaudhuri","M Brodie, S Chaudhuri"
eFynrwKK_T0J,conf/vldb/JohnsonM98,Performance Measurements of Tertiary Storage Devices,Performance Measurements of Tertiary Storage Devices,1998.0,1998,"T Johnson, EL Miller","T Johnson, E Miller"
ewoQO00BuFoJ,conf/sigmod/AgrawalK03,A System for Watermarking Relational Databases,A System for Watermarking Relational Databases,,2003,"R Agrawal, PJ Haas, J Kiernan","R Agrawal, P Haas, J Kiernan"
jn3pvb3hRzwJ,conf/vldb/StohrR01,WARLOCK: A Data Allocation Tool for Parallel Warehouses,WARLOCK: A Data Allocation Tool for Parallel Warehouses,2001.0,2001,"T Stoehr, E Rahm","T Stіhr, E Rahm"
eGARASwVBrUJ,journals/sigmod/VassiliadisS99,A Survey of Logical Models for OLAP Databases,A Survey of Logical Models for OLAP Databases,1999.0,1999,"P Vassiliadis, TK Sellis","P Vassiliadis, T Sellis"
TUOBVMb4PBsJ,journals/sigmod/Franklin00,Editor's Notes,Editor's Notes,,2000,DW Leslie,M Franklin
uem5wXLoU0wJ,journals/vldb/RamamurthyDS03,A case for fractured mirrors,A case for fractured mirrors,2003.0,2003,"R Ramamurthy, DJ DeWitt, Q Su","R Ramamurthy, D DeWitt, Q Su"
1n7AY641YyAJ,conf/vldb/LakshmananJN00,The 3W Model and Algebra for Unified Data Mining,The 3W Model and Algebra for Unified Data Mining,2000.0,2000,"T Johnson, LVS Lakshmanan, RT Ng","T Johnson, L Lakshmanan, R Ng"
u4ZAi-DRoHkJ,conf/sigmod/Spiro98,"Ubiquitous, Self-tuning, Scalable Servers","Ubiquitous, Self-tuning, Scalable Servers",,1998,P Spiro,P Spiro
P5oJUiow7lsJ,conf/sigmod/VitterW99,Approximate Computation of Multidimensional Aggregates of Sparse Data Using Wavelets,Approximate Computation of Multidimensional Aggregates of Sparse Data Using Wavelets,1999.0,1999,JS Vitter,"J Vitter, M Wang"
5d1R2mD-7MkJ,conf/vldb/JagadishLS99,What can Hierarchies do for Data Warehouses?,What can Hierarchies do for Data Warehouses?,1999.0,1999,"HV Jagadish, LVS Lakshmanan, D Srivastava","H Jagadish, L Lakshmanan, D Srivastava"
url:http://portal.acm.org/ft_gateway.cfm3Fid3D56480126type3Dpdf26dl3DGUIDE26dl3DACM26CFID3D1111111126CFTOKEN3D2222222,conf/sigmod/Bussler02,Software as a service: ASP and ASP aggregation,Software as a service: ASP and ASP aggregation,,2002,C Bussler,
bFnDGrZ_4voJ,conf/vldb/CasatiDGS01,"Improving Business Process Quality through Exception Understanding, Prediction, and Prevention","Improving Business Process Quality through Exception Understanding, Prediction, and Prevention",2001.0,2001,D Grigori,"D Grigori, F Casati, U Dayal, M Shan"
_SsvlmhsusEJ,journals/sigmod/Liu03,Editor's Notes,Editor's Notes,,2003,JA Neff,L Liu
url:http://portal.acm.org/ft_gateway.cfm3Fid3D30612426type3Dpdf26dl3DGUIDE26dl3DACM26CFID3D1111111126CFTOKEN3D2222222,journals/sigmod/BuchnerM98,Discovering Internet Marketing Intelligence through Online Analytical Web Usage Mining,Discovering Internet Marketing Intelligence through Online Analytical Web Usage Mining,1998.0,1998,MD Mulvenna,"A Bќchner, M Mulvenna"
hPcNG0tPwgIJ,conf/vldb/TanSHCR01,Walking Through a Very Large Virtual Environment in Real-time,Walking Through a Very Large Virtual Environment in Real-time,2001.0,2001,"L Shou, J Chionh, Z Huang, Y Ruan, KL Tan","L Shou, J Chionh, Z Huang, Y Ruan, K Tan"
N0eowMtIAukJ,journals/sigmod/LiefkeS00,An Extensible Compressor for XML Data,An Extensible Compressor for XML Data,2000.0,2000,"H Liefke, D Suciu","H Liefke, D Suciu"
8OgkUeiawO0J,conf/sigmod/ChenGK01,Query Optimization In Compressed Database Systems,Query Optimization In Compressed Database Systems,,2001,"Z Chen, J Gehrke, F Korn","Z Chen, J Gehrke, F Korn"
6uelfg3RgEoJ,journals/sigmod/MeltonE02,An Early Look at XQuery,An Early Look at XQuery,2002.0,2002,"A Eisenberg, J Melton","J Melton, A Eisenberg"
Sql66UDiVnwJ,journals/sigmod/BhargavaAP95,Digital Library Services in Mobile Computing,Digital Library Services in Mobile Computing,1995.0,1995,"B Bhargava, M Annamalai, E Pitoura","B Bhargava, M Annamalai, E Pitoura"
7lPu8hBgKksJ,conf/sigmod/BornhovdAKMPR03,DBCache: Middle-tier Database Caching for Highly Scalable e-Business Architectures,DBCache: Middle-tier Database Caching for Highly Scalable e-Business Architectures,2003.0,2003,"C BornhÃ¶vd, M Altinel, S Krishnamurthy, C Mohan,  ","C Bornhіvd, M Altinel, S Krishnamurthy, C Mohan, H Pirahesh, B Reinwald"
ItOlYY7ITt0J,conf/vldb/VorugantiOU99,An Adaptive Hybrid Server Architecture for Client Caching ODBMSs,An Adaptive Hybrid Server Architecture for Client Caching ODBMSs,1999.0,1999,"K Voruganti, MT Ã?zsu, RC Unrau","K Voruganti, M жzsu, R Unrau"
_gwfttQaTEkJ,journals/tods/LiC01,Answering queries with useful bindings,Answering queries with useful bindings,2001.0,2001,"C Li, E Chang","C Li, E Chang"
z6JEYoArZmsJ,journals/vldb/MaratheS02,Query processing techniques for arrays,Query processing techniques for arrays,2002.0,2002,"AP Marathe, K Salem","A Marathe, K Salem"
gTSn7nMr9dQJ,conf/vldb/ShuklaDNR96,Storage Estimation for Multidimensional Aggregates in the Presence of Hierarchies,Storage Estimation for Multidimensional Aggregates in the Presence of Hierarchies,,1996,"AS SDNR, P Deshpande, JF Naughton, K Ramaswamy","A Shukla, P Deshpande, J Naughton, K Ramasamy"
url:http://www.springerlink.com/index/CWANCL0VWN1MKL0M.pdf,journals/vldb/AbbadiSW01,Guest editorial,Guest editorial,2001.0,2001,"A El Abbadi, G Schlageter, KY Whang",
YG9Js5mJbV0J,journals/sigmod/Dogac02,Guest Editor's Introduction,Guest Editor's Introduction,,2002,WC Newstetter,
url:http://portal.acm.org/ft_gateway.cfm3Fid3D60186526type3Dpdf26coll3DGUIDE26dl3DACM26CFID3D1111111126CFTOKEN3D2222222,journals/sigmod/Aberer02b,Book Review Column,Book Review Column,2002.0,2002,L Processing,K Aberer
Bn8s7u5T9SAJ,journals/tods/GraefeC95,Fast Algorithms for Universal Quantification in Large Databases,Fast Algorithms for Universal Quantification in Large Databases,1995.0,1995,"G Graefe, RL Cole","G Graefe, R Cole"
7Mtanhr8EKoJ,conf/sigmod/SengarH03,PLASTIC: Reducing Query Optimization Overheads through Plan Recycling,PLASTIC: Reducing Query Optimization Overheads through Plan Recycling,2003.0,2003,"VS Sengar, JR Haritsa","V Sengar, J Haritsa"
uqYakLN84x0J,conf/vldb/WildfogelY97,Efficient Testing of High Performance Transaction Processing Systems,Efficient Testing of High Performance Transaction Processing Systems,1997.0,1997,"D Wildfogel, R Yerneni","D Wildfogel, R Yerneni"
kZFfJieudW4J,journals/vldb/RafieiM02,Efficient retrieval of similar shapes,Efficient retrieval of similar shapes,2002.0,2002,"D Rafiei, AO Mendelzon","D Rafiei, A Mendelzon"
dAnyGPqToQEJ,journals/sigmod/McHughW97,Integrating Dynamically-Fetched External Information into a DBMS for Semistructured Data,Integrating Dynamically-Fetched External Information into a DBMS for Semistructured Data,1997.0,1997,"J McHugh, J Widom","J McHugh, J Widom"
wi8177RdPBYJ,conf/sigmod/DogacTPPLKTK02,An ebXML infrastructure implementation through UDDI registries and RosettaNet PIPs,An ebXML infrastructure implementation through UDDI registries and RosettaNet PIPs,2002.0,2002,"A Dogac, Y Tambag, P Pembecioglu, S Pektas, G  ","A Dogac, Y Tambag, P Pembecioglu, S Pektas, G Laleci, G Kurt, S Toprak, Y Kabak"
